cell_line,drug,n_treated_G1,n_treated_G2M,n_control_G1,n_control_G2M,induced_cosine_G1_vs_G2M,norm_delta_G1,norm_delta_G2M,norm_delta_mean
SNU-1,ERK5-IN-2,427,172,219,169,0.6742696731141327,1.4009862749265853,1.567160090923075,1.3982735290047563
SNU-1,ETC-206,119,55,219,169,0.2698759389586311,0.9751340419845977,1.0915787381425945,0.8194025164752721
SNU-1,Encorafenib,581,143,219,169,0.7521836213322106,1.8300326470589188,1.7536924668339116,1.832121445696987
SNU-1,Erdafitinib ,216,112,219,169,0.38597136396138176,1.0508131180224554,1.0759366512104982,0.9238879923539456
SNU-1,Everolimus,379,280,219,169,0.4269289501263768,0.88103271686147,0.9520545834476263,0.7715580955399143
SNU-1,GSK1059615,256,106,219,169,0.7203764978690823,1.6266673123828623,1.8525503810727681,1.621082157516506
SNU-1,Gemcitabine,269,140,219,169,0.27241230231501684,0.8736823330730241,1.15585822034381,0.8069176881403631
SNU-1,Hydroxyfasudil,135,58,219,169,0.13995761264681733,0.9410829925555622,1.2047401862390836,0.8328466323447627
SNU-1,Ipatasertib,405,161,219,169,0.6723369662607648,1.4252981487095355,1.4898197178756674,1.3933858639728207
SNU-1,Irinotecan,226,191,219,169,0.4622084033450321,1.032787010738579,1.329381184426233,0.9977566779207321
SNU-1,LB-100,177,105,219,169,0.3748543355950317,0.9164953169553116,1.0648819433270562,0.8155051790040813
SNU-1,LJI308,114,65,219,169,0.37881258071775886,1.0869587810275212,1.3082916369206745,0.9935036858596094
SNU-1,LY2090314,209,162,219,169,0.4881870251642537,1.0980896981322676,0.9789808070595309,0.9077230830479474
SNU-1,Lapatinib ditosylate,290,160,219,169,0.2905791333017184,0.8597099041183401,0.8584443956277175,0.6978890905841378
SNU-1,MK-3903,151,57,219,169,0.2857328301835463,1.217506252179962,1.4961536882844872,1.1255710009517512
SNU-1,MK-8353,105,66,219,169,0.43146273775211963,1.1109691567120583,1.1158916851424827,0.9505044735711785
SNU-1,ML264,264,152,219,169,0.6447631449905895,1.209231938750431,1.314087455025238,1.1553432200460005
SNU-1,Methylprednisolone succinate,125,84,219,169,0.25730754671778183,0.9890503450516861,1.1232011694048707,0.8263956169702622
SNU-1,Minodronic acid,163,95,219,169,0.4079312676190974,0.9714507492630545,1.0057397172398785,0.8342244921429495
SNU-1,NVP-BHG712,171,79,219,169,0.458855567143939,1.1872568267702566,1.2789302109230698,1.0910719873571488
SNU-1,Oleic acid,151,114,219,169,0.2983718557789892,0.9468653258496046,0.9693684917596126,0.7737923999865652
SNU-1,Oxaliplatin,145,97,219,169,0.38906744290473616,1.0626089463197854,1.075576274030795,0.8901067392948595
SNU-1,PF-06260933,132,86,219,169,0.6492904321343256,1.8077580013510748,1.9192225537089413,1.6948835362556731
SNU-1,Paclitaxel,556,311,219,169,0.8089828649166845,1.5594726281057854,1.2962758041533724,1.417145062895108
SNU-1,Pemigatinib,152,74,219,169,0.20142506276791816,1.0665757792280706,1.0947688611483397,0.8566056193628622
SNU-1,Pimitespib,91,64,219,169,0.20684505330143024,1.0478336014132672,1.2616534525783343,0.8840815459624459
SNU-1,Pralsetinib,70,55,219,169,0.5478214329064613,1.5389151052328838,2.005310298435604,1.5342791537977547
SNU-1,RMC-6236,540,126,219,169,0.844308288914947,1.8874267802205393,1.957289662024877,1.9328098395279427
SNU-1,Ralimetinib dimesylate,188,93,219,169,0.6679861542630092,1.3231794610102285,1.3197907035149377,1.2474215577262036
SNU-1,Regorafenib,194,63,219,169,0.5357497038880904,1.2690135427361628,1.6017513377695207,1.281558021542239
SNU-1,SBI-0640756,117,62,219,169,0.2714729326400398,1.0721876220826603,1.410413776051369,0.9790566127802315
SNU-1,Sapanisertib,562,150,219,169,0.609841583988202,1.719788436765619,1.7793009129938342,1.6965572612923039
SNU-1,TAK-733,184,76,219,169,0.6702735694183006,1.5493891978299985,1.5813994837940857,1.4499615629762337
SNU-1,Temuterkib,206,120,219,169,0.5450700198811717,1.120124704594329,1.2211750676094628,1.0389122445639023
SNU-1,Tomivosertib,105,63,219,169,0.45678091887494254,1.4259285009811196,1.4693483102983842,1.2547467134080088
SNU-1,Trametinib,199,56,219,169,0.7046803787025251,1.7327778963475273,2.0838819115200398,1.7620498736224108
SNU-1,Tubulin inhibitor 6,125,66,219,169,0.29078701446602717,1.0601223097700303,1.1173068377530975,0.8635231598729781
SNU-1,Tucatinib,205,151,219,169,0.5011518369191482,0.9998597617895203,1.0512921171444403,0.8856641779990054
SNU-1,ULK-101,90,54,219,169,0.3264301022819989,1.1509356592018143,1.2299443563036527,0.9691106764501428
SNU-1,Vemurafenib,299,141,219,169,0.5551888035511887,1.1519742380720126,1.1331812073578855,1.0704318140362041
SNU-1,Volasertib,128,54,219,169,0.22893172690261823,0.8828283584965627,1.2154345349874858,0.7727595485180564
SNU-1,XRK3F2,374,146,219,169,0.8091139312642073,1.7655810421474127,1.651861378905608,1.704685919028491
SNU-1,c-Kit-IN-1,96,66,219,169,0.638431014071411,1.6398754142062435,1.8689685032006673,1.5746362717227957
SNU-1,olaparib,170,100,219,169,0.4229452691166368,1.0102001740807618,1.5268598284692043,1.0146727985456678
SNU-1,palbociclib,183,53,219,169,0.29532546971440876,1.2120104912250287,1.6599960037952257,1.1846018858861325
SNU-1,venetoclax,66,51,219,169,0.7493844944201808,2.226617840038834,2.1631237551417186,2.059548708794644
SNU-423,4EGI-1,322,69,1481,448,0.7455003424341042,1.6588662894039312,1.6798130625235215,1.582867446410469
SNU-423,9-ING-41,1691,403,1481,448,0.7683048661652147,1.3728363665557315,1.2535969949877355,1.3117901856427172
SNU-423,APTO-253,695,184,1481,448,0.6567633882771092,0.9640869476252572,1.0638669752738377,0.9241941270392542
SNU-423,AT7519,769,175,1481,448,0.6806690357285486,1.0084628756860294,1.090832115125406,0.9598110375252681
SNU-423,AZD-7648,454,137,1481,448,0.7654042608591513,1.6274919652018018,1.4564563761696225,1.5241720866441222
SNU-423,AZD-8055,825,223,1481,448,0.7804917175285078,1.6114969107413648,1.4446796779163429,1.5215068435857333
SNU-423,AZD1390,621,184,1481,448,0.7577172280480503,1.3564273395061126,1.3600980349409841,1.29698830615529
SNU-423,AZD2858,163,50,1481,448,0.48492756061985903,1.1301074816200527,1.3712604801408268,1.0597861383519451
SNU-423,Abemaciclib,449,172,1481,448,0.815109553575805,2.0350330529935206,1.7814467128344134,1.9148066966929969
SNU-423,Adagrasib,415,138,1481,448,0.5149613368324556,0.866714566288743,0.8976716398420554,0.7984302602648369
SNU-423,Afatinib,1196,237,1481,448,0.8263984451107336,1.7053808700639124,1.6462746950551241,1.6752285045352386
SNU-423,Alpelisib,604,166,1481,448,0.8086784254621192,1.553500405651299,1.336662047784216,1.4612162295692566
SNU-423,Anastrozole,714,235,1481,448,0.5923814075238388,0.8770876154554227,0.9269314316243608,0.8199635727583652
SNU-423,BAY1125976,919,182,1481,448,0.8535671887126501,1.9516766425170935,1.7982723952435007,1.9106187766557554
SNU-423,BI-3406,1171,324,1481,448,0.8908641167630934,1.8669121139364335,1.6263798475553048,1.7850713904209883
SNU-423,BI-78D3,887,251,1481,448,0.6008326721222488,1.0435138300971196,1.0714249812528391,0.9757804052263838
SNU-423,Belumosudil (mesylate),446,127,1481,448,0.7514016874984257,1.4392625555785572,1.3976966454681274,1.3648314532387642
SNU-423,Belzutifan,411,116,1481,448,0.773937958309508,1.6888861665065988,1.5099041660542811,1.5851731152641548
SNU-423,Bentamapimod,771,208,1481,448,0.7653456310650731,1.322873766070502,1.2714379076283928,1.261480340704142
SNU-423,Bimiralisib,1129,220,1481,448,0.9056370636994945,2.394513444857854,2.075186245804453,2.3284134833578096
SNU-423,Binimetinib,444,134,1481,448,0.8117765651720722,1.9543359609179543,1.5645543963724493,1.8081673779034964
SNU-423,Brivudine,1004,388,1481,448,0.9033595025522226,2.6427735594731057,2.343471709685866,2.534895382989056
SNU-423,CP21R7,369,113,1481,448,0.632970231358496,1.0660987243526978,1.1698168292745152,1.0125009487815642
SNU-423,Capivasertib,355,88,1481,448,0.589320302750875,1.1905596100627915,1.3364005505254517,1.1179579854494932
SNU-423,Capmatinib,448,166,1481,448,0.7243271799675612,1.2671501034395198,1.1660971026326188,1.183920786878424
SNU-423,Celecoxib,556,217,1481,448,0.6898019760430929,0.9489888975880445,0.9904973773827157,0.911762506420356
SNU-423,DT-061,428,135,1481,448,0.7114774881091336,1.2432149538461141,1.2691386981735635,1.1830528931389324
SNU-423,DTP3,366,104,1481,448,0.8014628586995302,1.653834443775045,1.550487592092535,1.5741039650852078
SNU-423,Dabrafenib,2171,414,1481,448,0.817354136967112,1.4924658883550062,1.4780319385991258,1.4730659173485021
SNU-423,ERK5-IN-2,1200,324,1481,448,0.8042313942871979,1.5815989687249792,1.4733521457222176,1.5130636638486283
SNU-423,ETC-206,726,223,1481,448,0.5982660442611463,0.9442820381139612,1.0369433776964212,0.890407053916731
SNU-423,EX229,677,220,1481,448,0.8697103633130807,2.161892837485417,1.892640958437506,2.0505052172147114
SNU-423,Elimusertib hydrochloride,317,81,1481,448,0.8157258269260999,1.8517706154794409,1.7531161112770521,1.7745973473643262
SNU-423,Encorafenib,1830,370,1481,448,0.7912634026029967,1.6153123741367046,1.456495276438907,1.566111211597917
SNU-423,Erdafitinib ,621,178,1481,448,0.6675063307717046,1.1750295376208262,1.11076723499295,1.0943577674663814
SNU-423,Everolimus,1895,531,1481,448,0.7228365110975682,0.9677532386982373,0.9708140712407078,0.918905416700264
SNU-423,Futibatinib,468,87,1481,448,0.6378012796267305,1.3449029974436373,1.3071420134642568,1.2808750895042722
SNU-423,GSK1059615,869,388,1481,448,0.8359270431043219,2.321464096447943,2.2012458347377075,2.2080383642863572
SNU-423,Gemcitabine,915,327,1481,448,0.7403206677717991,1.1461080746492078,1.1044879087322845,1.088082989414289
SNU-423,HI-TOPK-032,350,161,1481,448,0.8578928289773258,2.2266275197692105,2.0481807312497695,2.1541990370274156
SNU-423,Hydroxyfasudil,289,98,1481,448,0.6822517549735154,1.4095793455702381,1.2976846768532533,1.30426219949985
SNU-423,IQ 1,325,72,1481,448,0.6948178760289564,1.3426955154369808,1.4106681855429848,1.2917088981805769
SNU-423,Infigratinib,716,172,1481,448,0.826054599586167,1.5095892893268965,1.530650656866536,1.4737217020460376
SNU-423,Ipatasertib,1146,346,1481,448,0.8267295922145462,1.47929716727686,1.4709298472485093,1.4311549453027244
SNU-423,Irinotecan,1056,417,1481,448,0.7397370220353502,1.2871722866571988,1.1973922172406224,1.214090744885054
SNU-423,Ixazomib,242,69,1481,448,0.7071288799806987,1.7255572060290174,1.7272313077187949,1.6334668767298044
SNU-423,LB-100,691,178,1481,448,0.6033991653395371,0.8478199902586063,1.0234331382278663,0.816372836765068
SNU-423,LJI308,443,133,1481,448,0.7618185984287289,1.4279648723220861,1.4160116247824797,1.363527264766397
SNU-423,LY-2584702 (tosylate salt),211,83,1481,448,0.7274559945057706,1.6645170658849695,1.534519890482094,1.5645539012456664
SNU-423,LY2090314,817,253,1481,448,0.7466136667310788,1.128601474521946,1.2520960469818472,1.0993777901800887
SNU-423,Lapatinib ditosylate,1282,331,1481,448,0.7816462448806007,1.096257660187596,1.0364687144960776,1.0491191285331083
SNU-423,Lonafarnib,139,81,1481,448,0.9448476681479601,4.14062764656946,3.8345495942392493,4.039808903468686
SNU-423,MK-3903,605,152,1481,448,0.8195996604244653,1.549377661275614,1.4377187797028905,1.4852425448421966
SNU-423,MK-8353,420,134,1481,448,0.5841751544170093,0.9983720639138217,1.1285247942680765,0.9458559670998161
SNU-423,ML264,696,190,1481,448,0.6831607682251445,1.331386841977837,1.3054750260296555,1.2562401571266513
SNU-423,Methylprednisolone succinate,449,169,1481,448,0.6292061251527693,0.9200084451436816,1.0082242008118714,0.8874714739257815
SNU-423,Minodronic acid,687,175,1481,448,0.7049066881826912,1.1000948727641493,1.1441804069626547,1.0500308922987218
SNU-423,NG25,422,229,1481,448,0.6919894355259117,2.139177855100418,2.2942471089260343,2.0880182969797767
SNU-423,NVP-BHG712,523,153,1481,448,0.7613765702723052,1.301637507435391,1.4597855739852508,1.2764328949400032
SNU-423,OTS514,358,121,1481,448,0.7827792466378488,1.5173010739918986,1.4991296372070915,1.4514927741328683
SNU-423,Oleic acid,457,104,1481,448,0.5856962573653832,0.9933769217934648,1.1710109247031737,0.9475784780175158
SNU-423,Oxaliplatin,596,195,1481,448,0.7114358864497156,1.1434494239527084,1.19150971530164,1.0936169479519957
SNU-423,PF-06260933,298,87,1481,448,0.6098137996532568,1.816985980295992,1.7328767530743978,1.6735134856623068
SNU-423,PH-797804,564,156,1481,448,0.9095066744919474,3.1338708802935082,2.669763465348042,2.9844184537621037
SNU-423,Paclitaxel,1710,458,1481,448,0.8138030187782987,1.5011930064400156,1.4568026550054904,1.4527456306689315
SNU-423,Pemigatinib,473,144,1481,448,0.6502538145271041,1.1083621402884016,1.0636661968839676,1.0288717003592827
SNU-423,Pimitespib,415,106,1481,448,0.6714771083959565,1.1681903512086962,1.175375601715926,1.096132906083977
SNU-423,Pralsetinib,259,136,1481,448,0.8828019015646853,2.59607354040452,2.598565345338887,2.5960674468704625
SNU-423,RMC-6236,1330,271,1481,448,0.9015700222701768,2.3697728991883387,1.9101259473454644,2.283033913654442
SNU-423,Ralimetinib dimesylate,640,164,1481,448,0.72271230592566,1.326605082688568,1.3833352273760222,1.2760677602271358
SNU-423,Regorafenib,525,174,1481,448,0.695453294928523,1.1901519723923921,1.240530267456055,1.137100350257905
SNU-423,SBI-0640756,320,101,1481,448,0.6065107696128854,1.1232272354689548,1.2692053368901386,1.0691094236164997
SNU-423,Sapanisertib,1048,273,1481,448,0.8509604077958219,2.104830986205059,2.06320771088031,2.0529611369034444
SNU-423,Sonidegib,369,155,1481,448,0.7618970911457045,1.399670561890315,1.2736800051604764,1.325942107178226
SNU-423,TAK-733,580,143,1481,448,0.8743472262783523,2.198504149407828,1.9216088135532052,2.0987981694938758
SNU-423,TAK-901,713,308,1481,448,0.9556962659921873,5.754921189853201,4.924017971600472,5.470521588003644
SNU-423,Temuterkib,847,233,1481,448,0.7192389025476278,1.3247938382999307,1.3506814953159134,1.2682952245835444
SNU-423,Tomivosertib,776,281,1481,448,0.7997228568722751,1.1534210483132445,1.2077391039691585,1.1381106776628025
SNU-423,Torkinib,168,67,1481,448,0.630878347745357,1.357676477802176,1.4631154392357422,1.3045885731556615
SNU-423,Trametinib,1086,268,1481,448,0.9176933822333068,2.317283006253141,2.1217670486313427,2.2518741187185687
SNU-423,Tubulin inhibitor 6,397,132,1481,448,0.6969050319092109,1.0403020702693795,1.0788586201379187,0.9935820304610757
SNU-423,Tucatinib,1219,422,1481,448,0.7560991968241195,1.1153911041138351,1.0645741839526368,1.0475521546882018
SNU-423,ULK-101,445,124,1481,448,0.6542542240237872,1.1249218796596714,1.1897986273834513,1.0638153392001315
SNU-423,Vemurafenib,1086,301,1481,448,0.7292575376483198,1.247937084703234,1.141470156605279,1.1723268288561424
SNU-423,Volasertib,272,87,1481,448,0.43036795721555265,0.922632853391182,1.2240712292003324,0.8705184078439696
SNU-423,XRK3F2,1241,257,1481,448,0.7823864523358056,1.385636677797731,1.3157602982148826,1.3535899055203744
SNU-423,c-Kit-IN-1,376,160,1481,448,0.8888481773804583,2.1402444295819256,1.8405294995706485,2.031498206606525
SNU-423,olaparib,345,137,1481,448,0.7438890797627151,1.5251089894296757,1.4649637281294985,1.4474553618309036
SNU-423,palbociclib,646,100,1481,448,0.6955176008438263,1.5491000719560781,1.3525945107787616,1.4745966172454723
SNU-423,venetoclax,507,213,1481,448,0.9087924181252207,2.4067718923959034,1.9595401390142158,2.262250994570995
SNU-423,vincristine,406,132,1481,448,0.89228433430518,2.146143726693598,2.061077763554415,2.0886001078337144
SW 900,4EGI-1,305,66,705,263,0.30017146922295085,1.3955334738908605,1.509807564350135,1.2706883528188277
SW 900,9-ING-41,1028,367,705,263,0.5988468775785615,1.064294665794144,1.2839139928484742,1.0251479281485607
SW 900,APTO-253,488,134,705,263,0.5610681334353702,1.2283355892086523,1.2831751783483019,1.158395851284285
SW 900,AT7519,494,165,705,263,0.5977238023309621,0.8667188523335885,1.0348766263463975,0.8299552920348593
SW 900,AZD-7648,298,77,705,263,0.7893570765659956,2.183237088943232,1.8783357296062424,2.040796791420298
SW 900,AZD-8055,546,179,705,263,0.76773618784133,1.6507460406152379,1.5799422198332242,1.5630153277690466
SW 900,AZD1390,324,86,705,263,0.5526410432189325,1.163793203592326,1.5964723962227998,1.1345147702076783
SW 900,AZD2858,201,70,705,263,0.34590734904516834,0.9941149484549285,1.316434575042348,0.9101235930928318
SW 900,Abemaciclib,426,120,705,263,0.8640897768227028,2.2915208755353103,2.1137456121251685,2.1906388700884674
SW 900,Adagrasib,250,79,705,263,0.4517574654665922,0.9617109309601892,1.1880523455534093,0.8827301005142447
SW 900,Afatinib,964,233,705,263,0.8575517323019284,1.9212670984362368,1.8424994363089808,1.8713918425782454
SW 900,Alpelisib,252,76,705,263,0.7684063652675228,1.7972927571924961,1.89878521149748,1.7338543713055998
SW 900,Anastrozole,471,162,705,263,0.7256737842985631,1.254318851344527,1.3642267995442194,1.2100378672122105
SW 900,BAY1125976,1405,288,705,263,0.824977257656028,1.944813242251911,1.8075811216052566,1.9387750578355811
SW 900,BI-3406,549,209,705,263,0.8652733172559239,2.129738104566672,1.9773208207190558,2.0335377568379633
SW 900,BI-78D3,877,274,705,263,0.6363494970288268,0.8711847666896989,1.0583699601533683,0.8578951616960581
SW 900,Belumosudil (mesylate),365,106,705,263,0.677753826699652,1.2385262721013515,1.4314625952926912,1.2009319484984338
SW 900,Bentamapimod,730,255,705,263,0.8090795341905874,1.4674152262075173,1.5553195838513467,1.433330166489057
SW 900,Bimiralisib,956,241,705,263,0.8502812394442978,2.196519556184788,2.1582387582580003,2.1369609412752855
SW 900,Binimetinib,300,73,705,263,0.7748326981367455,1.944517439182541,1.909855960626236,1.8557170891715469
SW 900,Brivudine,934,437,705,263,0.9251296363044963,2.695070082681962,2.5555994671108513,2.6198683382423718
SW 900,CP21R7,308,85,705,263,0.37027257661780044,0.9070447244431327,1.1284531367074273,0.8452857438433911
SW 900,Capivasertib,257,95,705,263,0.46850214268789997,0.868919013542224,1.1697798667251058,0.830002323348062
SW 900,Capmatinib,319,97,705,263,0.7414230567021134,1.8016949894520793,1.7427637974737074,1.69170004736246
SW 900,Celecoxib,295,131,705,263,0.3849165398359046,0.8789539868155472,1.039499258729323,0.7975885688620231
SW 900,DT-061,234,95,705,263,0.7111334218625287,1.5328368597769624,1.5247296675646997,1.4433780917849537
SW 900,DTP3,327,84,705,263,0.5635032185873581,1.332888390088296,1.3305647745572213,1.2359177269547421
SW 900,Dabrafenib,1730,364,705,263,0.7333219719460442,1.493412947445888,1.4376633909254912,1.4821944210878424
SW 900,ERK5-IN-2,1261,286,705,263,0.7450901840633738,1.5290497482684946,1.494325679884735,1.5101927470116125
SW 900,ETC-206,384,159,705,263,0.44630332255384686,0.7739145526638335,1.0562115991998517,0.7409017849380009
SW 900,EX229,350,78,705,263,0.8049729346451281,2.3838178732670223,2.3716326394105467,2.294612342767682
SW 900,Elimusertib hydrochloride,190,60,705,263,0.8177801318378533,2.4669917096191476,2.307044268858437,2.3376231341275138
SW 900,Encorafenib,1690,370,705,263,0.8493774551118329,1.8003355004784258,1.6922110992183355,1.7692007720630845
SW 900,Erdafitinib ,543,159,705,263,0.6005960098767059,1.0077276358831768,1.2611794079166254,0.9905750131748333
SW 900,Everolimus,1208,444,705,263,0.6339800338420579,0.8529494056355501,0.956069378771283,0.8114870158873365
SW 900,Futibatinib,254,53,705,263,0.307939614717213,1.262719905436331,1.4982564048060962,1.1541492497922279
SW 900,GSK1059615,1020,411,705,263,0.8334378833067769,1.8771760048604285,1.984996342536,1.83893530245127
SW 900,Gemcitabine,645,273,705,263,0.46727417342290833,0.8802306483335941,1.1833320890274293,0.8426109514410821
SW 900,HI-TOPK-032,259,158,705,263,0.821075926070672,1.9102266671039412,1.9261370569927423,1.881872478484497
SW 900,Hydroxyfasudil,218,78,705,263,0.32288238463266283,1.025994243991674,1.2200578834315492,0.9105852040962648
SW 900,IQ 1,295,87,705,263,0.6130977341793554,1.2041035921857386,1.4110383142901881,1.1608566641861606
SW 900,Infigratinib,646,156,705,263,0.7805599864277826,1.454037387610545,1.527187785158003,1.4276155261698127
SW 900,Ipatasertib,1011,301,705,263,0.8386536782538142,1.6845735992265942,1.6079290661565964,1.617786418232892
SW 900,Irinotecan,794,359,705,263,0.6243157210744952,1.2308748287246825,1.2587036889880103,1.1531190540319671
SW 900,Ixazomib,324,88,705,263,0.688664012295646,1.5057176809487467,1.5174810093337638,1.4266643408742021
SW 900,LB-100,426,135,705,263,0.45368153710483206,0.7410687044134071,0.9853979868899116,0.7066876194846321
SW 900,LJI308,330,82,705,263,0.45023126696921856,0.9458941926617564,1.2679348612470411,0.8855462952596928
SW 900,LY2090314,573,186,705,263,0.65467525913008,1.079449280273437,1.2114313942742498,1.0391671309294606
SW 900,Lapatinib ditosylate,904,264,705,263,0.5763566879528476,0.8935104946295417,1.0439023270310992,0.8550695383278144
SW 900,MK-3903,364,114,705,263,0.6842831954405022,1.2689188842923056,1.4510509567966177,1.2311812677770642
SW 900,MK-8353,349,117,705,263,0.46787209141015756,1.0055966195480297,1.209082795727837,0.9407378554773242
SW 900,ML264,699,209,705,263,0.6914515573323359,1.0848430199049652,1.2599104993900576,1.069397939516306
SW 900,Methylprednisolone succinate,334,114,705,263,0.4689958474057352,0.9367682548407261,1.2399528644667899,0.8857375211844508
SW 900,Minodronic acid,456,138,705,263,0.4802981036736622,0.9081969630464827,1.013071008786239,0.8309806174416253
SW 900,NG25,341,187,705,263,0.8015479287617758,2.3910863029125555,2.462601165483856,2.345548416618575
SW 900,NVP-BHG712,439,150,705,263,0.7692954282343691,1.4190703149814383,1.5251684467573419,1.3780460993368384
SW 900,OTS514,194,82,705,263,0.526662900779692,1.2718704619025045,1.3398284852360147,1.1627639875990319
SW 900,Oleic acid,343,118,705,263,0.4039829554446412,0.9147497928068471,1.1260283719591118,0.8348450481613883
SW 900,Oxaliplatin,448,157,705,263,0.4716460108797159,0.801925203580577,1.085011442392157,0.7637046247824761
SW 900,PF-06260933,289,96,705,263,0.69066098826027,1.7811346850174796,1.9051291731534148,1.7010641419193109
SW 900,PH-797804,258,98,705,263,0.9069484472243382,3.0642127977734757,2.7547252245425655,2.9273295629361837
SW 900,Paclitaxel,1397,495,705,263,0.659436935026196,1.3898358377114266,1.4380059446388065,1.3068988605963887
SW 900,Pemigatinib,441,128,705,263,0.3580143740645581,0.9656180021079053,1.1150995133914088,0.8772053826962639
SW 900,Pimitespib,178,74,705,263,0.389875811844913,1.1430651812680837,1.2096008781689396,1.0111221533468988
SW 900,Pralsetinib,276,104,705,263,0.6484907962182423,1.4491282993555923,1.4754513477805768,1.3505824095517704
SW 900,RMC-6236,929,273,705,263,0.8533555204185043,2.398755852083346,2.1401178239052414,2.2805761980613006
SW 900,Ralimetinib dimesylate,585,211,705,263,0.7727548409896277,1.3592946091965858,1.4547207421109474,1.3200548976202358
SW 900,Regorafenib,512,184,705,263,0.7559251463259031,1.5056733622781913,1.3231034545179123,1.3879686256934216
SW 900,SBI-0640756,247,107,705,263,0.649371016871941,1.1482343446553454,1.4885174418762623,1.1517941012785418
SW 900,Sapanisertib,1468,286,705,263,0.8307990088366385,1.8162577560106532,1.8923140171869282,1.8560245808402465
SW 900,Sonidegib,175,68,705,263,0.4807744600487801,1.1209830338146594,1.5060462508485455,1.077248756028455
SW 900,TAK-733,318,108,705,263,0.8777223882176604,2.554348839204254,2.2307471521112294,2.412263894870138
SW 900,TAK-901,332,105,705,263,0.9390462898756955,5.179476270347299,4.369989505375886,4.9272657762380465
SW 900,Temuterkib,651,219,705,263,0.6550754562960808,1.1243122064464106,1.2162135635550246,1.0746470287792618
SW 900,Tomivosertib,556,223,705,263,0.7715679211034615,1.2608663999243628,1.5505407663819244,1.2748920384194256
SW 900,Torkinib,162,71,705,263,0.40625226503362843,1.068622563832847,1.2823261022703765,0.9788886505473954
SW 900,Trametinib,764,244,705,263,0.901030416469238,2.352679609405555,2.235193905738542,2.2800503411576334
SW 900,Tubulin inhibitor 6,296,108,705,263,0.44710691219715176,0.9187625148638912,1.1579115302969876,0.8570278194788876
SW 900,Tucatinib,1058,322,705,263,0.634602987703577,0.9814357755763938,1.0689086290828083,0.9461239607067271
SW 900,ULK-101,251,75,705,263,0.5488389579889178,1.1865594227533052,1.4256702568888964,1.118384995698023
SW 900,Vemurafenib,792,259,705,263,0.7913066134808436,1.3702642719402116,1.4537642435219873,1.3362270446692852
SW 900,Volasertib,303,90,705,263,0.33298953537955595,0.9118444414459879,1.171469774603874,0.8411739591229581
SW 900,XRK3F2,904,243,705,263,0.8191727044473175,1.5688500276347,1.6213525768376678,1.5406930782101704
SW 900,c-Kit-IN-1,207,97,705,263,0.8367042925598412,2.585053289738285,2.126164170001885,2.3734413275013613
SW 900,olaparib,313,108,705,263,0.3927636861481148,0.8757396782793366,1.1842523280593131,0.8154013892942226
SW 900,palbociclib,481,108,705,263,0.6696071003402219,1.4342760789116784,1.4395027744730406,1.3501141165791877
SW 900,venetoclax,175,109,705,263,0.8621028533351527,2.8313802035624622,2.5570473988696247,2.692575345848215
SW 900,vincristine,164,123,705,263,0.831328070484987,2.1116834830421154,2.259114367971949,2.1539005354844685
SW1417,4EGI-1,371,244,958,762,0.4264066504856373,1.0215984598204797,0.9945609437292386,0.857236644061225
SW1417,9-ING-41,1214,923,958,762,0.734594965348431,0.8157673086829254,0.7432001320151321,0.7322710149076116
SW1417,APTO-253,465,341,958,762,0.5257380990941725,0.6843106201645842,0.6160409329834762,0.5778171741864859
SW1417,AT7519,544,376,958,762,0.398685113670983,0.5881964976114797,0.5545112785513787,0.4831071559843996
SW1417,AZD-7648,331,225,958,762,0.7667588008847943,1.191011009285439,1.11957070558193,1.0971711205004082
SW1417,AZD-8055,784,533,958,762,0.7340558398720923,0.983331969930012,1.007748838380969,0.927723647653622
SW1417,AZD1390,514,396,958,762,0.32459125392791843,0.8364147921783011,1.0137144151942472,0.7418084188851011
SW1417,AZD2858,188,157,958,762,0.4052244353229897,0.8028918196460544,0.743318888198851,0.6530796697702156
SW1417,Abemaciclib,584,362,958,762,0.7987919374938873,1.362213740115974,1.2789489626669373,1.2560646636785613
SW1417,Adagrasib,285,247,958,762,0.5923008836843645,0.657968632151214,0.7487266530517873,0.628365472277002
SW1417,Afatinib,1162,677,958,762,0.8390118976410759,1.40555665856017,1.147493089683246,1.2728641812583148
SW1417,Alpelisib,540,373,958,762,0.7282795935243339,0.9565470435408848,0.9129399866097884,0.8797848331999508
SW1417,Anastrozole,463,437,958,762,0.6004295213026324,0.6289089080469322,0.6778073932939644,0.5909523440299327
SW1417,BAY1125976,1413,769,958,762,0.8575142701032872,1.120825154918028,1.0544567421582902,1.068740715828067
SW1417,BI-3406,928,663,958,762,0.8196131059112098,0.8868995558326003,0.8921842564385712,0.8521958284641293
SW1417,BI-78D3,841,654,958,762,0.724078302466019,0.7764497060483777,0.6738802652646185,0.6813211466015071
SW1417,Belumosudil (mesylate),363,219,958,762,0.6148656340585229,0.8228380264945772,0.8421533784472455,0.7499384956725349
SW1417,Belzutifan,343,182,958,762,0.7459536167688607,1.0521020443443783,1.044623358792939,0.996524983449243
SW1417,Bentamapimod,612,509,958,762,0.6470574283227731,0.903390309599891,0.7789031100124776,0.7721607520260485
SW1417,Bimiralisib,1902,944,958,762,0.9044678536833148,1.5747512305270603,1.399935852875026,1.5056443817280196
