cell_line,drug_a,drug_b,cos_mean_signature,cos_G2M_response
RPMI-7951,ERK5-IN-2,Lapatinib ditosylate,0.25851128170129634,0.40034925027980783
RPMI-7951,BAY1125976,Gemcitabine,0.3547720483710168,0.44771535900649634
RPMI-7951,Belumosudil (mesylate),LB-100,0.4013784727751617,0.5085664087283207
RPMI-7951,NVP-BHG712,Paclitaxel,0.5940517489268304,0.5916152241533698
RPMI-7951,ML264,TAK-901,0.04933566800713489,0.06667914548111344
RPMI-7951,Infigratinib,TAK-901,0.038573861357697845,0.043945477728195126
RPMI-7951,Irinotecan,Oleic acid,0.46670177243686234,0.3842709090615256
RPMI-7951,BI-3406,Belumosudil (mesylate),0.5951353328985945,0.5659519056990747
RPMI-7951,Dabrafenib,Temuterkib,0.6014194606016863,0.5555922439435937
RPMI-7951,AT7519,Capivasertib,0.2910006590866301,0.23217255497961742
RPMI-7951,APTO-253,Irinotecan,0.5654150034103175,0.5299074312311259
RPMI-7951,BI-78D3,Infigratinib,0.47045992130076497,0.44130210567792316
RPMI-7951,AZD1390,Pemigatinib,0.621422576725253,0.4020237204514958
RPMI-7951,Temuterkib,Tomivosertib,0.3934054686734954,0.41212606584550976
RPMI-7951,Tubulin inhibitor 6,Tucatinib,0.4144201708169713,0.3480347315882246
RPMI-7951,Oleic acid,Temuterkib,0.2451429126658199,0.18781810229558948
RPMI-7951,APTO-253,Volasertib,0.5839594224685334,0.31658530262590795
RPMI-7951,Irinotecan,Minodronic acid,0.44342573845934774,0.42045806360910876
RPMI-7951,Afatinib,Vemurafenib,0.708063769014242,0.5919607690823144
RPMI-7951,Abemaciclib,ERK5-IN-2,0.24241148286655112,0.3198536329870751
RPMI-7951,BI-3406,ETC-206,0.625260281513285,0.512423583780775
RPMI-7951,DT-061,LY2090314,0.3579082133241752,0.3266937815816166
RPMI-7951,BI-78D3,Temuterkib,0.6803444590335148,0.6005968445049156
RPMI-7951,Celecoxib,Ipatasertib,0.28749101509823655,0.2984995329007136
RPMI-7951,PH-797804,Volasertib,0.03799116648439682,0.0728553836671863
RPMI-7951,Bentamapimod,Everolimus,0.6584351541492135,0.5753338090146353
RPMI-7951,LB-100,Ralimetinib dimesylate,0.5459511539849319,0.5256683061483253
RPMI-7951,MK-3903,PH-797804,0.2752655598755866,0.23492180103089572
RPMI-7951,ETC-206,PH-797804,0.26321408520544154,0.17866235231798025
RPMI-7951,Bentamapimod,Regorafenib,0.3302363086917594,0.26445740917426985
RPMI-7951,Anastrozole,olaparib,0.43862148924175465,0.5493825395576044
RPMI-7951,Capivasertib,olaparib,0.45075555916517807,0.304771750423454
RPMI-7951,DT-061,Vemurafenib,0.3866126274447988,0.3748554403728402
RPMI-7951,Abemaciclib,TAK-901,0.2599102891835755,0.31392584464448947
RPMI-7951,Tomivosertib,Vemurafenib,0.19153813398604191,0.22350798686589723
RPMI-7951,Dabrafenib,HI-TOPK-032,0.1050035768674364,0.2640264289702251
RPMI-7951,BAY1125976,Volasertib,0.26127893043217143,0.24407764734640586
RPMI-7951,Bentamapimod,PH-797804,0.08448322693217415,0.10083243175003727
RPMI-7951,AZD-7648,Bentamapimod,0.1878099089974507,0.14227917721512406
RPMI-7951,GSK1059615,MK-3903,0.7225799661490195,0.5735455612986253
RPMI-7951,BI-78D3,XRK3F2,0.6699596997251559,0.6410045289709424
RPMI-7951,Oxaliplatin,Sapanisertib,0.1453552472129741,0.29922460983443805
RPMI-7951,IQ 1,Ipatasertib,0.5052068311607736,0.45556660157647544
RPMI-7951,ERK5-IN-2,Erdafitinib ,0.17875100601039784,0.2527627169555065
RPMI-7951,Everolimus,Tomivosertib,0.7460472036632896,0.6445563967183192
RPMI-7951,AT7519,ETC-206,0.4586023017682514,0.47927852839783247
RPMI-7951,LB-100,olaparib,0.19863185849075993,0.392283802802077
RPMI-7951,AZD-7648,HI-TOPK-032,0.32272373554520173,0.1739442130487024
RPMI-7951,Capivasertib,Sapanisertib,0.0033531066305219973,0.10520535649950014
RPMI-7951,Oleic acid,Oxaliplatin,0.5168361611678022,0.3182610644154226
RPMI-7951,APTO-253,Pemigatinib,0.7165699004287833,0.5476866135331406
RPMI-7951,Erdafitinib ,Ipatasertib,0.1720690969154115,0.2701291937764788
RPMI-7951,Belumosudil (mesylate),ERK5-IN-2,0.14178347045726716,0.2509900585958144
RPMI-7951,Bimiralisib,Minodronic acid,0.03515214216380931,0.16761356061153238
RPMI-7951,MK-3903,Tucatinib,0.17660178596975823,0.30261657159825484
RPMI-7951,BAY1125976,Capivasertib,0.07548260760385798,0.14150159662115025
RPMI-7951,LY2090314,Pemigatinib,0.40864487692195367,0.43292042049451457
RPMI-7951,Celecoxib,Vemurafenib,0.31058696701620625,0.3374196721915244
RPMI-7951,BAY1125976,Sapanisertib,0.9206662790666775,0.8550106406623585
RPMI-7951,Minodronic acid,Ralimetinib dimesylate,0.22866639357068488,0.3982133530538952
RPMI-7951,Ralimetinib dimesylate,Vemurafenib,0.5696330739042428,0.5383157965387296
RPMI-7951,DT-061,Pemigatinib,0.1888344947409132,0.2678317625174141
RPMI-7951,Paclitaxel,Tucatinib,0.47188348135063646,0.5466838898578048
RPMI-7951,Infigratinib,Pemigatinib,0.45598589954130647,0.4216388836362162
RPMI-7951,AZD-7648,Regorafenib,0.6517407054331159,0.5257437180113933
RPMI-7951,AZD-7648,Minodronic acid,0.4490295200477441,0.30511648120468593
RPMI-7951,AZD1390,LB-100,0.5634624899804934,0.4777000177248346
RPMI-7951,Bimiralisib,Vemurafenib,0.5685399791155311,0.5134957604117174
RPMI-7951,APTO-253,MK-3903,0.421430242645124,0.37123770295077196
RPMI-7951,Ralimetinib dimesylate,palbociclib,0.22670540941826248,0.3274994723312216
RPMI-7951,BI-78D3,HI-TOPK-032,0.20012282640404733,0.2818977001329585
RPMI-7951,Everolimus,olaparib,0.3269043063745393,0.5160594440679369
RPMI-7951,AT7519,Pemigatinib,0.4777591715058299,0.4416767433488433
RPMI-7951,AZD1390,Volasertib,0.4426475094056007,0.24249301850727928
RPMI-7951,GSK1059615,Irinotecan,0.4861627756988044,0.47436318351791057
RPMI-7951,9-ING-41,GSK1059615,0.6955229671133112,0.6659839077799876
RPMI-7951,GSK1059615,olaparib,0.23801877752781925,0.32118766690492817
RPMI-7951,AZD1390,Tomivosertib,0.6397486971035283,0.5535774143604317
RPMI-7951,Encorafenib,Gemcitabine,0.2482652436475462,0.43131521345385
RPMI-7951,DT-061,Methylprednisolone succinate,0.5871077488496186,0.38574412773905037
RPMI-7951,GSK1059615,LY2090314,0.10983860248704301,0.295266099640945
RPMI-7951,Pemigatinib,Tomivosertib,0.40332487067051775,0.3358676154835226
RPMI-7951,Capivasertib,PH-797804,0.23298031969451405,0.24287497530267735
RPMI-7951,GSK1059615,Vemurafenib,0.2586665340895947,0.26636457935139113
RPMI-7951,Celecoxib,Everolimus,0.6800901634047473,0.5463160075257616
RPMI-7951,Methylprednisolone succinate,olaparib,0.48454354489286716,0.35913768738525925
RPMI-7951,Gemcitabine,Minodronic acid,0.46514775290875005,0.45836114945050654
RPMI-7951,Anastrozole,Ralimetinib dimesylate,0.41052451362025383,0.3178031607662268
RPMI-7951,HI-TOPK-032,LY2090314,0.21666398486305707,0.25858298140354063
RPMI-7951,Celecoxib,Tubulin inhibitor 6,0.631558541300712,0.37108083368594247
RPMI-7951,AZD-8055,palbociclib,0.07466519880948029,0.1506378194474184
RPMI-7951,AT7519,Belumosudil (mesylate),0.03226334383952001,0.15832414141879955
RPMI-7951,Belumosudil (mesylate),Oxaliplatin,0.4064212347011398,0.44267202154619745
RPMI-7951,Afatinib,RMC-6236,0.4660055875258884,0.5737519552217423
RPMI-7951,Bimiralisib,Everolimus,0.476326124937644,0.4337312117335503
RPMI-7951,BI-78D3,Ralimetinib dimesylate,0.6422815981561246,0.6118092869181747
RPMI-7951,Gemcitabine,HI-TOPK-032,0.5027085438403661,0.48895958887686036
RPMI-7951,LB-100,Volasertib,0.5677343717572869,0.3341995465341824
RPMI-7951,Tucatinib,XRK3F2,0.4310407143731174,0.5039199434682542
RPMI-7951,AZD1390,Capivasertib,0.3325132903742355,0.21490456849481487
RPMI-7951,BAY1125976,Pemigatinib,0.5570941057622093,0.47388566813462407
RPMI-7951,Afatinib,XRK3F2,0.7710609038866303,0.7268822451017514
RPMI-7951,AZD-8055,HI-TOPK-032,0.2732319222477184,0.2280580438342337
RPMI-7951,CP21R7,GSK1059615,0.373296356055924,0.4107252193624996
RPMI-7951,Paclitaxel,Trametinib,0.5365215836449234,0.6025601050680198
RPMI-7951,IQ 1,MK-3903,0.6665163004461991,0.47129555178993154
RPMI-7951,9-ING-41,LY2090314,0.3780594090837474,0.5387475085942987
RPMI-7951,LY2090314,Tucatinib,0.5734173498396761,0.5934937131874202
RPMI-7951,Afatinib,Encorafenib,0.8697363276078843,0.7891431209767241
RPMI-7951,Encorafenib,LB-100,0.2533362172998825,0.40091211214929834
RPMI-7951,APTO-253,AT7519,0.5817376275101079,0.42055461914211656
RPMI-7951,Encorafenib,Tucatinib,0.2648343985778895,0.4437511161701809
RPMI-7951,APTO-253,Everolimus,0.6397044817631059,0.5575908847084163
RPMI-7951,Infigratinib,Trametinib,0.027778580872988835,0.15391575668945626
RPMI-7951,Belumosudil (mesylate),Brivudine,0.3971216858246924,0.3832481990916933
RPMI-7951,BAY1125976,GSK1059615,0.7094662556264596,0.659570185476367
RPMI-7951,AT7519,BAY1125976,0.2833708440699557,0.25111162908334117
RPMI-7951,AT7519,AZD-7648,0.0036082047547252166,0.08505929379978587
RPMI-7951,ERK5-IN-2,Oxaliplatin,0.18798072554241826,0.32890084603725356
RPMI-7951,Capivasertib,Oxaliplatin,0.5802994873683986,0.4030880421606145
RPMI-7951,AT7519,Anastrozole,0.37502123472545035,0.20790707266343827
RPMI-7951,CP21R7,Irinotecan,0.4868702621824797,0.5642016854987647
RPMI-7951,HI-TOPK-032,Sapanisertib,0.14931913209883266,0.18603661341187935
RPMI-7951,Erdafitinib ,Irinotecan,0.39959158627718594,0.43290039408598247
RPMI-7951,Belumosudil (mesylate),XRK3F2,0.27682971332345124,0.36483627620031617
RPMI-7951,Afatinib,NVP-BHG712,0.6030503741831145,0.503130392647218
RPMI-7951,9-ING-41,Regorafenib,0.33873379880031135,0.4442394521221175
RPMI-7951,Minodronic acid,NVP-BHG712,0.41035500924811524,0.4694979767880553
RPMI-7951,IQ 1,Sapanisertib,0.6107959610642061,0.4777730582392637
RPMI-7951,Brivudine,GSK1059615,0.45990382460735524,0.4588174843429292
RPMI-7951,Afatinib,GSK1059615,0.6115484461652314,0.6229464819416674
RPMI-7951,Afatinib,BAY1125976,0.6772794132182534,0.7305880226630019
RPMI-7951,Erdafitinib ,Paclitaxel,0.49865611840216184,0.41738702293926666
RPMI-7951,AZD-7648,RMC-6236,0.4031979528330185,0.46653791880413453
RPMI-7951,ERK5-IN-2,XRK3F2,0.5091950645829828,0.4935347365670138
RPMI-7951,BI-3406,Ipatasertib,0.4025748844532073,0.5014477964616999
RPMI-7951,PH-797804,Sapanisertib,0.20766795568735769,0.1835669424321006
RPMI-7951,Celecoxib,LY2090314,0.4683996898183238,0.44995221627729043
RPMI-7951,9-ING-41,Sapanisertib,0.8076190687800353,0.6905644372305866
RPMI-7951,ERK5-IN-2,Trametinib,0.40344993502516835,0.4112397076692538
RPMI-7951,GSK1059615,Regorafenib,0.37064531512809906,0.38480298233336035
RPMI-7951,Ralimetinib dimesylate,Regorafenib,0.4074653589373137,0.32536937449242304
RPMI-7951,BI-3406,palbociclib,0.4905067505751941,0.37524553692046875
RPMI-7951,Celecoxib,Gemcitabine,0.7175052951516039,0.5099504212539386
RPMI-7951,IQ 1,Regorafenib,0.5426710617305303,0.45907603834415156
RPMI-7951,HI-TOPK-032,Oleic acid,0.3282091730261485,0.2683045372586789
SHP-77,Infigratinib,Lonafarnib,0.2933726497022376,0.2672504906078198
SHP-77,Vemurafenib,XRK3F2,0.9091993191647803,0.8511769470936306
SHP-77,BI-3406,BI-78D3,0.22658016048557608,0.404589115533964
SHP-77,Bentamapimod,Capmatinib,0.15282792658456815,0.2884683258248387
SHP-77,DT-061,NG25,0.48890392458880455,0.4346718012872979
SHP-77,LB-100,Oleic acid,0.6043146067213049,0.5684183498833529
SHP-77,BI-78D3,Minodronic acid,0.35479994330352627,0.41676244931913964
SHP-77,Pimitespib,Pralsetinib,0.35056582206928877,0.3308323010040031
SHP-77,9-ING-41,HI-TOPK-032,0.2820885177840191,0.391828562617823
SHP-77,LY2090314,ULK-101,0.23745764204999603,0.32108098681415687
SHP-77,PH-797804,Regorafenib,0.48118694497989073,0.5233014424898829
SHP-77,Ipatasertib,Tucatinib,0.5009787327868364,0.5111096086063853
SHP-77,Abemaciclib,olaparib,0.5558481097783226,0.5273150748243323
SHP-77,Brivudine,Irinotecan,0.3951926723548552,0.42002339591397553
SHP-77,Celecoxib,Lonafarnib,0.30868078038441255,0.30977878402488207
SHP-77,AZD-8055,LB-100,0.21339918510547073,0.3264342818201983
SHP-77,AZD1390,Infigratinib,0.5510972979710658,0.48879489087980854
SHP-77,DTP3,LJI308,0.34237394812867583,0.31794333492627824
SHP-77,APTO-253,Adagrasib,0.36776862232338375,0.3981888275255886
SHP-77,BAY1125976,TAK-733,-0.11889163197221472,0.0308013015229544
SHP-77,Tomivosertib,XRK3F2,0.24787920357082985,0.3345996026022508
SHP-77,ERK5-IN-2,OTS514,0.24036558905533073,0.22357193341153453
SHP-77,LB-100,vincristine,0.3336632790843486,0.3592727358326677
SHP-77,BAY1125976,Binimetinib,-0.2730150512814163,-0.16086957475998023
SHP-77,Adagrasib,Oleic acid,0.5460109535260593,0.55447652336079
SHP-77,Elimusertib hydrochloride,LJI308,0.3808188593218328,0.5183601379360844
SHP-77,Alpelisib,Erdafitinib ,0.17452658248371306,0.26438639851499113
SHP-77,SBI-0640756,Vemurafenib,0.032258457390436236,0.17717493181004632
SHP-77,AZD-7648,Gemcitabine,0.41549424642650074,0.519095323618832
SHP-77,ETC-206,Oleic acid,0.5991184377365595,0.5816507947412045
SHP-77,Ixazomib,XRK3F2,0.592465973632518,0.5679541550167948
SHP-77,NG25,vincristine,0.048301649825215155,0.04918833011322897
SHP-77,Ipatasertib,Volasertib,0.5602658088046215,0.5309199396236267
SHP-77,Anastrozole,Pemigatinib,0.44083944761502586,0.35008878390902637
SHP-77,AZD-8055,Adagrasib,0.05568877541605496,0.18835298078586296
SHP-77,ERK5-IN-2,Irinotecan,0.3101864768156734,0.48926645675547276
SHP-77,Abemaciclib,BI-3406,0.29790737912890175,0.3062356515206694
SHP-77,DT-061,RMC-6236,0.6366071365048973,0.5726497095126717
SHP-77,BI-3406,RMC-6236,0.867223401030201,0.8377618834605469
SHP-77,DT-061,Oxaliplatin,0.2585025952391264,0.32909395508762446
SHP-77,BI-78D3,Temuterkib,0.7895047026999212,0.701383717710947
SHP-77,APTO-253,Methylprednisolone succinate,0.43705067739556447,0.4886721091025638
SHP-77,Belzutifan,Regorafenib,0.22673022361705208,0.35577151066522544
SHP-77,Encorafenib,Ralimetinib dimesylate,0.6916345029986481,0.6586867956037599
SHP-77,Methylprednisolone succinate,Sapanisertib,0.28567682685924334,0.3276679962577438
SHP-77,Ixazomib,Lapatinib ditosylate,0.46194637545467354,0.5110291902762335
SHP-77,Gemcitabine,vincristine,0.41491963005480115,0.43039624880985095
SHP-77,Belzutifan,Methylprednisolone succinate,0.45566147964578324,0.5052395991884683
SHP-77,9-ING-41,Abemaciclib,0.11174784875005189,0.19277614893486122
SHP-77,Futibatinib,LJI308,0.35796964401778236,0.2631102825339724
SHP-77,Oxaliplatin,Pemigatinib,0.49405828683413155,0.38517794255534266
SHP-77,ERK5-IN-2,Paclitaxel,0.5201325365783054,0.5904241033958313
SHP-77,SBI-0640756,ULK-101,0.2125213833045107,0.20453183833402566
SHP-77,Erdafitinib ,PH-797804,0.5961730030509278,0.479570397959587
SHP-77,Brivudine,MK-3903,0.4380643912871318,0.41951608911719096
SHP-77,Alpelisib,Capmatinib,0.7582379992156238,0.6377017217228197
SHP-77,AZD1390,Irinotecan,0.5215443579319674,0.5228621884632245
SHP-77,BAY1125976,SBI-0640756,0.3992934113113974,0.46709333296068534
SHP-77,MK-3903,Paclitaxel,0.6375687582045774,0.5751767809539055
SHP-77,Alpelisib,Ralimetinib dimesylate,0.3189361321389677,0.39999200344142116
SHP-77,GSK1059615,Tomivosertib,0.28595124744865863,0.2948945654619553
SHP-77,Abemaciclib,OTS514,-0.02027918837449718,0.18104614258646365
SHP-77,Hydroxyfasudil,ML264,0.5420711749514708,0.4863661113542614
SHP-77,HI-TOPK-032,ML264,0.1772135574644107,0.350810289502297
SHP-77,Capmatinib,Tubulin inhibitor 6,0.36178485735637606,0.357699584584811
SHP-77,Capivasertib,ERK5-IN-2,0.23899323548461174,0.41033664222590727
SHP-77,LJI308,MK-8353,0.39816740238951637,0.17952458785148012
SHP-77,LJI308,Pimitespib,0.5183493551955726,0.4847132943818921
SHP-77,Afatinib,Anastrozole,0.290848567433188,0.24520409366070856
SHP-77,LY2090314,PF-06260933,0.21833461484516076,0.22333319095064147
SHP-77,NVP-BHG712,ULK-101,0.3241093107376737,0.39103913581772637
SHP-77,Bimiralisib,Tubulin inhibitor 6,0.30076371530540935,0.32749312393322494
SHP-77,Belzutifan,GSK1059615,0.34561509560680176,0.40498850151459237
SHP-77,Irinotecan,ULK-101,0.5447588699524992,0.4689578054831659
SHP-77,EX229,NVP-BHG712,0.1402652547580458,0.30486707469059154
SHP-77,TAK-901,c-Kit-IN-1,0.7155326114542268,0.7040703113166904
SHP-77,Elimusertib hydrochloride,Methylprednisolone succinate,0.41363338101055325,0.4908238347467948
SHP-77,AZD1390,Everolimus,0.6166381349133812,0.6319358917917486
SHP-77,TAK-733,Trametinib,0.5061735833605573,0.49164305092423843
SHP-77,Bentamapimod,Infigratinib,0.4571751624042711,0.4118399427982098
SHP-77,Methylprednisolone succinate,NVP-BHG712,0.4963636057306605,0.48124088543553983
SHP-77,Lonafarnib,SBI-0640756,0.18923843006240187,0.3144818074970253
SHP-77,Brivudine,Tubulin inhibitor 6,0.29132628093670293,0.22957576349279196
SHP-77,Binimetinib,Ixazomib,0.43912421014800446,0.4194406147044831
SHP-77,AZD1390,Encorafenib,0.14696744518602256,0.08606340843904367
SHP-77,Futibatinib,Hydroxyfasudil,0.33602433002381665,0.27092264780528075
SHP-77,Ixazomib,RMC-6236,0.5453024853028824,0.5462242273416827
SHP-77,Irinotecan,MK-3903,0.5567492275525237,0.560694778631903
SHP-77,LJI308,Pralsetinib,0.4421819934983311,0.4371070206154507
SHP-77,NG25,Oleic acid,0.20930273987203668,0.2666347003366237
SHP-77,APTO-253,AZD-8055,0.06153686530982011,0.19121643832205407
SHP-77,AT7519,Pimitespib,0.401475493160242,0.40242273607503876
SHP-77,GSK1059615,NG25,0.24285566699343294,0.32513009343914484
SHP-77,BI-78D3,Ixazomib,0.3798178896333148,0.43079290165434964
SHP-77,Volasertib,XRK3F2,0.45417126384534834,0.4154322207279346
SHP-77,Bentamapimod,Oxaliplatin,0.3982762373439832,0.4068271224452544
SHP-77,Alpelisib,Belzutifan,0.1935216914842467,0.26034570996214323
SHP-77,Elimusertib hydrochloride,Paclitaxel,0.5944863267253618,0.5789133496631731
SHP-77,AZD-7648,TAK-733,0.46613784931575614,0.5087029225968283
SHP-77,Abemaciclib,Encorafenib,-0.09279177749750211,0.048315127059581305
SHP-77,Alpelisib,Belumosudil (mesylate),0.001161227826014452,0.19684937714755232
SHP-77,9-ING-41,LB-100,0.552869045499023,0.5265697369604689
SHP-77,LY2090314,Lonafarnib,0.35736547277285535,0.2866955339408378
SHP-77,NG25,OTS514,0.13251584782712503,0.19937378484546758
SHP-77,Binimetinib,Tomivosertib,0.2575021819034846,0.23464428306736926
SHP-77,DTP3,Elimusertib hydrochloride,0.2889656562755075,0.22956907922081732
SHP-77,Belzutifan,Irinotecan,0.6314165320358486,0.5813685961711031
SHP-77,Minodronic acid,Trametinib,-0.05021382243085614,0.1415811520638415
SHP-77,Alpelisib,Binimetinib,0.8212114570656629,0.7492562124981408
SHP-77,Pralsetinib,Tubulin inhibitor 6,0.3711337623825759,0.2685357300335883
SHP-77,BI-3406,HI-TOPK-032,0.5036777536723408,0.5044699974697172
SHP-77,Bentamapimod,Ipatasertib,0.7848736984249918,0.7280115174939445
SHP-77,Lapatinib ditosylate,Sapanisertib,0.49902769594764496,0.42028605435872635
SHP-77,PH-797804,Trametinib,0.48859890774698467,0.5682812226109984
SHP-77,Pemigatinib,Tubulin inhibitor 6,0.4960986337511274,0.4870759080363046
SHP-77,Belzutifan,Ipatasertib,0.21098776184944804,0.40800806593322103
SHP-77,AZD-7648,PF-06260933,-0.30406904857497413,-0.08803287888941064
SHP-77,Abemaciclib,Infigratinib,0.4244777999923073,0.3717372947431846
SHP-77,Brivudine,Pimitespib,0.2807259922710658,0.3349366784690899
SHP-77,Belumosudil (mesylate),vincristine,0.4659021729586555,0.514697543802755
SHP-77,Temuterkib,Vemurafenib,0.3310351522835543,0.5001931930603888
SHP-77,Bimiralisib,Ipatasertib,0.45171966014345694,0.46809126572783877
SHP-77,BI-3406,Temuterkib,0.19933852097638077,0.3792865484074208
SHP-77,EX229,LB-100,0.22540375554646017,0.2673353090490353
SHP-77,Brivudine,TAK-733,0.5597333841242373,0.5335939078615656
SHP-77,Abemaciclib,vincristine,0.5185963845520982,0.5513024889408502
SHP-77,ERK5-IN-2,Infigratinib,0.49288552149577924,0.5724755415314395
SHP-77,ERK5-IN-2,Vemurafenib,0.3484498368375179,0.446404067572358
SHP-77,Methylprednisolone succinate,PH-797804,0.4963522361366993,0.49664730770046567
SHP-77,Bentamapimod,Paclitaxel,0.468949158407838,0.5462292267707725
SHP-77,Afatinib,palbociclib,0.7707436778624563,0.6632348462107022
SHP-77,Celecoxib,Regorafenib,0.30231217119954246,0.3954270755080931
SHP-77,BAY1125976,OTS514,0.042077908615398465,0.029031021713154803
SHP-77,OTS514,TAK-901,-0.026067767354811495,0.18545660864065905
SHP-77,Afatinib,Alpelisib,0.7277778983514406,0.6880802749120704
SHP-77,AZD-7648,NVP-BHG712,0.11903610394097844,0.2792607758118072
SHP-77,Capivasertib,Ipatasertib,0.28884037897386006,0.4255084137891376
SHP-77,BAY1125976,Belzutifan,0.2592317593013173,0.37862757781331097
SHP-77,Irinotecan,Volasertib,0.6211363532959784,0.5742226235087217
SHP-77,Encorafenib,Oleic acid,0.1783776611720721,0.24351169577558543
SHP-77,9-ING-41,Encorafenib,0.7040189977008885,0.6731519410615958
SHP-77,Encorafenib,HI-TOPK-032,0.040294414808121674,0.20271580761424202
SHP-77,Minodronic acid,Ralimetinib dimesylate,0.17325504841070158,0.23070111619593603
SHP-77,TAK-733,XRK3F2,0.28692391612628704,0.3657032729616567
SHP-77,Hydroxyfasudil,LY2090314,0.4518552139772582,0.3751517686784722
SHP-77,Anastrozole,ETC-206,0.6002706616926106,0.5748170286331232
SHP-77,BAY1125976,HI-TOPK-032,-0.08531132152880488,0.09604746221738203
SHP-77,APTO-253,PH-797804,0.40188174280892636,0.35155758603549525
SHP-77,AZD-8055,Bimiralisib,0.9142788870452427,0.8499269462099508
SHP-77,GSK1059615,LJI308,0.24499198674143424,0.30218510433044976
SHP-77,Irinotecan,PH-797804,0.5346558602265837,0.5750143601670088
SHP-77,Bimiralisib,Pralsetinib,0.48795933885500975,0.39050309028889085
SHP-77,Abemaciclib,LJI308,0.5383855122074965,0.4274966190862822
SHP-77,AZD-8055,HI-TOPK-032,0.4159655099789625,0.4939240869922279
SHP-77,LB-100,Tubulin inhibitor 6,0.5409679851008302,0.5225954008115528
SHP-77,Methylprednisolone succinate,vincristine,0.39667445491562947,0.4904562512245482
SHP-77,Capmatinib,Trametinib,0.7267336772077582,0.6909129331303843
SHP-77,Minodronic acid,Pralsetinib,0.15356830512345115,0.2720485041667896
SHP-77,BAY1125976,Volasertib,0.33265732232264333,0.3226759429741758
SHP-77,AZD-8055,Ipatasertib,0.3876185012720372,0.41563753676401266
SHP-77,4EGI-1,olaparib,0.40936303148078146,0.5072432256354253
SHP-77,Belumosudil (mesylate),Belzutifan,0.5999730732984528,0.6421505035522965
SHP-77,Belzutifan,Lapatinib ditosylate,0.3191090698434441,0.359424076145626
SHP-77,Hydroxyfasudil,olaparib,0.5524694002669897,0.5328838104959193
SHP-77,Pralsetinib,Trametinib,0.5677923792485751,0.48245893491312897
SHP-77,Brivudine,Dabrafenib,-0.12447412143184491,-0.007002238433891287
SHP-77,Gemcitabine,Vemurafenib,0.40072999241646357,0.5281443629979488
SHP-77,Abemaciclib,Everolimus,0.4844482822044931,0.5382835292565095
SHP-77,4EGI-1,Ralimetinib dimesylate,0.3280196740586848,0.2975612241476257
SHP-77,Ixazomib,Tubulin inhibitor 6,0.37234804353029605,0.4129870417588756
SHP-77,AZD1390,Vemurafenib,0.1399949245986426,0.21103213097440615
SHP-77,NVP-BHG712,Regorafenib,0.3617652771020478,0.49948137060838327
SHP-77,Infigratinib,LY2090314,0.4555884866343345,0.48431414684632973
SHP-77,BAY1125976,MK-8353,0.5617868226841999,0.5802152934348441
SHP-77,AT7519,Abemaciclib,0.49226270447772424,0.4895209107935872
SHP-77,Pemigatinib,c-Kit-IN-1,0.1261518614895761,0.09881419699024355
SHP-77,AZD2858,GSK1059615,0.256785779298735,0.20227045186931508
SHP-77,MK-8353,Tucatinib,0.34543303999405683,0.2657340084009199
SHP-77,APTO-253,Anastrozole,0.48616402231310996,0.530585074106479
SHP-77,Belumosudil (mesylate),NVP-BHG712,0.45475943493708804,0.44568492656159875
SHP-77,Oleic acid,Paclitaxel,0.00940425816856146,0.2158541032623241
SHP-77,Encorafenib,OTS514,0.29562958362910347,0.2548427421280755
SHP-77,Bentamapimod,LB-100,0.5470483313618635,0.5558074751366753
SHP-77,Bimiralisib,ETC-206,0.21822136855513832,0.27954802601598877
SHP-77,Bentamapimod,Ixazomib,0.35606633952399325,0.46994336713998286
SHP-77,Ipatasertib,Trametinib,0.4295186923737534,0.44859439465599615
SHP-77,Everolimus,Vemurafenib,0.47230713811338343,0.4901966896925501
SHP-77,BI-3406,vincristine,0.025752262468204647,0.10341484121491068
SHP-77,ML264,Minodronic acid,0.4474032546792744,0.4804966971360064
SHP-77,EX229,Lonafarnib,0.3060722640756687,0.36686329296028414
SHP-77,Belzutifan,Ralimetinib dimesylate,0.1473464588623741,0.26155241674072816
SHP-77,Adagrasib,Pimitespib,0.41948028389196373,0.4488791704231847
SHP-77,Lonafarnib,Tomivosertib,0.10514566652958215,0.33842097062770293
SHP-77,AZD-8055,Gemcitabine,0.49501820479388325,0.5614112481811073
SHP-77,HI-TOPK-032,Trametinib,0.49309351881449764,0.49087800182430846
SHP-77,AZD-8055,Celecoxib,0.23684795135464376,0.32875069580426286
SHP-77,Paclitaxel,Sapanisertib,0.327828633752904,0.3795757263466151
SHP-77,ERK5-IN-2,Pralsetinib,-0.008464036035565767,0.12074778323809392
SHP-77,AT7519,ML264,0.5856718261963879,0.5667028853735181
SHP-77,MK-3903,Methylprednisolone succinate,0.43002235729654903,0.4787745511306781
SK-MEL-2,Abemaciclib,LJI308,0.35771846488497105,0.4236428006230702
SK-MEL-2,DT-061,LB-100,0.10295385391300327,0.1865239787362037
SK-MEL-2,Methylprednisolone succinate,Pemigatinib,0.5218529409615975,0.45978539982721
SK-MEL-2,Irinotecan,olaparib,0.7769970177196466,0.7115069976592613
SK-MEL-2,Paclitaxel,Ralimetinib dimesylate,0.6089176253878777,0.7106598595602034
SK-MEL-2,DTP3,Pimitespib,0.6337101384220006,0.47698408768641154
