split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,seed,recommendation_mode,structure_reliability_score,preference_conflict,information_condition_mode,true_divergence,true_div_min_cos,true_div_minority_frac,minority_state_coverage_gap,moa_ndcg_gap,minority_state_coverage_dart,moa_ndcg_dart,minority_state_coverage_mean,moa_ndcg_mean
leave_MoA_out,A549,"Temsirolimus (CCI-779, NSC 683864)",PI3K/Akt/mTOR,0.9840425531914894,0,mean_or_no_call,0.392784497097277,0.4706214689265536,observed,1.2305806693860788,-0.2305806693860788,0.265,4.267533014601366e-05,,0.9698518049150572,,0.9698091295849112,
leave_MoA_out,A549,"Tozasertib (VX-680, MK-0457)",Cell Cycle,0.8882978723404256,3,DART_recommended,0.4639803708536338,0.5429378531073447,observed,1.5402632455863348,-0.5402632455863347,0.4,0.0023829186266032254,,0.9896654471456776,,0.9872825285190744,
leave_MoA_out,A549,Trichostatin A (TSA),Others,0.9787234042553192,1,DART_recommended,0.553235921633487,0.6011299435028249,observed,1.1551872928296318,-0.1551872928296318,0.275,-0.12048866293906779,,0.8601940353854974,,0.9806826983245652,
leave_MoA_out,A549,Trichostatin A (TSA),Others,0.9787234042553192,4,DART_recommended,0.7187638080571479,0.6502824858757063,observed,1.107856632496052,-0.107856632496052,0.215,-0.10650428615642571,,0.846105269551185,,0.9526095557076107,
leave_MoA_out,A549,Valproic acid sodium salt (Sodium valproate),Neuronal Signaling,0.9787234042553192,2,DART_recommended,0.5923190396311068,0.6175141242937853,observed,1.7117107859152505,-0.7117107859152504,0.5,0.0007170711720592138,,0.9882281959251792,,0.98751112475312,
leave_MoA_out,A549,Zileuton,Metabolism,0.973404255319149,0,DART_recommended,0.4675478923446544,0.6785310734463277,observed,1.7468589467665288,-0.7468589467665289,0.49,-0.0023254210266847597,,0.9924459965389648,,0.9947714175656496,
leave_MoA_out,K562,Avagacestat (BMS-708163),Proteases,0.9893617021276596,1,DART_recommended,0.4274510640866729,0.5796610169491525,observed,1.681525767846339,-0.6815257678463386,0.3,-8.099449878429255e-05,,0.9912793820099604,,0.9913603765087446,
leave_MoA_out,K562,BMS-911543,JAK/STAT,0.8936170212765957,1,DART_recommended,0.4280416053472919,0.6706214689265537,observed,1.698336936871017,-0.6983369368710169,0.46,-0.0008462912537235967,,0.9896984274182208,,0.9905447186719444,
leave_MoA_out,K562,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),TGF-beta/Smad,0.9840425531914894,1,DART_recommended,0.4944846942217643,0.6898305084745763,observed,1.5716741210097074,-0.5716741210097074,0.395,0.0020262336814595994,,0.973729142024964,,0.9717029083435044,
leave_MoA_out,K562,CEP-33779,JAK/STAT,0.8936170212765957,0,DART_recommended,0.4678270217390562,0.6322033898305085,observed,1.6786015280828908,-0.6786015280828908,0.435,-0.005583976484818565,,0.9685434351189834,,0.974127411603802,
