cell_line,drug,G_oracle_vs_cos,corrected_flip_oracle_vs_cos,reverse_flip_oracle_vs_cos,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_l2,corrected_flip_oracle_vs_l2,reverse_flip_oracle_vs_l2,RR_ref_oracle_vs_l2,RR_pop_oracle_vs_l2,A_sup,A_unsup,G_gap,S_int,S_main,interaction_share,R_int,D_old,norm_r_G1,norm_r_G2M,n_treated_G1,n_treated_G2M,G_pred_average_effect,G_pred_linear_latent,G_pred_nearest_context,G_pred_nearest_context_cells,G_pred_ot_map,H,H_l2,log_S_int
A-172,Hydroxyfasudil,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.795,0.6133333333333333,0.1816666666666667,0.0002061382181838,0.0008431509137153,0.196455116056314,0.2494184549228754,0.2455418362377481,1.6238455772399902,1.4859861135482788,356,227,0.0,0.0,-0.3,0.0,-0.15000000000000005,0.0,0.0,-3.6858414822256313
A-172,IQ 1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8283333333333334,0.5083333333333333,0.32,0.0001235603426013,0.0006983709676812,0.1503292806291963,0.1819643699235653,0.2288381697245751,1.357221603393555,1.481086254119873,548,251,0.0,0.1,-0.5293253968253968,-0.45608003108003115,0.23259803921568628,0.0,0.0,-3.908120896181142
A-172,Infigratinib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8566666666666667,0.63,0.2266666666666666,0.0003996606735098,0.001090314777361,0.2682330593274321,0.445530135221756,0.2430437974541098,1.6239495277404783,1.846320629119873,1249,468,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,-3.3983085840840452
A-172,Ipatasertib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8766666666666667,0.6,0.2766666666666667,0.0003154058811358,0.0012791248452332,0.1978048311769107,0.3946491590632198,0.1878939120573768,1.7883594036102295,1.899742603302002,1604,813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5011302129696635
A-172,Irinotecan,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.78,0.5733333333333334,0.2066666666666666,0.0004670665444185,0.0008011897249768,0.3682745795857254,0.5037071744417666,0.3042266838644281,1.2760714292526243,1.7683660984039309,1156,883,0.0,0.0,-0.5766666666666668,0.0,0.0,0.0,0.0,-3.330621239744528
A-172,Ixazomib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9616666666666668,0.9066666666666666,0.055,0.0007581504113558,0.0032548710496889,0.1889225907998135,0.5480707022502651,0.1412719709401431,3.0772597789764404,2.6683387756347656,420,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1202446250518094
A-172,LB-100,0.1,0.2,0.0,0.8,0.9,0.0,0.0,0.0,0.9,0.9,0.7,0.5366666666666666,0.1633333333333333,7.716018719495169e-05,0.000278972601518,0.2166612837694548,0.1386579190604416,0.3848726150265112,0.8846697807312012,1.0773191452026367,674,371,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.09999999999999998,-4.112606727404048
A-172,LJI308,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8333333333333334,0.6616666666666666,0.1716666666666667,0.0003835128956577,0.0011133465812438,0.2562116895913524,0.4377750627466873,0.2348567483080231,1.7165937423706057,1.7938907146453855,603,310,0.0,0.0,-0.5777777777777778,-0.6599999999999999,-0.1,0.0,0.0,-3.416220028276096
A-172,LY-2584702 (tosylate salt),0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8366666666666667,0.6383333333333333,0.1983333333333333,0.0001597780850715,0.0010019442790912,0.1375355162304511,0.1607042218701798,0.2278446526491643,1.7786128520965576,1.620300054550171,154,177,0.2,0.3,-0.5333333333333334,-0.5,0.5,0.0,0.0,-3.796482788133382
A-172,LY2090314,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.76,0.5716666666666667,0.1883333333333333,6.858713976624938e-05,0.0003696137237259,0.1565198644741531,0.1213090579439367,0.3162988258682585,1.0522584915161133,1.113393783569336,770,622,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-4.163757307793728
