subpop_variance_ratio,split_half_stability,response_diversity,isotropy_index,n_cells,pair,drug,seed,source,predictor,synth,score_disagreement
0.03246457687363414,0.9844899773597717,0.13443330573384704,0.979465912635233,200,K562+A549,AICAR (Acadesine),1,real_single,real_single,real,
0.15007595442131053,0.9713071167469025,0.263947182259046,0.7948874749061504,200,K562+A549,AICAR (Acadesine),1,predicted,average_effect,cells,0.5
0.15007586280124807,0.9715163111686707,0.264453950052737,0.7948874956372224,200,K562+A549,AICAR (Acadesine),1,predicted,nearest_neighbor,cells,0.5
0.4836628046970734,0.9936805903911591,0.6240946303654582,0.6141158261645918,200,K562+A549,AICAR (Acadesine),1,predicted,scgen,cells,1.0
0.008948398833505757,0.97868572473526,0.05750956170464583,0.9979524686789797,200,K562+A549,AICAR (Acadesine),1,predicted,average_effect,gaussian,0.5
0.008905238792635814,0.9788206875324249,0.057758162599590546,0.9979530058008863,200,K562+A549,AICAR (Acadesine),1,predicted,nearest_neighbor,gaussian,1.0
0.008434231372632467,0.9825777471065521,0.051208563918244465,0.9981046106620722,200,K562+A549,AICAR (Acadesine),1,predicted,scgen,gaussian,1.0
0.1453538471836429,0.9664858222007752,0.25640420968157696,0.8007900215177151,200,K562+A549,AICAR (Acadesine),2,real_blend,real_blend,real,0.5
0.03246457687363414,0.9853932321071625,0.14054199927752664,0.979465912635233,200,K562+A549,AICAR (Acadesine),2,real_single,real_single,real,
0.14201314819526262,0.9654419898986817,0.23734766099772442,0.8089565985318727,200,K562+A549,AICAR (Acadesine),2,predicted,average_effect,cells,0.5
0.14201314819526262,0.9657148122787476,0.2376812287322827,0.8089566251754364,200,K562+A549,AICAR (Acadesine),2,predicted,nearest_neighbor,cells,0.5
0.4729114879466369,0.9912295162677764,0.611517337184511,0.6323489758430927,200,K562+A549,AICAR (Acadesine),2,predicted,scgen,cells,-0.5
0.009127450727192775,0.9790347218513489,0.06210703957193342,0.9974243467560365,200,K562+A549,AICAR (Acadesine),2,predicted,average_effect,gaussian,0.5
0.009127234838806201,0.9792094647884368,0.06187950880139337,0.9974245323848087,200,K562+A549,AICAR (Acadesine),2,predicted,nearest_neighbor,gaussian,1.0
0.00815287456204689,0.9828802347183228,0.054329074618549855,0.9977902119478143,200,K562+A549,AICAR (Acadesine),2,predicted,scgen,gaussian,1.0
