file,row,column,arm_v,arm_u,delta,rel,max_abs_cell_delta,sign_flips,n,keyed
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,n_a,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,n_b,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,eff_a,1.033642292022705,1.033642292022705,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,eff_b,0.8229195475578308,0.8229195475578308,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,cross_cos,-0.082878291606903,-0.082878291606903,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,rel_a,0.1713263623416424,0.1713263623416424,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Filgotinib (GLPG0634) | K562+A549,rel_b,0.1993886470794677,0.1993886470794677,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,n_a,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,n_b,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,eff_a,1.0467939376831057,1.0467939376831057,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,eff_b,0.9096761345863342,0.9096761345863342,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,cross_cos,-0.0625716596841812,-0.0625716596841812,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,rel_a,0.2017882838845253,0.2017882838845253,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,PJ34 | K562+A549,rel_b,0.2936022371053696,0.2936022371053696,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,n_a,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,n_b,480.0,480.0,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,eff_a,1.057702660560608,1.057702660560608,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,eff_b,0.7558352947235107,0.7558352947235107,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,cross_cos,-0.0546169988811016,-0.0546169988811016,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,rel_a,0.2087285131216049,0.2087285131216049,0.0,0.0,0.0,0,1,True
exp03_crossline_semireal/crossline_divergence.csv,Veliparib (ABT-888) | K562+A549,rel_b,0.1611667171120643,0.1611667171120643,0.0,0.0,0.0,0,1,True
