cell_line,drug,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_cos
SW1417,ETC-206,0.5722222222222222,0.74,0.1677777777777777
SW1417,EX229,1.0,1.0,0.0
SW1417,Elimusertib hydrochloride,1.0,1.0,0.0
SW1417,Encorafenib,1.0,1.0,0.0
SW1417,Erdafitinib ,1.0,1.0,0.0
SW1417,Everolimus,0.75,1.0,0.25
SW1417,Futibatinib,1.0,1.0,0.0
SW1417,GSK1059615,1.0,1.0,0.0
SW1417,Gemcitabine,0.9,0.9,0.0
SW1417,HI-TOPK-032,1.0,1.0,0.0
SW1417,Hydroxyfasudil,0.75,1.0,0.25
SW1417,IQ 1,0.9,1.0,0.1
SW1417,Infigratinib,1.0,1.0,0.0
SW1417,Ipatasertib,1.0,1.0,0.0
SW1417,Irinotecan,1.0,1.0,0.0
SW1417,Ixazomib,1.0,1.0,0.0
SW1417,LB-100,0.5,0.75,0.25
SW1417,LJI308,0.7086956521739131,0.75,0.0413043478260869
SW1417,LY-2584702 (tosylate salt),1.0,1.0,0.0
SW1417,LY2090314,1.0,1.0,0.0
SW1417,Lapatinib ditosylate,0.6916666666666667,1.0,0.3083333333333333
SW1417,Lonafarnib,1.0,1.0,0.0
SW1417,MK-3903,0.8,0.8,0.0
SW1417,MK-8353,0.8,0.9,0.1
SW1417,ML264,0.825,0.8333333333333333,0.0083333333333333
SW1417,Methylprednisolone succinate,0.825,0.8333333333333334,0.0083333333333333
SW1417,Minodronic acid,1.0,1.0,0.0
SW1417,NG25,1.0,1.0,0.0
SW1417,NVP-BHG712,0.8666666666666666,0.9,0.0333333333333333
SW1417,OTS514,1.0,1.0,0.0
SW1417,Oleic acid,1.0,0.9,-0.1
SW1417,Oxaliplatin,0.8666666666666666,0.9,0.0333333333333333
SW1417,PF-06260933,1.0,1.0,0.0
SW1417,PH-797804,1.0,1.0,0.0
SW1417,Paclitaxel,1.0,1.0,0.0
SW1417,Pemigatinib,1.0,1.0,0.0
SW1417,Pimitespib,0.6916666666666667,0.74,0.0483333333333333
SW1417,Pralsetinib,1.0,1.0,0.0
SW1417,RMC-6236,1.0,1.0,0.0
SW1417,Ralimetinib dimesylate,0.9,0.8,-0.1
SW1417,Regorafenib,1.0,1.0,0.0
SW1417,SBI-0640756,1.0,1.0,0.0
SW1417,Sapanisertib,1.0,1.0,0.0
SW1417,Sonidegib,0.9,0.9,0.0
SW1417,TAK-733,1.0,1.0,0.0
SW1417,TAK-901,1.0,1.0,0.0
SW1417,Temuterkib,1.0,1.0,0.0
SW1417,Tomivosertib,1.0,1.0,0.0
SW1417,Torkinib,1.0,0.9,-0.1
SW1417,Trametinib,1.0,1.0,0.0
SW1417,Tubulin inhibitor 6,1.0,1.0,0.0
SW1417,Tucatinib,0.9,1.0,0.1
SW1417,ULK-101,0.7666666666666666,0.8,0.0333333333333333
SW1417,Vemurafenib,0.6166666666666667,1.0,0.3833333333333333
SW1417,Volasertib,0.8400000000000001,1.0,0.16
SW1417,XRK3F2,0.85,1.0,0.15
SW1417,c-Kit-IN-1,1.0,1.0,0.0
SW1417,olaparib,1.0,1.0,0.0
SW1417,palbociclib,1.0,1.0,0.0
SW1417,venetoclax,1.0,1.0,0.0
SW1417,vincristine,1.0,1.0,0.0
SW48,4EGI-1,1.0,1.0,0.0
SW48,9-ING-41,0.7666666666666666,1.0,0.2333333333333333
SW48,APTO-253,0.6666666666666666,0.9,0.2333333333333333
SW48,AT7519,1.0,1.0,0.0
SW48,AZD-7648,1.0,1.0,0.0
SW48,AZD-8055,1.0,1.0,0.0
SW48,AZD1390,1.0,1.0,0.0
SW48,AZD2858,0.6785714285714286,0.75,0.0714285714285714
SW48,Abemaciclib,1.0,1.0,0.0
SW48,Adagrasib,0.9,0.9,0.0
SW48,Afatinib,1.0,1.0,0.0
SW48,Alpelisib,0.8222222222222222,0.9,0.0777777777777777
SW48,Anastrozole,0.8666666666666666,1.0,0.1333333333333333
SW48,BAY1125976,1.0,1.0,0.0
SW48,BI-3406,0.9,1.0,0.1
SW48,BI-78D3,0.575,0.8666666666666666,0.2916666666666666
SW48,Belumosudil (mesylate),1.0,1.0,0.0
SW48,Belzutifan,1.0,1.0,0.0
SW48,Bentamapimod,1.0,1.0,0.0
SW48,Bimiralisib,1.0,1.0,0.0
SW48,Binimetinib,1.0,1.0,0.0
SW48,Brivudine,1.0,1.0,0.0
SW48,CP21R7,0.5166666666666667,1.0,0.4833333333333334
SW48,Capivasertib,0.9,0.8,-0.1
SW48,Capmatinib,1.0,1.0,0.0
SW48,Celecoxib,0.575,0.8285714285714285,0.2535714285714285
SW48,DT-061,0.9,1.0,0.1
SW48,DTP3,1.0,1.0,0.0
SW48,Dabrafenib,1.0,1.0,0.0
SW48,ERK5-IN-2,1.0,1.0,0.0
SW48,ETC-206,0.7666666666666666,1.0,0.2333333333333333
SW48,EX229,1.0,1.0,0.0
SW48,Elimusertib hydrochloride,1.0,1.0,0.0
SW48,Encorafenib,1.0,1.0,0.0
SW48,Erdafitinib ,1.0,1.0,0.0
SW48,Everolimus,1.0,1.0,0.0
SW48,Futibatinib,1.0,1.0,0.0
SW48,GSK1059615,1.0,1.0,0.0
SW48,Gemcitabine,1.0,1.0,0.0
SW48,HI-TOPK-032,1.0,1.0,0.0
SW48,Hydroxyfasudil,0.9,0.9,0.0
SW48,IQ 1,1.0,1.0,0.0
SW48,Infigratinib,1.0,1.0,0.0
SW48,Ipatasertib,1.0,1.0,0.0
SW48,Irinotecan,1.0,1.0,0.0
SW48,Ixazomib,1.0,1.0,0.0
SW48,LB-100,0.5833333333333333,0.9,0.3166666666666667
SW48,LJI308,0.9,0.9,0.0
SW48,LY2090314,1.0,1.0,0.0
SW48,Lapatinib ditosylate,1.0,0.9,-0.1
SW48,MK-3903,1.0,1.0,0.0
SW48,MK-8353,0.7666666666666666,0.75,-0.0166666666666666
SW48,ML264,1.0,1.0,0.0
SW48,Methylprednisolone succinate,1.0,1.0,0.0
SW48,Minodronic acid,1.0,1.0,0.0
SW48,NG25,1.0,1.0,0.0
SW48,NVP-BHG712,0.9,1.0,0.1
SW48,OTS514,0.8,1.0,0.2
SW48,Oleic acid,0.9,1.0,0.1
SW48,Oxaliplatin,1.0,1.0,0.0
SW48,PF-06260933,1.0,1.0,0.0
SW48,PH-797804,1.0,1.0,0.0
SW48,Paclitaxel,1.0,1.0,0.0
SW48,Pemigatinib,0.8400000000000001,1.0,0.16
SW48,Pimitespib,0.6833333333333333,0.8,0.1166666666666666
SW48,Pralsetinib,1.0,1.0,0.0
SW48,RMC-6236,1.0,1.0,0.0
SW48,Ralimetinib dimesylate,0.9,0.9,0.0
SW48,Regorafenib,1.0,1.0,0.0
SW48,SBI-0640756,1.0,1.0,0.0
SW48,Sapanisertib,1.0,1.0,0.0
SW48,Sonidegib,0.5785714285714285,0.8666666666666666,0.288095238095238
SW48,TAK-733,1.0,1.0,0.0
SW48,TAK-901,1.0,1.0,0.0
SW48,Temuterkib,1.0,1.0,0.0
SW48,Tomivosertib,1.0,1.0,0.0
SW48,Torkinib,1.0,1.0,0.0
SW48,Trametinib,1.0,1.0,0.0
SW48,Tubulin inhibitor 6,1.0,1.0,0.0
SW48,Tucatinib,1.0,1.0,0.0
SW48,ULK-101,1.0,1.0,0.0
SW48,Vemurafenib,0.8,1.0,0.2
SW48,Volasertib,0.9,1.0,0.1
SW48,XRK3F2,1.0,1.0,0.0
SW48,c-Kit-IN-1,1.0,1.0,0.0
SW48,olaparib,1.0,1.0,0.0
SW48,palbociclib,1.0,1.0,0.0
SW48,venetoclax,1.0,1.0,0.0
SW48,vincristine,1.0,1.0,0.0
SW480,4EGI-1,1.0,1.0,0.0
SW480,9-ING-41,0.6,1.0,0.4
SW480,APTO-253,0.9,1.0,0.1
SW480,AT7519,0.334885290148448,0.9,0.565114709851552
SW480,AZD-7648,1.0,1.0,0.0
SW480,AZD-8055,0.6,0.8666666666666666,0.2666666666666666
SW480,AZD1390,1.0,1.0,0.0
SW480,AZD2858,0.825,0.8400000000000001,0.0149999999999999
SW480,Abemaciclib,1.0,1.0,0.0
SW480,Adagrasib,0.5916666666666666,0.8222222222222222,0.2305555555555555
SW480,Afatinib,1.0,1.0,0.0
SW480,Alpelisib,1.0,1.0,0.0
SW480,Anastrozole,0.8666666666666666,1.0,0.1333333333333333
SW480,BAY1125976,1.0,1.0,0.0
SW480,BI-3406,0.9,1.0,0.1
SW480,BI-78D3,0.4966666666666667,0.8666666666666666,0.37
SW480,Belumosudil (mesylate),1.0,1.0,0.0
SW480,Belzutifan,1.0,1.0,0.0
SW480,Bentamapimod,1.0,1.0,0.0
SW480,Bimiralisib,1.0,0.9,-0.1
SW480,Binimetinib,0.9,1.0,0.1
SW480,Bortezomib,1.0,1.0,0.0
SW480,Brivudine,1.0,1.0,0.0
SW480,CP21R7,0.5666666666666667,0.7666666666666666,0.2
SW480,Capivasertib,0.3472222222222222,0.6833333333333333,0.3361111111111111
SW480,Capmatinib,0.74,1.0,0.26
SW480,Celecoxib,0.4791666666666666,0.8333333333333333,0.3541666666666667
SW480,DT-061,0.7166666666666666,1.0,0.2833333333333333
SW480,DTP3,0.7,1.0,0.3
SW480,Dabrafenib,1.0,1.0,0.0
SW480,ERK5-IN-2,1.0,1.0,0.0
SW480,ETC-206,0.575,0.7666666666666666,0.1916666666666666
SW480,EX229,1.0,1.0,0.0
SW480,Elimusertib hydrochloride,0.9,1.0,0.1
SW480,Encorafenib,1.0,1.0,0.0
SW480,Erdafitinib ,0.8333333333333333,1.0,0.1666666666666666
SW480,Everolimus,0.7142857142857142,0.9,0.1857142857142857
SW480,Futibatinib,0.9,1.0,0.1
SW480,GSK1059615,1.0,1.0,0.0
SW480,Gemcitabine,1.0,1.0,0.0
SW480,HI-TOPK-032,1.0,1.0,0.0
SW480,Hydroxyfasudil,0.49,1.0,0.51
SW480,IQ 1,1.0,1.0,0.0
SW480,Infigratinib,1.0,1.0,0.0
SW480,Ipatasertib,1.0,0.8666666666666666,-0.1333333333333333
SW480,Irinotecan,1.0,1.0,0.0
SW480,Ixazomib,1.0,1.0,0.0
SW480,LB-100,0.1753246753246753,0.3277777777777778,0.1524531024531024
SW480,LJI308,0.4789044289044288,0.5215909090909091,0.0426864801864802
SW480,LY-2584702 (tosylate salt),1.0,1.0,0.0
SW480,LY2090314,1.0,0.6733333333333332,-0.3266666666666666
SW480,Lapatinib ditosylate,0.5117647058823529,0.6333333333333333,0.1215686274509803
SW480,Lonafarnib,1.0,1.0,0.0
SW480,MK-3903,1.0,1.0,0.0
SW480,MK-8353,0.6666666666666666,0.7666666666666666,0.1
SW480,ML264,0.8,1.0,0.2
SW480,Methylprednisolone succinate,1.0,1.0,0.0
SW480,Minodronic acid,0.85,0.8,-0.05
SW480,NG25,1.0,1.0,0.0
SW480,NVP-BHG712,0.64,0.8666666666666666,0.2266666666666666
SW480,OTS514,1.0,1.0,0.0
SW480,Oleic acid,1.0,0.9,-0.1
SW480,Oxaliplatin,0.6066666666666667,0.9,0.2933333333333333
SW480,PF-06260933,1.0,1.0,0.0
SW480,PH-797804,1.0,1.0,0.0
SW480,Paclitaxel,1.0,1.0,0.0
SW480,Pemigatinib,0.625,0.9,0.275
SW480,Pimitespib,0.6833333333333333,0.6820512820512821,-0.0012820512820512
SW480,Pralsetinib,1.0,1.0,0.0
SW480,RMC-6236,1.0,1.0,0.0
SW480,Ralimetinib dimesylate,0.6333333333333333,1.0,0.3666666666666667
SW480,Regorafenib,0.6900000000000001,1.0,0.31
SW480,SBI-0640756,1.0,1.0,0.0
SW480,Sapanisertib,1.0,1.0,0.0
SW480,Sonidegib,1.0,1.0,0.0
SW480,TAK-733,1.0,1.0,0.0
SW480,TAK-901,1.0,1.0,0.0
SW480,Temuterkib,0.9,1.0,0.1
SW480,Tomivosertib,1.0,1.0,0.0
SW480,Torkinib,0.9,1.0,0.1
SW480,Trametinib,1.0,1.0,0.0
SW480,Tubulin inhibitor 6,0.8,0.9,0.1
SW480,Tucatinib,0.5285714285714286,0.5733333333333334,0.0447619047619047
SW480,ULK-101,0.6422222222222222,1.0,0.3577777777777777
SW480,Vemurafenib,0.9,1.0,0.1
SW480,Volasertib,0.7666666666666666,0.680952380952381,-0.0857142857142857
SW480,XRK3F2,0.9,1.0,0.1
SW480,c-Kit-IN-1,1.0,1.0,0.0
SW480,olaparib,1.0,1.0,0.0
SW480,palbociclib,1.0,1.0,0.0
SW480,venetoclax,1.0,1.0,0.0
SW480,vincristine,1.0,1.0,0.0
hTERT-HPNE,4EGI-1,1.0,1.0,0.0
hTERT-HPNE,9-ING-41,1.0,1.0,0.0
hTERT-HPNE,APTO-253,1.0,1.0,0.0
hTERT-HPNE,AT7519,0.6952380952380952,0.85,0.1547619047619048
hTERT-HPNE,AZD-7648,1.0,1.0,0.0
hTERT-HPNE,AZD-8055,1.0,1.0,0.0
hTERT-HPNE,AZD1390,1.0,0.8666666666666666,-0.1333333333333333
hTERT-HPNE,AZD2858,0.9,1.0,0.1
hTERT-HPNE,Abemaciclib,1.0,1.0,0.0
hTERT-HPNE,Adagrasib,0.8095238095238095,0.8666666666666666,0.0571428571428571
hTERT-HPNE,Afatinib,1.0,1.0,0.0
hTERT-HPNE,Alpelisib,1.0,1.0,0.0
hTERT-HPNE,Anastrozole,0.8666666666666666,0.8400000000000001,-0.0266666666666666
hTERT-HPNE,BAY1125976,1.0,1.0,0.0
hTERT-HPNE,BI-3406,1.0,1.0,0.0
hTERT-HPNE,BI-78D3,1.0,1.0,0.0
hTERT-HPNE,Belumosudil (mesylate),1.0,1.0,0.0
hTERT-HPNE,Belzutifan,1.0,1.0,0.0
hTERT-HPNE,Bentamapimod,1.0,0.8,-0.2
hTERT-HPNE,Bimiralisib,1.0,1.0,0.0
hTERT-HPNE,Binimetinib,1.0,1.0,0.0
hTERT-HPNE,Bortezomib,1.0,1.0,0.0
hTERT-HPNE,Brivudine,1.0,1.0,0.0
hTERT-HPNE,CP21R7,0.8333333333333333,0.8,-0.0333333333333333
hTERT-HPNE,Capivasertib,1.0,0.9,-0.1
hTERT-HPNE,Capmatinib,1.0,1.0,0.0
hTERT-HPNE,Celecoxib,0.6866666666666668,0.9,0.2133333333333333
hTERT-HPNE,DT-061,1.0,1.0,0.0
hTERT-HPNE,DTP3,0.9,1.0,0.1
hTERT-HPNE,Dabrafenib,1.0,1.0,0.0
hTERT-HPNE,ERK5-IN-2,1.0,1.0,0.0
hTERT-HPNE,ETC-206,0.4452380952380952,0.6392857142857142,0.194047619047619
hTERT-HPNE,EX229,1.0,1.0,0.0
hTERT-HPNE,Elimusertib hydrochloride,1.0,1.0,0.0
hTERT-HPNE,Encorafenib,1.0,1.0,0.0
hTERT-HPNE,Erdafitinib ,1.0,1.0,0.0
hTERT-HPNE,Everolimus,0.8666666666666666,1.0,0.1333333333333333
hTERT-HPNE,Futibatinib,1.0,1.0,0.0
hTERT-HPNE,GSK1059615,1.0,1.0,0.0
hTERT-HPNE,Gemcitabine,0.9,0.85,-0.05
hTERT-HPNE,HI-TOPK-032,1.0,1.0,0.0
hTERT-HPNE,Hydroxyfasudil,0.85,1.0,0.15
hTERT-HPNE,IQ 1,1.0,1.0,0.0
hTERT-HPNE,Infigratinib,1.0,1.0,0.0
hTERT-HPNE,Ipatasertib,1.0,1.0,0.0
hTERT-HPNE,Irinotecan,1.0,1.0,0.0
hTERT-HPNE,Ixazomib,1.0,1.0,0.0
hTERT-HPNE,LB-100,1.0,1.0,0.0
hTERT-HPNE,LJI308,1.0,1.0,0.0
hTERT-HPNE,LY2090314,1.0,1.0,0.0
hTERT-HPNE,Lapatinib ditosylate,1.0,1.0,0.0
hTERT-HPNE,MK-3903,1.0,1.0,0.0
hTERT-HPNE,MK-8353,0.9,1.0,0.1
hTERT-HPNE,ML264,1.0,1.0,0.0
hTERT-HPNE,Methylprednisolone succinate,1.0,1.0,0.0
hTERT-HPNE,Minodronic acid,0.9,1.0,0.1
hTERT-HPNE,NG25,1.0,1.0,0.0
hTERT-HPNE,NVP-BHG712,1.0,1.0,0.0
hTERT-HPNE,OTS514,1.0,1.0,0.0
hTERT-HPNE,Oleic acid,0.8,1.0,0.2
hTERT-HPNE,Oxaliplatin,1.0,1.0,0.0
hTERT-HPNE,PF-06260933,1.0,1.0,0.0
hTERT-HPNE,PH-797804,1.0,1.0,0.0
hTERT-HPNE,Paclitaxel,1.0,1.0,0.0
hTERT-HPNE,Pemigatinib,1.0,1.0,0.0
hTERT-HPNE,Pimitespib,0.9,1.0,0.1
hTERT-HPNE,Pralsetinib,1.0,1.0,0.0
hTERT-HPNE,RMC-6236,1.0,1.0,0.0
hTERT-HPNE,Ralimetinib dimesylate,0.8,1.0,0.2
hTERT-HPNE,Regorafenib,1.0,1.0,0.0
hTERT-HPNE,SBI-0640756,1.0,1.0,0.0
hTERT-HPNE,Sapanisertib,1.0,1.0,0.0
hTERT-HPNE,Sonidegib,1.0,1.0,0.0
hTERT-HPNE,TAK-733,1.0,1.0,0.0
hTERT-HPNE,TAK-901,1.0,1.0,0.0
hTERT-HPNE,Temuterkib,0.9,1.0,0.1
hTERT-HPNE,Tomivosertib,1.0,1.0,0.0
hTERT-HPNE,Torkinib,0.9,0.9,0.0
hTERT-HPNE,Trametinib,1.0,1.0,0.0
hTERT-HPNE,Tubulin inhibitor 6,1.0,1.0,0.0
hTERT-HPNE,Tucatinib,0.9,0.8666666666666666,-0.0333333333333333
hTERT-HPNE,ULK-101,1.0,1.0,0.0
hTERT-HPNE,Vemurafenib,1.0,1.0,0.0
hTERT-HPNE,Volasertib,0.85,0.8666666666666666,0.0166666666666666
hTERT-HPNE,XRK3F2,1.0,1.0,0.0
hTERT-HPNE,c-Kit-IN-1,1.0,1.0,0.0
hTERT-HPNE,olaparib,1.0,1.0,0.0
hTERT-HPNE,palbociclib,1.0,1.0,0.0
hTERT-HPNE,venetoclax,1.0,1.0,0.0
hTERT-HPNE,vincristine,1.0,1.0,0.0
