cell_line,drug,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_cos
H4,vincristine,1.0,1.0,0.0
HCT15,4EGI-1,1.0,1.0,0.0
HCT15,9-ING-41,0.75,0.9,0.15
HCT15,APTO-253,0.9,1.0,0.1
HCT15,AT7519,1.0,1.0,0.0
HCT15,AZD-7648,1.0,1.0,0.0
HCT15,AZD-8055,0.5,1.0,0.5
HCT15,AZD1390,1.0,1.0,0.0
HCT15,AZD2858,0.1321658986175115,0.2846464646464646,0.1524805660289531
HCT15,Abemaciclib,1.0,1.0,0.0
HCT15,Adagrasib,0.64,0.8,0.16
HCT15,Afatinib,1.0,1.0,0.0
HCT15,Anastrozole,0.7117647058823529,0.6952380952380952,-0.0165266106442577
HCT15,BAY1125976,1.0,1.0,0.0
HCT15,BI-3406,0.5,1.0,0.5
HCT15,BI-78D3,0.8,1.0,0.2
HCT15,Belumosudil (mesylate),1.0,1.0,0.0
HCT15,Bentamapimod,0.8666666666666666,0.8285714285714285,-0.0380952380952381
HCT15,Bimiralisib,1.0,1.0,0.0
HCT15,Binimetinib,0.8,1.0,0.2
HCT15,Bortezomib,1.0,1.0,0.0
HCT15,Brivudine,1.0,1.0,0.0
HCT15,CP21R7,1.0,1.0,0.0
HCT15,Capivasertib,0.6166666666666666,0.6166666666666666,0.0
HCT15,Capmatinib,0.8666666666666666,0.9,0.0333333333333333
HCT15,Celecoxib,0.2543290043290043,0.5333333333333333,0.279004329004329
HCT15,DT-061,1.0,0.8400000000000001,-0.16
HCT15,DTP3,1.0,1.0,0.0
HCT15,Dabrafenib,0.8,1.0,0.2
HCT15,ERK5-IN-2,1.0,1.0,0.0
HCT15,ETC-206,0.74,0.8666666666666666,0.1266666666666666
HCT15,EX229,1.0,1.0,0.0
HCT15,Elimusertib hydrochloride,1.0,1.0,0.0
HCT15,Encorafenib,1.0,1.0,0.0
HCT15,Erdafitinib ,0.9,1.0,0.1
HCT15,Everolimus,0.533976833976834,0.8400000000000001,0.306023166023166
HCT15,Futibatinib,1.0,0.9,-0.1
HCT15,GSK1059615,1.0,1.0,0.0
HCT15,Gemcitabine,0.7142857142857142,0.7153846153846153,0.001098901098901
HCT15,HI-TOPK-032,1.0,1.0,0.0
HCT15,Hydroxyfasudil,0.6066666666666667,0.5166666666666666,-0.09
HCT15,IQ 1,0.39,1.0,0.61
HCT15,Infigratinib,1.0,1.0,0.0
HCT15,Ipatasertib,0.9,1.0,0.1
HCT15,Irinotecan,1.0,1.0,0.0
HCT15,Ixazomib,1.0,1.0,0.0
HCT15,LB-100,0.545,0.5,-0.045
HCT15,LJI308,0.5583333333333333,0.7222222222222222,0.1638888888888889
HCT15,LY2090314,0.5666666666666667,0.5166666666666667,-0.0499999999999999
HCT15,Lapatinib ditosylate,0.8,1.0,0.2
HCT15,Lonafarnib,1.0,1.0,0.0
HCT15,MK-3903,0.8666666666666666,1.0,0.1333333333333333
HCT15,MK-8353,0.6153846153846154,0.6766666666666666,0.0612820512820512
HCT15,ML264,0.9,1.0,0.1
HCT15,Methylprednisolone succinate,0.7333333333333333,0.9,0.1666666666666666
HCT15,Minodronic acid,0.8,0.9,0.1
HCT15,NG25,1.0,1.0,0.0
HCT15,NVP-BHG712,0.8666666666666666,0.9,0.0333333333333333
HCT15,Oleic acid,0.9,0.85,-0.05
HCT15,Oxaliplatin,1.0,0.9,-0.1
HCT15,PF-06260933,1.0,1.0,0.0
HCT15,PH-797804,1.0,1.0,0.0
HCT15,Paclitaxel,1.0,1.0,0.0
HCT15,Pemigatinib,0.6685714285714285,0.6333333333333333,-0.0352380952380952
HCT15,Pimitespib,0.4848484848484848,0.6125,0.1276515151515151
HCT15,Pralsetinib,1.0,1.0,0.0
HCT15,RMC-6236,1.0,1.0,0.0
HCT15,Ralimetinib dimesylate,0.7166666666666666,0.8285714285714285,0.1119047619047619
HCT15,Regorafenib,1.0,1.0,0.0
HCT15,SBI-0640756,1.0,1.0,0.0
HCT15,Sapanisertib,1.0,1.0,0.0
HCT15,TAK-733,1.0,1.0,0.0
HCT15,TAK-901,1.0,1.0,0.0
HCT15,Temuterkib,0.9,1.0,0.1
HCT15,Tomivosertib,1.0,1.0,0.0
HCT15,Torkinib,0.9,0.8285714285714285,-0.0714285714285714
HCT15,Trametinib,1.0,1.0,0.0
HCT15,Tubulin inhibitor 6,0.5487179487179488,0.4583333333333333,-0.0903846153846153
HCT15,Tucatinib,1.0,1.0,0.0
HCT15,ULK-101,0.8095238095238095,0.85,0.0404761904761904
HCT15,Vemurafenib,0.6,1.0,0.4
HCT15,Volasertib,0.9,0.8400000000000001,-0.06
HCT15,XRK3F2,0.9,1.0,0.1
HCT15,c-Kit-IN-1,1.0,1.0,0.0
HCT15,olaparib,1.0,1.0,0.0
HCT15,palbociclib,1.0,1.0,0.0
HCT15,venetoclax,1.0,1.0,0.0
HCT15,vincristine,1.0,1.0,0.0
HEC-1-A,4EGI-1,1.0,1.0,0.0
HEC-1-A,9-ING-41,0.8666666666666666,1.0,0.1333333333333333
HEC-1-A,APTO-253,0.825,0.8666666666666666,0.0416666666666666
HEC-1-A,AT7519,1.0,1.0,0.0
HEC-1-A,AZD-7648,1.0,1.0,0.0
HEC-1-A,AZD-8055,1.0,1.0,0.0
HEC-1-A,AZD1390,1.0,1.0,0.0
HEC-1-A,AZD2858,0.5700000000000001,0.7,0.13
HEC-1-A,Abemaciclib,1.0,1.0,0.0
HEC-1-A,Adagrasib,0.9,1.0,0.1
HEC-1-A,Afatinib,1.0,1.0,0.0
HEC-1-A,Alpelisib,1.0,1.0,0.0
HEC-1-A,Anastrozole,0.6533333333333333,0.6888888888888889,0.0355555555555555
HEC-1-A,BAY1125976,1.0,1.0,0.0
HEC-1-A,BI-3406,0.9,1.0,0.1
HEC-1-A,BI-78D3,0.9,1.0,0.1
HEC-1-A,Belumosudil (mesylate),1.0,1.0,0.0
HEC-1-A,Belzutifan,1.0,1.0,0.0
HEC-1-A,Bentamapimod,0.625,0.825,0.2
HEC-1-A,Bimiralisib,1.0,1.0,0.0
HEC-1-A,Binimetinib,1.0,1.0,0.0
HEC-1-A,Bortezomib,1.0,1.0,0.0
HEC-1-A,Brivudine,1.0,1.0,0.0
HEC-1-A,CP21R7,0.7064516129032258,0.8153846153846154,0.1089330024813895
HEC-1-A,Capivasertib,0.65,0.9,0.25
HEC-1-A,Capmatinib,1.0,1.0,0.0
HEC-1-A,Celecoxib,0.4422222222222222,0.6952380952380952,0.2530158730158729
HEC-1-A,DT-061,1.0,1.0,0.0
HEC-1-A,DTP3,1.0,1.0,0.0
HEC-1-A,Dabrafenib,1.0,1.0,0.0
HEC-1-A,ERK5-IN-2,1.0,1.0,0.0
HEC-1-A,ETC-206,0.7,0.7666666666666666,0.0666666666666666
HEC-1-A,EX229,1.0,1.0,0.0
HEC-1-A,Elimusertib hydrochloride,1.0,1.0,0.0
HEC-1-A,Encorafenib,1.0,1.0,0.0
HEC-1-A,Erdafitinib ,1.0,1.0,0.0
HEC-1-A,Everolimus,0.8222222222222222,0.8285714285714285,0.0063492063492063
HEC-1-A,Futibatinib,1.0,1.0,0.0
HEC-1-A,GSK1059615,1.0,1.0,0.0
HEC-1-A,Gemcitabine,0.9,1.0,0.1
HEC-1-A,HI-TOPK-032,1.0,1.0,0.0
HEC-1-A,Hydroxyfasudil,1.0,1.0,0.0
HEC-1-A,IQ 1,1.0,1.0,0.0
HEC-1-A,Infigratinib,1.0,1.0,0.0
HEC-1-A,Ipatasertib,0.9,1.0,0.1
HEC-1-A,Irinotecan,1.0,1.0,0.0
HEC-1-A,Ixazomib,0.9,1.0,0.1
HEC-1-A,LB-100,0.45,0.8,0.35
HEC-1-A,LJI308,0.8666666666666666,1.0,0.1333333333333333
HEC-1-A,LY-2584702 (tosylate salt),1.0,1.0,0.0
HEC-1-A,LY2090314,0.5666666666666667,0.9,0.3333333333333333
HEC-1-A,Lapatinib ditosylate,1.0,0.8666666666666666,-0.1333333333333333
HEC-1-A,MK-3903,1.0,1.0,0.0
HEC-1-A,MK-8353,0.9,1.0,0.1
HEC-1-A,ML264,0.9,1.0,0.1
HEC-1-A,Methylprednisolone succinate,1.0,1.0,0.0
HEC-1-A,Minodronic acid,1.0,1.0,0.0
HEC-1-A,NG25,1.0,1.0,0.0
HEC-1-A,NVP-BHG712,0.9,0.9,0.0
HEC-1-A,OTS514,1.0,1.0,0.0
HEC-1-A,Oleic acid,0.7333333333333333,1.0,0.2666666666666667
HEC-1-A,Oxaliplatin,1.0,1.0,0.0
HEC-1-A,PF-06260933,1.0,1.0,0.0
HEC-1-A,PH-797804,1.0,1.0,0.0
HEC-1-A,Paclitaxel,1.0,1.0,0.0
HEC-1-A,Pemigatinib,0.6888888888888889,0.8666666666666666,0.1777777777777777
HEC-1-A,Pimitespib,1.0,1.0,0.0
HEC-1-A,Pralsetinib,1.0,1.0,0.0
HEC-1-A,RMC-6236,1.0,0.9,-0.1
HEC-1-A,Ralimetinib dimesylate,0.64,0.8666666666666666,0.2266666666666666
HEC-1-A,Regorafenib,1.0,1.0,0.0
HEC-1-A,SBI-0640756,1.0,1.0,0.0
HEC-1-A,Sapanisertib,1.0,1.0,0.0
HEC-1-A,Sonidegib,1.0,1.0,0.0
HEC-1-A,TAK-733,1.0,1.0,0.0
HEC-1-A,TAK-901,1.0,1.0,0.0
HEC-1-A,Temuterkib,0.9,0.9,0.0
HEC-1-A,Tomivosertib,1.0,1.0,0.0
HEC-1-A,Torkinib,1.0,1.0,0.0
HEC-1-A,Trametinib,1.0,1.0,0.0
HEC-1-A,Tubulin inhibitor 6,0.8666666666666666,1.0,0.1333333333333333
HEC-1-A,Tucatinib,1.0,1.0,0.0
HEC-1-A,ULK-101,1.0,1.0,0.0
HEC-1-A,Vemurafenib,0.8400000000000001,1.0,0.16
HEC-1-A,Volasertib,0.538888888888889,0.9,0.3611111111111111
HEC-1-A,XRK3F2,1.0,1.0,0.0
HEC-1-A,c-Kit-IN-1,1.0,1.0,0.0
HEC-1-A,olaparib,1.0,1.0,0.0
HEC-1-A,palbociclib,0.9,1.0,0.1
HEC-1-A,venetoclax,1.0,1.0,0.0
HEC-1-A,vincristine,1.0,1.0,0.0
HOP62,4EGI-1,1.0,1.0,0.0
HOP62,9-ING-41,1.0,1.0,0.0
HOP62,APTO-253,1.0,1.0,0.0
HOP62,AT7519,1.0,1.0,0.0
HOP62,AZD-7648,1.0,1.0,0.0
HOP62,AZD-8055,1.0,1.0,0.0
HOP62,AZD1390,1.0,1.0,0.0
HOP62,AZD2858,1.0,1.0,0.0
HOP62,Abemaciclib,1.0,1.0,0.0
HOP62,Adagrasib,1.0,0.8666666666666666,-0.1333333333333333
HOP62,Afatinib,1.0,1.0,0.0
HOP62,Alpelisib,1.0,1.0,0.0
HOP62,Anastrozole,1.0,1.0,0.0
HOP62,BAY1125976,1.0,1.0,0.0
HOP62,BI-3406,0.9,1.0,0.1
HOP62,BI-78D3,0.85,1.0,0.15
HOP62,Belumosudil (mesylate),1.0,1.0,0.0
HOP62,Belzutifan,1.0,1.0,0.0
HOP62,Bentamapimod,1.0,1.0,0.0
HOP62,Bimiralisib,1.0,1.0,0.0
HOP62,Binimetinib,1.0,1.0,0.0
HOP62,Bortezomib,1.0,1.0,0.0
HOP62,Brivudine,1.0,1.0,0.0
HOP62,CP21R7,0.9,1.0,0.1
HOP62,Capivasertib,1.0,1.0,0.0
HOP62,Capmatinib,1.0,1.0,0.0
HOP62,Celecoxib,1.0,1.0,0.0
HOP62,DT-061,1.0,1.0,0.0
HOP62,DTP3,1.0,1.0,0.0
HOP62,Dabrafenib,1.0,1.0,0.0
HOP62,ERK5-IN-2,1.0,1.0,0.0
HOP62,ETC-206,1.0,0.8666666666666666,-0.1333333333333333
HOP62,EX229,1.0,1.0,0.0
HOP62,Elimusertib hydrochloride,1.0,1.0,0.0
HOP62,Encorafenib,1.0,1.0,0.0
HOP62,Erdafitinib ,1.0,1.0,0.0
HOP62,Everolimus,1.0,1.0,0.0
HOP62,Futibatinib,1.0,1.0,0.0
HOP62,GSK1059615,1.0,1.0,0.0
HOP62,Gemcitabine,1.0,1.0,0.0
HOP62,HI-TOPK-032,1.0,1.0,0.0
HOP62,Hydroxyfasudil,1.0,1.0,0.0
HOP62,IQ 1,1.0,1.0,0.0
HOP62,Infigratinib,1.0,1.0,0.0
HOP62,Ipatasertib,1.0,1.0,0.0
HOP62,Irinotecan,1.0,1.0,0.0
HOP62,Ixazomib,1.0,1.0,0.0
HOP62,LB-100,0.8285714285714285,0.9,0.0714285714285714
HOP62,LJI308,1.0,1.0,0.0
HOP62,LY-2584702 (tosylate salt),1.0,1.0,0.0
HOP62,LY2090314,1.0,1.0,0.0
HOP62,Lapatinib ditosylate,1.0,1.0,0.0
HOP62,Lonafarnib,1.0,1.0,0.0
HOP62,MK-3903,1.0,1.0,0.0
HOP62,MK-8353,1.0,1.0,0.0
HOP62,ML264,1.0,1.0,0.0
HOP62,Methylprednisolone succinate,1.0,1.0,0.0
HOP62,Minodronic acid,1.0,1.0,0.0
HOP62,NG25,1.0,1.0,0.0
HOP62,NVP-BHG712,0.9,1.0,0.1
HOP62,OTS514,1.0,1.0,0.0
HOP62,Oleic acid,0.8,1.0,0.2
HOP62,Oxaliplatin,1.0,1.0,0.0
HOP62,PF-06260933,1.0,1.0,0.0
HOP62,PH-797804,1.0,1.0,0.0
HOP62,Paclitaxel,1.0,1.0,0.0
HOP62,Pemigatinib,0.9,1.0,0.1
HOP62,Pimitespib,1.0,1.0,0.0
HOP62,Pralsetinib,1.0,1.0,0.0
HOP62,RMC-6236,1.0,1.0,0.0
HOP62,Ralimetinib dimesylate,1.0,1.0,0.0
HOP62,Regorafenib,1.0,1.0,0.0
HOP62,SBI-0640756,1.0,1.0,0.0
HOP62,Sapanisertib,1.0,1.0,0.0
HOP62,Sonidegib,0.9,1.0,0.1
HOP62,TAK-733,1.0,1.0,0.0
HOP62,TAK-901,1.0,1.0,0.0
HOP62,Temuterkib,1.0,1.0,0.0
HOP62,Tomivosertib,1.0,1.0,0.0
HOP62,Torkinib,1.0,1.0,0.0
HOP62,Trametinib,1.0,1.0,0.0
HOP62,Tubulin inhibitor 6,1.0,1.0,0.0
HOP62,Tucatinib,1.0,1.0,0.0
HOP62,ULK-101,1.0,1.0,0.0
HOP62,Vemurafenib,1.0,1.0,0.0
HOP62,Volasertib,1.0,1.0,0.0
HOP62,XRK3F2,1.0,1.0,0.0
HOP62,c-Kit-IN-1,1.0,1.0,0.0
HOP62,olaparib,1.0,1.0,0.0
HOP62,palbociclib,1.0,1.0,0.0
HOP62,venetoclax,1.0,1.0,0.0
HOP62,vincristine,1.0,1.0,0.0
HS-578T,4EGI-1,1.0,1.0,0.0
HS-578T,9-ING-41,1.0,1.0,0.0
HS-578T,APTO-253,1.0,1.0,0.0
HS-578T,AT7519,1.0,1.0,0.0
HS-578T,AZD-7648,1.0,1.0,0.0
HS-578T,AZD-8055,1.0,1.0,0.0
HS-578T,AZD1390,1.0,1.0,0.0
HS-578T,AZD2858,1.0,1.0,0.0
HS-578T,Abemaciclib,1.0,1.0,0.0
HS-578T,Adagrasib,1.0,1.0,0.0
HS-578T,Afatinib,1.0,1.0,0.0
HS-578T,Alpelisib,1.0,1.0,0.0
HS-578T,Anastrozole,1.0,1.0,0.0
HS-578T,BAY1125976,1.0,1.0,0.0
HS-578T,BI-3406,1.0,1.0,0.0
HS-578T,BI-78D3,0.9,1.0,0.1
HS-578T,Belumosudil (mesylate),1.0,1.0,0.0
HS-578T,Belzutifan,1.0,1.0,0.0
HS-578T,Bentamapimod,1.0,1.0,0.0
HS-578T,Bimiralisib,1.0,1.0,0.0
HS-578T,Binimetinib,1.0,1.0,0.0
HS-578T,Bortezomib,1.0,1.0,0.0
HS-578T,Brivudine,1.0,1.0,0.0
HS-578T,CP21R7,0.9,1.0,0.1
HS-578T,Capivasertib,1.0,0.8666666666666666,-0.1333333333333333
HS-578T,Capmatinib,1.0,1.0,0.0
HS-578T,Celecoxib,0.5002331002331002,0.9,0.3997668997668998
HS-578T,DT-061,1.0,1.0,0.0
HS-578T,DTP3,1.0,1.0,0.0
HS-578T,Dabrafenib,1.0,1.0,0.0
HS-578T,ERK5-IN-2,1.0,1.0,0.0
HS-578T,ETC-206,1.0,1.0,0.0
HS-578T,EX229,1.0,1.0,0.0
HS-578T,Elimusertib hydrochloride,1.0,1.0,0.0
HS-578T,Encorafenib,1.0,1.0,0.0
HS-578T,Erdafitinib ,1.0,1.0,0.0
HS-578T,Everolimus,1.0,1.0,0.0
HS-578T,Futibatinib,1.0,1.0,0.0
HS-578T,GSK1059615,1.0,1.0,0.0
HS-578T,Gemcitabine,0.9,1.0,0.1
HS-578T,HI-TOPK-032,1.0,1.0,0.0
HS-578T,Hydroxyfasudil,1.0,1.0,0.0
HS-578T,IQ 1,1.0,1.0,0.0
HS-578T,Infigratinib,1.0,1.0,0.0
HS-578T,Ipatasertib,1.0,1.0,0.0
HS-578T,Irinotecan,1.0,1.0,0.0
HS-578T,Ixazomib,1.0,1.0,0.0
HS-578T,LB-100,0.8666666666666666,1.0,0.1333333333333333
HS-578T,LJI308,1.0,1.0,0.0
HS-578T,LY-2584702 (tosylate salt),1.0,1.0,0.0
HS-578T,LY2090314,1.0,0.9,-0.1
HS-578T,Lapatinib ditosylate,1.0,1.0,0.0
HS-578T,MK-3903,1.0,1.0,0.0
HS-578T,MK-8353,1.0,1.0,0.0
HS-578T,ML264,1.0,1.0,0.0
HS-578T,Methylprednisolone succinate,1.0,1.0,0.0
HS-578T,Minodronic acid,1.0,1.0,0.0
HS-578T,NG25,1.0,1.0,0.0
HS-578T,NVP-BHG712,1.0,1.0,0.0
HS-578T,OTS514,1.0,1.0,0.0
HS-578T,Oleic acid,1.0,1.0,0.0
HS-578T,Oxaliplatin,1.0,1.0,0.0
HS-578T,PF-06260933,1.0,1.0,0.0
HS-578T,PH-797804,1.0,1.0,0.0
HS-578T,Paclitaxel,1.0,1.0,0.0
HS-578T,Pemigatinib,1.0,1.0,0.0
HS-578T,Pimitespib,1.0,1.0,0.0
HS-578T,Pralsetinib,1.0,1.0,0.0
HS-578T,RMC-6236,1.0,1.0,0.0
HS-578T,Ralimetinib dimesylate,1.0,1.0,0.0
HS-578T,Regorafenib,1.0,1.0,0.0
HS-578T,SBI-0640756,1.0,1.0,0.0
HS-578T,Sapanisertib,1.0,1.0,0.0
HS-578T,Sonidegib,1.0,1.0,0.0
HS-578T,TAK-733,1.0,1.0,0.0
HS-578T,TAK-901,1.0,1.0,0.0
HS-578T,Temuterkib,1.0,1.0,0.0
HS-578T,Tomivosertib,1.0,1.0,0.0
HS-578T,Torkinib,1.0,1.0,0.0
HS-578T,Trametinib,1.0,1.0,0.0
HS-578T,Tubulin inhibitor 6,1.0,1.0,0.0
HS-578T,Tucatinib,1.0,1.0,0.0
HS-578T,ULK-101,0.9,1.0,0.1
HS-578T,Vemurafenib,1.0,1.0,0.0
HS-578T,Volasertib,0.9,1.0,0.1
HS-578T,XRK3F2,1.0,1.0,0.0
HS-578T,c-Kit-IN-1,1.0,1.0,0.0
HS-578T,olaparib,1.0,1.0,0.0
HS-578T,palbociclib,1.0,1.0,0.0
HS-578T,venetoclax,1.0,1.0,0.0
HS-578T,vincristine,1.0,1.0,0.0
HT-29,4EGI-1,1.0,1.0,0.0
HT-29,9-ING-41,1.0,1.0,0.0
HT-29,APTO-253,1.0,1.0,0.0
HT-29,AT7519,1.0,1.0,0.0
HT-29,AZD-7648,1.0,1.0,0.0
HT-29,AZD-8055,1.0,1.0,0.0
HT-29,AZD1390,1.0,1.0,0.0
HT-29,AZD2858,1.0,1.0,0.0
HT-29,Abemaciclib,1.0,1.0,0.0
HT-29,Adagrasib,1.0,0.8400000000000001,-0.16
HT-29,Afatinib,1.0,1.0,0.0
HT-29,Alpelisib,1.0,1.0,0.0
HT-29,Anastrozole,1.0,1.0,0.0
HT-29,BAY1125976,1.0,1.0,0.0
HT-29,BI-3406,1.0,1.0,0.0
HT-29,BI-78D3,0.7222222222222222,0.9,0.1777777777777777
HT-29,Belumosudil (mesylate),1.0,1.0,0.0
HT-29,Belzutifan,1.0,1.0,0.0
HT-29,Bentamapimod,1.0,1.0,0.0
HT-29,Bimiralisib,1.0,1.0,0.0
HT-29,Binimetinib,1.0,1.0,0.0
HT-29,Bortezomib,1.0,1.0,0.0
HT-29,Brivudine,1.0,1.0,0.0
HT-29,CP21R7,0.4533333333333333,0.85,0.3966666666666666
HT-29,Capivasertib,0.85,1.0,0.15
HT-29,Capmatinib,1.0,1.0,0.0
HT-29,Celecoxib,0.6483333333333333,0.6222222222222222,-0.026111111111111
HT-29,DT-061,1.0,1.0,0.0
HT-29,DTP3,1.0,1.0,0.0
HT-29,Dabrafenib,1.0,1.0,0.0
HT-29,ERK5-IN-2,1.0,1.0,0.0
HT-29,ETC-206,0.8666666666666666,1.0,0.1333333333333333
HT-29,EX229,1.0,1.0,0.0
HT-29,Elimusertib hydrochloride,1.0,1.0,0.0
HT-29,Encorafenib,1.0,1.0,0.0
HT-29,Erdafitinib ,1.0,1.0,0.0
HT-29,Everolimus,1.0,1.0,0.0
HT-29,Futibatinib,1.0,1.0,0.0
HT-29,GSK1059615,1.0,1.0,0.0
HT-29,Gemcitabine,1.0,1.0,0.0
HT-29,HI-TOPK-032,1.0,1.0,0.0
HT-29,Hydroxyfasudil,0.9,1.0,0.1
HT-29,IQ 1,1.0,1.0,0.0
HT-29,Infigratinib,1.0,1.0,0.0
HT-29,Ipatasertib,1.0,1.0,0.0
HT-29,Irinotecan,1.0,1.0,0.0
HT-29,Ixazomib,1.0,1.0,0.0
HT-29,LB-100,0.7166666666666666,0.9,0.1833333333333333
HT-29,LJI308,1.0,1.0,0.0
HT-29,LY-2584702 (tosylate salt),1.0,1.0,0.0
HT-29,LY2090314,1.0,1.0,0.0
HT-29,Lapatinib ditosylate,1.0,1.0,0.0
HT-29,MK-3903,1.0,1.0,0.0
HT-29,MK-8353,1.0,1.0,0.0
HT-29,ML264,1.0,1.0,0.0
HT-29,Methylprednisolone succinate,1.0,1.0,0.0
HT-29,Minodronic acid,1.0,1.0,0.0
HT-29,NG25,1.0,1.0,0.0
HT-29,NVP-BHG712,0.9,1.0,0.1
HT-29,OTS514,1.0,1.0,0.0
HT-29,Oleic acid,0.9,0.8666666666666666,-0.0333333333333333
HT-29,Oxaliplatin,1.0,1.0,0.0
HT-29,PF-06260933,1.0,1.0,0.0
HT-29,PH-797804,1.0,1.0,0.0
HT-29,Paclitaxel,1.0,1.0,0.0
HT-29,Pemigatinib,1.0,1.0,0.0
HT-29,Pimitespib,1.0,1.0,0.0
HT-29,Pralsetinib,1.0,1.0,0.0
HT-29,RMC-6236,1.0,1.0,0.0
HT-29,Ralimetinib dimesylate,1.0,1.0,0.0
HT-29,Regorafenib,1.0,1.0,0.0
HT-29,SBI-0640756,1.0,1.0,0.0
HT-29,Sapanisertib,1.0,1.0,0.0
HT-29,Sonidegib,1.0,1.0,0.0
HT-29,TAK-733,1.0,1.0,0.0
HT-29,TAK-901,1.0,1.0,0.0
HT-29,Temuterkib,1.0,1.0,0.0
HT-29,Tomivosertib,1.0,1.0,0.0
HT-29,Torkinib,1.0,1.0,0.0
HT-29,Trametinib,1.0,1.0,0.0
HT-29,Tubulin inhibitor 6,0.9,1.0,0.1
HT-29,Tucatinib,1.0,1.0,0.0
HT-29,ULK-101,0.9,1.0,0.1
HT-29,Vemurafenib,1.0,1.0,0.0
HT-29,Volasertib,1.0,1.0,0.0
HT-29,XRK3F2,1.0,1.0,0.0
HT-29,c-Kit-IN-1,1.0,1.0,0.0
HT-29,olaparib,1.0,1.0,0.0
HT-29,palbociclib,1.0,1.0,0.0
HT-29,venetoclax,1.0,1.0,0.0
HT-29,vincristine,1.0,1.0,0.0
HepG2/C3A,4EGI-1,1.0,1.0,0.0
HepG2/C3A,9-ING-41,1.0,1.0,0.0
HepG2/C3A,APTO-253,1.0,1.0,0.0
HepG2/C3A,AT7519,0.8666666666666666,1.0,0.1333333333333333
HepG2/C3A,AZD-7648,1.0,1.0,0.0
HepG2/C3A,AZD-8055,1.0,1.0,0.0
HepG2/C3A,AZD1390,1.0,1.0,0.0
HepG2/C3A,AZD2858,1.0,0.9,-0.1
HepG2/C3A,Abemaciclib,1.0,1.0,0.0
HepG2/C3A,Adagrasib,1.0,1.0,0.0
HepG2/C3A,Afatinib,1.0,1.0,0.0
HepG2/C3A,Alpelisib,1.0,1.0,0.0
HepG2/C3A,Anastrozole,0.8666666666666666,0.72,-0.1466666666666666
HepG2/C3A,BAY1125976,1.0,1.0,0.0
HepG2/C3A,BI-3406,1.0,1.0,0.0
HepG2/C3A,BI-78D3,0.7666666666666666,0.9,0.1333333333333333
HepG2/C3A,Belumosudil (mesylate),1.0,1.0,0.0
HepG2/C3A,Belzutifan,1.0,1.0,0.0
HepG2/C3A,Bentamapimod,1.0,1.0,0.0
HepG2/C3A,Bimiralisib,1.0,1.0,0.0
HepG2/C3A,Binimetinib,1.0,1.0,0.0
HepG2/C3A,Bortezomib,1.0,1.0,0.0
HepG2/C3A,Brivudine,1.0,1.0,0.0
HepG2/C3A,CP21R7,0.9,1.0,0.1
HepG2/C3A,Capivasertib,1.0,1.0,0.0
HepG2/C3A,Capmatinib,1.0,1.0,0.0
HepG2/C3A,Celecoxib,0.7,1.0,0.3
HepG2/C3A,DT-061,1.0,1.0,0.0
HepG2/C3A,DTP3,1.0,1.0,0.0
HepG2/C3A,Dabrafenib,1.0,1.0,0.0
HepG2/C3A,ERK5-IN-2,1.0,1.0,0.0
HepG2/C3A,ETC-206,1.0,1.0,0.0
HepG2/C3A,EX229,1.0,1.0,0.0
HepG2/C3A,Elimusertib hydrochloride,1.0,1.0,0.0
HepG2/C3A,Encorafenib,1.0,1.0,0.0
HepG2/C3A,Erdafitinib ,1.0,1.0,0.0
HepG2/C3A,Everolimus,0.9,1.0,0.1
HepG2/C3A,Futibatinib,1.0,1.0,0.0
HepG2/C3A,GSK1059615,1.0,1.0,0.0
HepG2/C3A,Gemcitabine,1.0,1.0,0.0
HepG2/C3A,HI-TOPK-032,1.0,1.0,0.0
HepG2/C3A,Hydroxyfasudil,0.9,0.9,0.0
HepG2/C3A,IQ 1,1.0,1.0,0.0
HepG2/C3A,Infigratinib,1.0,1.0,0.0
HepG2/C3A,Ipatasertib,1.0,1.0,0.0
HepG2/C3A,Irinotecan,1.0,1.0,0.0
HepG2/C3A,Ixazomib,1.0,1.0,0.0
HepG2/C3A,LB-100,0.2955555555555555,1.0,0.7044444444444444
HepG2/C3A,LJI308,1.0,1.0,0.0
HepG2/C3A,LY2090314,1.0,1.0,0.0
HepG2/C3A,Lapatinib ditosylate,1.0,1.0,0.0
HepG2/C3A,MK-3903,1.0,1.0,0.0
HepG2/C3A,MK-8353,1.0,1.0,0.0
HepG2/C3A,ML264,1.0,1.0,0.0
HepG2/C3A,Methylprednisolone succinate,0.9,1.0,0.1
HepG2/C3A,Minodronic acid,1.0,1.0,0.0
HepG2/C3A,NG25,1.0,1.0,0.0
HepG2/C3A,NVP-BHG712,1.0,1.0,0.0
HepG2/C3A,OTS514,1.0,1.0,0.0
HepG2/C3A,Oleic acid,1.0,1.0,0.0
HepG2/C3A,Oxaliplatin,1.0,1.0,0.0
HepG2/C3A,PF-06260933,1.0,1.0,0.0
HepG2/C3A,PH-797804,1.0,1.0,0.0
HepG2/C3A,Paclitaxel,1.0,1.0,0.0
HepG2/C3A,Pemigatinib,1.0,1.0,0.0
HepG2/C3A,Pimitespib,1.0,1.0,0.0
HepG2/C3A,Pralsetinib,1.0,1.0,0.0
HepG2/C3A,RMC-6236,1.0,1.0,0.0
