dataset,sil_raw_k2
SciPlex3,0.0458877608180046
SciPlex3,0.0327272824943065
SciPlex3,0.0338933803141117
SciPlex3,0.0694053843617439
SciPlex3,0.0402909517288208
SciPlex3,0.0501642636954784
SciPlex3,0.056262407451868
SciPlex3,0.034875351935625
SciPlex3,0.0337492451071739
SciPlex3,0.0216391403228044
SciPlex3,0.0419929362833499
SciPlex3,0.0315330401062965
SciPlex3,0.0715072005987167
SciPlex3,0.0364739075303077
SciPlex3,0.0473009534180164
SciPlex3,0.0682711377739906
SciPlex3,0.0357283763587474
SciPlex3,0.0456499680876731
SciPlex3,0.0350931957364082
SciPlex3,0.0436231940984725
SciPlex3,0.0298097264021635
SciPlex3,0.0594504028558731
SciPlex3,0.0524797923862934
SciPlex3,0.0320153087377548
SciPlex3,0.0461136512458324
SciPlex3,0.0529971830546855
SciPlex3,0.0370306596159935
SciPlex3,0.0418295823037624
SciPlex3,0.0371085554361343
SciPlex3,0.057692352682352
SciPlex3,0.0441452339291572
SciPlex3,0.0321211777627468
SciPlex3,0.045030690729618
SciPlex3,0.043264977633953
SciPlex3,0.0324417762458324
SciPlex3,0.0522288158535957
SciPlex3,0.0422258637845516
SciPlex3,0.0353993587195873
SciPlex3,0.0361774787306785
SciPlex3,0.0504054985940456
SciPlex3,0.0455781705677509
SciPlex3,0.0612207725644111
SciPlex3,0.0378337278962135
SciPlex3,0.0414956174790859
SciPlex3,0.0485627427697181
SciPlex3,0.0489073656499385
SciPlex3,0.0533845461905002
SciPlex3,0.0464141704142093
SciPlex3,0.0399701446294784
SciPlex3,0.0209420453757047
SciPlex3,0.0429374203085899
SciPlex3,0.0324829332530498
SciPlex3,0.0317518971860408
SciPlex3,0.0418588183820247
SciPlex3,0.0466300249099731
SciPlex3,0.0473111011087894
SciPlex3,0.0539200715720653
SciPlex3,0.0357473120093345
SciPlex3,0.0429554060101509
SciPlex3,0.0388472788035869
SciPlex3,0.0365943051874637
SciPlex3,0.0528548397123813
SciPlex3,0.0559713169932365
SciPlex3,0.0435118749737739
SciPlex3,0.0455000959336757
SciPlex3,0.0442374087870121
Frangieh,0.0905758515000343
Frangieh,0.0912790820002555
Frangieh,0.0815123990178108
Frangieh,0.0905902609229087
Frangieh,0.0878877490758895
Frangieh,0.0851531624794006
Frangieh,0.0801142007112503
Frangieh,0.0586824789643287
Frangieh,0.0886095613241195
Frangieh,0.0927451103925705
Frangieh,0.0907782390713691
Frangieh,0.0893799737095832
Frangieh,0.0780412554740905
Frangieh,0.0848731026053428
Frangieh,0.092786967754364
Frangieh,0.0760352164506912
Frangieh,0.0859151855111122
Frangieh,0.0596086010336875
Frangieh,0.0928551480174064
Frangieh,0.0908611714839935
Frangieh,0.0916046500205993
Frangieh,0.0853359699249267
Frangieh,0.0886216461658477
Frangieh,0.0983390063047409
Frangieh,0.0774340406060218
Frangieh,0.0672946646809578
Frangieh,0.0815317928791046
Frangieh,0.082471452653408
Frangieh,0.0921723395586013
Frangieh,0.0647374838590622
Frangieh,0.0910450890660286
Frangieh,0.0931110754609108
Frangieh,0.0871608853340148
Frangieh,0.0952030196785926
Frangieh,0.0870420038700103
Frangieh,0.0865597054362297
Frangieh,0.0864189565181732
Frangieh,0.0883335620164871
Frangieh,0.0785595849156379
Frangieh,0.0839962735772132
Frangieh,0.0839644148945808
Frangieh,0.0891832634806633
Frangieh,0.0919428765773773
Frangieh,0.0829881131649017
Frangieh,0.0842087939381599
Frangieh,0.0955280438065528
Frangieh,0.0803128629922866
Frangieh,0.0820190161466598
Frangieh,0.0895507186651229
Frangieh,0.0838196277618408
Frangieh,0.0551471076905727
Frangieh,0.0875459089875221
Frangieh,0.0846831128001213
Frangieh,0.0829396918416023
Frangieh,0.0865141302347183
Frangieh,0.0811882987618446
Frangieh,0.0868734046816825
Frangieh,0.0879247635602951
Frangieh,0.0844003930687904
Frangieh,0.0779370218515396
Frangieh,0.0836136117577552
Frangieh,0.0850790441036224
Frangieh,0.0896636620163917
Frangieh,0.0872842147946357
Frangieh,0.0834029391407966
Frangieh,0.0833460241556167
Frangieh,0.0790066719055175
Frangieh,0.0884173959493637
Frangieh,0.0861216410994529
Frangieh,0.0866266265511512
Frangieh,0.0865422040224075
Frangieh,0.0984485149383544
Frangieh,0.0787060931324958
Frangieh,0.0838170498609542
Frangieh,0.0874598324298858
Frangieh,0.0824664905667305
Frangieh,0.0773227959871292
Frangieh,0.0922269523143768
Frangieh,0.0805936157703399
Frangieh,0.0846563503146171
Frangieh,0.0819773524999618
Frangieh,0.0804712399840354
Frangieh,0.0781585499644279
Frangieh,0.0867784619331359
Frangieh,0.0811271741986274
Frangieh,0.0837779119610786
Frangieh,0.0953392833471298
Frangieh,0.093775488436222
Frangieh,0.0890255123376846
Frangieh,0.0882782563567161
Frangieh,0.0826744884252548
Frangieh,0.07560446113348
Frangieh,0.083477646112442
Frangieh,0.0825109332799911
Frangieh,0.0811488330364227
Frangieh,0.0859225392341613
Frangieh,0.0708581060171127
Frangieh,0.0746904090046882
Frangieh,0.0885322913527488
Frangieh,0.0843342393636703
Frangieh,0.088280476629734
Frangieh,0.0772933289408683
Frangieh,0.0820325687527656
Frangieh,0.0796237587928772
Frangieh,0.0866259261965751
Frangieh,0.0777850374579429
Frangieh,0.0735218971967697
Frangieh,0.0808067992329597
Frangieh,0.0912384539842605
Frangieh,0.0839705243706703
Frangieh,0.0831270739436149
Frangieh,0.0709699243307113
Frangieh,0.0908343344926834
Frangieh,0.0852323919534683
Frangieh,0.0852700918912887
Frangieh,0.0898119285702705
Frangieh,0.0826659575104713
Frangieh,0.0875071734189987
Frangieh,0.0866513103246688
Frangieh,0.0849047824740409
Frangieh,0.0807744115591049
Frangieh,0.079889066517353
Frangieh,0.0851410254836082
Frangieh,0.0907832086086273
Frangieh,0.086313396692276
Frangieh,0.0788068100810051
Frangieh,0.0842828080058097
Frangieh,0.0863996297121048
Frangieh,0.0933933556079864
Frangieh,0.0772593840956687
Frangieh,0.0995128229260444
Frangieh,0.0731915310025215
Frangieh,0.0812845975160598
Frangieh,0.079175628721714
Frangieh,0.074050486087799
Frangieh,0.0890188887715339
Frangieh,0.100653164088726
Frangieh,0.0845150724053382
Frangieh,0.0715415105223655
Frangieh,0.080165259540081
Frangieh,0.0816802084445953
Frangieh,0.0911969467997551
Frangieh,0.0863772109150886
Frangieh,0.0681510493159294
Frangieh,0.0775963589549064
Frangieh,0.0808017328381538
Frangieh,0.075007677078247
Frangieh,0.0772648826241493
Frangieh,0.083830326795578
Frangieh,0.0862020477652549
Frangieh,0.0788581594824791
Frangieh,0.0843661352992057
Frangieh,0.0786758139729499
Frangieh,0.0806440114974975
Frangieh,0.0818495601415634
Frangieh,0.0776851400732994
Frangieh,0.088024154305458
Frangieh,0.078499898314476
Frangieh,0.0824137404561042
Frangieh,0.0916044786572456
Frangieh,0.0896831005811691
Frangieh,0.086852341890335
Frangieh,0.0671295300126075
Frangieh,0.0825721770524978
Frangieh,0.0837182104587555
Frangieh,0.084228366613388
Frangieh,0.0744693353772163
Frangieh,0.0929969623684883
Frangieh,0.0877965092658996
Frangieh,0.082929328083992
Frangieh,0.0736059173941612
Frangieh,0.0813046395778656
Frangieh,0.0815204381942749
Frangieh,0.0844731777906417
Frangieh,0.0688666775822639
Frangieh,0.0862458050251007
Frangieh,0.0827005133032798
Frangieh,0.0865472257137298
Frangieh,0.0753160119056701
Frangieh,0.0752084851264953
Frangieh,0.0821079909801483
Frangieh,0.0748115852475166
Frangieh,0.0761754736304283
Frangieh,0.0754542127251625
Frangieh,0.0762913823127746
Frangieh,0.0724411159753799
Frangieh,0.083645649254322
Frangieh,0.0767142251133918
Frangieh,0.0809765085577964
Frangieh,0.0809261873364448
Frangieh,0.077763594686985
Frangieh,0.0771797448396682
Frangieh,0.0812662616372108
Frangieh,0.0992854908108711
Frangieh,0.0695017427206039
Frangieh,0.0815765261650085
Frangieh,0.0811706855893135
Frangieh,0.0783159658312797
Frangieh,0.0761744454503059
Frangieh,0.0863800272345542
Frangieh,0.0764683187007904
Frangieh,0.079620361328125
Frangieh,0.0889894366264343
Frangieh,0.0843240767717361
Frangieh,0.0789990127086639
Frangieh,0.0853552743792533
Frangieh,0.0766994059085846
Frangieh,0.0717044547200203
Frangieh,0.0841603428125381
Frangieh,0.0872891321778297
Frangieh,0.0860763788223266
Frangieh,0.0870571881532669
Frangieh,0.0723911076784133
Frangieh,0.0855370089411735
Frangieh,0.0854710191488266
Frangieh,0.0754729583859443
Frangieh,0.0867567211389541
Frangieh,0.0826899483799934
Frangieh,0.0698151960968971
Frangieh,0.0775230824947357
Frangieh,0.0807991102337837
Frangieh,0.0827214196324348
Frangieh,0.0929449051618576
Frangieh,0.0902886390686035
Frangieh,0.0731443911790847
Frangieh,0.0844535082578659
Frangieh,0.0734788328409195
Frangieh,0.0783534049987793
Frangieh,0.0853714123368263
Frangieh,0.0908512249588966
Frangieh,0.0786628425121307
