cell_line,query_drug,n_cand,query_magnitude,query_auc,energy_rho,mean_cosine_ctrl_rho,mean_cosine_raw_rho,magnitude_only_rho,energydist_vs_candmag_rho
A549,"Fluorouracil (5-Fluoracil, 5-FU)",33.0,4.542837287218879,0.760524,-0.3549465240641711,0.0317513368983957,-0.2981283422459893,0.696524064171123,0.4157754010695187
A549,Fulvestrant,33.0,1.4579323694174582,0.977923,-0.643048128342246,-0.3375668449197861,-0.6263368983957219,0.6671122994652406,0.9862967914438504
A549,GSK-LSD1 2HCl,33.0,1.5074151564547704,0.97398,-0.6510695187165776,-0.2309491978609626,-0.6099598930481284,0.6681149732620322,0.9799465240641712
A549,Lenalidomide (CC-5013),33.0,1.3488657555158323,0.972176,-0.6731283422459894,-0.2887700534759359,-0.6590909090909092,0.6674465240641712,0.9939839572192511
A549,"Luminespib (AUY-922, NVP-AUY922)",33.0,1.9753613731372248,0.509277,-0.5748663101604279,0.2941176470588235,-0.5945855614973262,0.7580213903743316,0.884692513368984
A549,Navitoclax (ABT-263),33.0,3.854141764698048,0.873974,-0.5344251336898396,-0.0421122994652406,-0.4618983957219252,0.7052139037433156,0.6493983957219253
A549,Nilotinib (AMN-107),33.0,1.547290008053679,0.960452,-0.6771390374331551,-0.0096925133689839,-0.6741310160427808,0.6674465240641712,0.9689171122994652
A549,Obatoclax Mesylate (GX15-070),33.0,2.699721516808588,0.671246,-0.752673796791444,0.0538101604278074,-0.6951871657754011,0.7185828877005348,0.8358957219251336
A549,PCI-34051,33.0,1.8448017103994925,0.943246,-0.6483957219251337,0.134024064171123,-0.6022727272727274,0.6664438502673797,0.976270053475936
A549,PD173074,33.0,1.6763838700309883,0.959716,-0.6788101604278076,0.1049465240641711,-0.7048796791443851,0.6671122994652406,0.9448529411764708
A549,PFI-1 (PF-6405761),33.0,2.8577445227737366,0.881062,-0.4946524064171123,0.09725935828877,-0.5658422459893048,0.6918449197860963,0.7242647058823529
A549,"Rucaparib (AG-014699,PF-01367338) phosphate",33.0,2.106848087109097,0.981276,-0.4441844919786097,0.2249331550802139,-0.502005347593583,0.6918449197860963,0.7570187165775402
A549,Ruxolitinib (INCB018424),33.0,1.733212321357964,0.942,-0.670120320855615,-0.3963903743315508,-0.6577540106951872,0.6677807486631017,0.97927807486631
A549,Sorafenib Tosylate,33.0,3.923250352361024,0.855526,-0.4665775401069519,0.0795454545454545,-0.4535427807486631,0.7102272727272728,0.6734625668449199
A549,Tanespimycin (17-AAG),33.0,3.8944840369176887,0.527859,-0.3629679144385027,0.3342245989304813,-0.311831550802139,0.688836898395722,0.750668449197861
A549,"Temsirolimus (CCI-779, NSC 683864)",33.0,2.218389931755848,0.774519,-0.6998663101604279,-0.088903743315508,-0.6470588235294118,0.7085561497326204,0.931818181818182
A549,Trametinib (GSK1120212),33.0,4.77192510207286,0.534255,-0.1102941176470588,0.4478609625668449,0.1196524064171122,0.6808155080213905,0.4889705882352942
A549,UNC0379,33.0,4.793461479406719,0.899843,-0.4064171122994652,0.0066844919786096,-0.1985294117647059,0.7269385026737968,0.3860294117647059
A549,Veliparib (ABT-888),33.0,1.3180406968565317,0.977367,-0.6858288770053477,-0.2827540106951872,-0.6664438502673797,0.6664438502673797,0.9919786096256684
A549,XAV-939,33.0,2.3825632317574192,0.942597,-0.625668449197861,0.0695187165775401,-0.5872326203208557,0.6751336898395722,0.901403743315508
A549,ZM 447439,33.0,3.335417215641204,0.828413,-0.2901069518716578,0.1116310160427807,-0.4431818181818182,0.698529411764706,0.5581550802139037
K562,(+)-JQ1,33.0,5.543761392607591,0.892312,-0.2506684491978609,0.4572192513368984,-0.6851604278074866,0.741644385026738,0.2760695187165776
K562,A-366,33.0,1.7753801049890905,0.967305,-0.6761363636363638,0.0939171122994652,-0.7118983957219251,0.7065508021390374,0.9856283422459894
K562,ABT-737,33.0,2.3810772077334232,0.853671,-0.6263368983957219,0.1343582887700534,-0.643716577540107,0.7272727272727273,0.8870320855614974
K562,AZ 960,33.0,2.433860543007289,0.881096,-0.6681149732620322,0.7286096256684492,-0.6570855614973262,0.7259358288770055,0.949866310160428
K562,Alisertib (MLN8237),33.0,4.490972121448748,0.889695,0.4729278074866311,0.7683823529411765,0.4862967914438503,0.7212566844919787,-0.1356951871657754
K562,Avagacestat (BMS-708163),33.0,1.790152630021279,0.980039,-0.7052139037433156,-0.5123663101604279,-0.7449866310160428,0.7002005347593583,0.9622326203208558
K562,BMS-536924,33.0,2.5106885070407503,0.890638,-0.6383689839572193,0.6878342245989305,-0.6460561497326204,0.7212566844919787,0.9411764705882354
K562,BMS-754807,33.0,2.4530893634893696,0.933815,-0.5885695187165776,0.0514705882352941,-0.6440508021390375,0.7058823529411765,0.850601604278075
K562,Bosutinib (SKI-606),33.0,4.369168171328044,0.612954,0.5641711229946524,0.7974598930481285,0.5056818181818182,0.7142379679144385,-0.1363636363636363
K562,Cediranib (AZD2171),33.0,3.5934448028466823,0.839265,-0.1383689839572192,0.7239304812834225,-0.2657085561497326,0.71524064171123,0.5347593582887701
K562,Crizotinib (PF-02341066),33.0,4.905031009850946,0.768596,0.4946524064171123,0.7302807486631017,0.5043449197860963,0.7078877005347595,-0.1828208556149732
K562,Dasatinib,33.0,4.609340048112013,0.204693,0.5902406417112299,0.7997994652406418,0.5882352941176471,0.7122326203208557,-0.2362967914438503
K562,Entinostat (MS-275),33.0,7.1461735418378565,0.905502,-0.4334893048128342,0.4545454545454546,-0.5210561497326203,0.741644385026738,0.3439171122994652
K562,"Fluorouracil (5-Fluoracil, 5-FU)",33.0,1.7699234387773417,0.967441,-0.7222593582887701,-0.3205213903743316,-0.7359625668449199,0.7065508021390374,0.983288770053476
K562,Fulvestrant,33.0,1.964256555293525,0.9906,-0.6193181818181819,0.2122326203208556,-0.6470588235294118,0.7022058823529412,0.9254679144385026
K562,GSK-LSD1 2HCl,33.0,2.736214226146487,0.959105,-0.7272727272727273,-0.2015374331550802,-0.7185828877005348,0.7028743315508021,0.9532085561497328
K562,Lenalidomide (CC-5013),33.0,1.9971127706666725,0.984845,-0.7048796791443851,-0.4278074866310161,-0.7259358288770055,0.7022058823529412,0.9752673796791445
K562,"Luminespib (AUY-922, NVP-AUY922)",33.0,5.175200752231986,0.657193,0.5427807486631017,0.7697192513368984,0.5601604278074868,0.7078877005347595,-0.1961898395721925
K562,Navitoclax (ABT-263),33.0,2.8810810620843426,0.879968,-0.5879010695187166,0.6189839572192514,-0.5828877005347594,0.7199197860962567,0.8893716577540107
K562,Nilotinib (AMN-107),33.0,5.288839706534085,0.411218,0.4776069518716578,0.7533422459893049,0.553475935828877,0.706216577540107,-0.2125668449197861
K562,Obatoclax Mesylate (GX15-070),33.0,4.25151022873376,0.836853,-0.1808155080213904,0.5207219251336899,-0.3509358288770053,0.7092245989304813,0.4679144385026739
K562,PCI-34051,33.0,1.895166213386124,0.985863,-0.636029411764706,0.4217914438502674,-0.6641042780748664,0.7002005347593583,0.9695855614973262
K562,PD173074,33.0,1.9028871115252644,0.980083,-0.6821524064171123,0.241644385026738,-0.6403743315508021,0.7012032085561498,0.9705882352941178
K562,PFI-1 (PF-6405761),33.0,5.511371016192673,0.951003,-0.2901069518716578,0.3415775401069519,-0.6975267379679144,0.7513368983957219,0.304812834224599
K562,"Rucaparib (AG-014699,PF-01367338) phosphate",33.0,1.965139967762592,0.965869,-0.7185828877005348,0.2556818181818182,-0.7399732620320856,0.6951871657754011,0.975601604278075
K562,Ruxolitinib (INCB018424),33.0,1.8887145760751785,0.960993,-0.7035427807486632,-0.1122994652406417,-0.6941844919786097,0.7032085561497327,0.9702540106951872
K562,Sorafenib Tosylate,33.0,3.9268479106560825,0.811684,0.0695187165775401,0.8315508021390374,0.0344251336898395,0.7092245989304813,0.4662433155080214
K562,Tanespimycin (17-AAG),33.0,5.413060270758401,0.789399,0.5564839572192514,0.7637032085561497,0.5370989304812834,0.7092245989304813,-0.2135695187165775
K562,"Temsirolimus (CCI-779, NSC 683864)",33.0,2.205113193303037,0.955521,-0.6981951871657754,0.0170454545454545,-0.7169117647058824,0.6928475935828877,0.952874331550802
K562,Trametinib (GSK1120212),33.0,4.861413409320604,0.892222,0.5852272727272728,0.7897727272727273,0.5584893048128342,0.7286096256684492,-0.2780748663101604
K562,UNC0379,33.0,3.8118266512966414,0.969889,-0.4164438502673797,0.4769385026737968,-0.7239304812834225,0.7372994652406417,0.6457219251336899
K562,Veliparib (ABT-888),33.0,1.8140531908845487,0.986578,-0.6861631016042782,-0.4923128342245989,-0.6935160427807487,0.6955213903743316,0.9779411764705884
K562,XAV-939,33.0,1.8362427628748192,0.9691,-0.7118983957219251,-0.7476604278074866,-0.733957219251337,0.7042112299465241,0.9913101604278076
K562,ZM 447439,33.0,3.196565235777704,0.941913,-0.6233288770053477,-0.2687165775401069,-0.6958556149732621,0.7085561497326204,0.8806818181818182
MCF7,(+)-JQ1,34.0,5.585752288575289,0.679716,0.1000763941940412,0.3274255156608097,0.1315508021390374,0.5501909854851031,0.0346829640947288
MCF7,A-366,34.0,1.2397156069228497,0.9825,-0.5352177234530175,0.1816653934300993,-0.5394957983193277,0.5648586707410237,0.9792207792207792
MCF7,ABT-737,34.0,1.2979756368035975,0.894256,-0.5700534759358289,0.0398777692895339,-0.5660809778456837,0.6149732620320855,0.9566080977845682
MCF7,AZ 960,34.0,1.6864377240405388,0.969584,-0.46646294881589,-0.2369747899159663,-0.4823529411764706,0.5859434682964094,0.710313216195569
MCF7,Alisertib (MLN8237),34.0,1.5594008920273303,0.945417,-0.3842627960275019,0.2831168831168831,-0.3671504965622613,0.5831932773109243,0.7689839572192514
MCF7,Avagacestat (BMS-708163),34.0,1.2505884673163472,0.97997,-0.574025974025974,-0.2898395721925134,-0.5911382734912146,0.5633307868601986,0.9648586707410236
MCF7,BMS-536924,34.0,1.990145684133353,0.927373,-0.4909090909090908,-0.2033613445378151,-0.4802139037433155,0.5923605805958746,0.496103896103896
MCF7,BMS-754807,34.0,2.2218615204133094,0.827285,-0.4456837280366691,-0.1990832696715049,-0.4472116119174942,0.5813598166539343,0.5572192513368983
MCF7,Bosutinib (SKI-606),34.0,2.581583116925376,0.977086,-0.5834988540870893,0.2525592055003819,-0.6299465240641711,0.6207792207792208,0.6427807486631015
MCF7,Cediranib (AZD2171),34.0,2.631456462078997,0.920564,-0.5657754010695187,-0.2996180290297937,-0.5596638655462185,0.5779984721161191,0.4215431627196332
MCF7,Crizotinib (PF-02341066),34.0,2.172864348737676,0.946725,-0.3992360580595874,-0.0710466004583651,-0.4041252864782276,0.5914438502673797,0.546218487394958
MCF7,Dasatinib,34.0,2.5840544535717056,0.983128,-0.5034377387318563,-0.2232238349885408,-0.520855614973262,0.6388082505729564,0.4236822001527883
MCF7,Entinostat (MS-275),34.0,6.441041835020935,0.93085,0.173109243697479,0.4190985485103132,0.2987012987012987,0.60061115355233,0.1034377387318563
MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",34.0,1.186530604807448,0.860799,-0.5819709702062642,0.4582123758594346,-0.5859434682964094,0.6323911382734911,0.9165775401069518
MCF7,Fulvestrant,34.0,3.907260397369497,0.815628,-0.2522536287242169,0.4624904507257448,-0.1838044308632543,0.5559969442322383,0.7155080213903742
MCF7,GSK-LSD1 2HCl,34.0,1.1016138603762868,0.971199,-0.5871657754010694,0.0160427807486631,-0.575553857906799,0.5737203972498089,0.9630252100840334
MCF7,Lenalidomide (CC-5013),34.0,0.985627245045498,0.98008,-0.5116883116883116,-0.0007639419404125,-0.5358288770053476,0.5547746371275782,0.975553857906799
MCF7,"Luminespib (AUY-922, NVP-AUY922)",34.0,3.236525253766631,0.717916,-0.4181818181818181,-0.0655462184873949,-0.3879297173414819,0.5556913674560733,0.3008403361344537
MCF7,Navitoclax (ABT-263),34.0,1.7937388820465372,0.859172,-0.4976317799847212,0.2962566844919785,-0.4832696715049656,0.5880825057295646,0.9275783040488922
MCF7,Nilotinib (AMN-107),34.0,1.3361057512148262,0.876889,-0.5312452253628723,0.013903743315508,-0.5385790679908327,0.6149732620320855,0.948357524828113
MCF7,Obatoclax Mesylate (GX15-070),34.0,3.638578854469226,0.693005,-0.1260504201680672,0.3775401069518715,-0.0646294881588999,0.5544690603514133,0.4551566080977846
MCF7,PCI-34051,34.0,1.3562622571640226,0.97438,-0.547135217723453,0.0909090909090909,-0.5312452253628723,0.5844155844155844,0.945301757066463
MCF7,PD173074,34.0,1.0565769214016891,0.983312,-0.5352177234530175,0.041405653170359,-0.5333842627960275,0.5465240641711229,0.9587471352177234
MCF7,PFI-1 (PF-6405761),34.0,5.534206523915738,0.902744,0.1364400305576776,0.3402597402597402,0.1596638655462184,0.5902215431627196,0.0466004583651642
MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate",34.0,1.2975955238154364,0.972229,-0.5526355996944232,0.2987012987012987,-0.5535523300229183,0.5737203972498089,0.9856378915202444
MCF7,Ruxolitinib (INCB018424),34.0,1.4584862192186998,0.970127,-0.5058823529411766,0.2064171122994652,-0.521466768525592,0.5810542398777693,0.945912910618793
MCF7,Sorafenib Tosylate,34.0,3.2959463447376547,0.805326,-0.1941940412528647,0.3191749427043544,-0.1893048128342246,0.5556913674560733,0.5587471352177235
MCF7,Tanespimycin (17-AAG),34.0,3.2999623590180067,0.822561,-0.4044308632543927,-0.1679144385026738,-0.3928189457601221,0.5550802139037433,0.3387318563789152
MCF7,"Temsirolimus (CCI-779, NSC 683864)",34.0,1.641136083900922,0.835436,-0.4783804430863254,0.0988540870893811,-0.4768525592055004,0.5920550038197097,0.8279602750190985
MCF7,"Tozasertib (VX-680, MK-0457)",34.0,1.40775683020696,0.933808,-0.442627960275019,0.0771581359816653,-0.4493506493506493,0.5874713521772346,0.8462948815889991
MCF7,Trametinib (GSK1120212),34.0,2.5599135090641947,0.979691,-0.4792971734148204,-0.2161955691367456,-0.4957983193277311,0.6207792207792208,0.5239113827349121
MCF7,UNC0379,34.0,3.202973191577904,0.934314,-0.2983957219251337,0.386707410236822,-0.2901451489686784,0.5850267379679144,0.4747135217723453
MCF7,Veliparib (ABT-888),34.0,1.0987084670511718,0.973617,-0.5291061879297173,0.1382734912146676,-0.5636363636363636,0.5703590527119938,0.974637127578304
MCF7,XAV-939,34.0,1.353452991005488,0.972697,-0.4527119938884644,0.174942704354469,-0.4722689075630252,0.5819709702062642,0.943773873185638
MCF7,ZM 447439,34.0,1.4248537107145869,0.931153,-0.4569900687547746,-0.0181818181818181,-0.4371275783040488,0.5874713521772346,0.7796791443850267
