split_type,cell_line,heldout_drug,observed_library_fraction,seed,recommendation_mode,regret_reduction
leave_drug_out,MCF7,Cimetidine,1.0,2,DART_recommended,0.08322429656982429
leave_drug_out,MCF7,Navitoclax (ABT-263),1.0,2,DART_recommended,0.0862159729003906
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,2,DART_recommended,0.1190042495727539
leave_drug_out,MCF7,Quercetin,1.0,2,DART_recommended,-0.019442558288574198
leave_drug_out,MCF7,Altretamine,1.0,2,DART_recommended,0.3480787277221679
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,2,DART_recommended,-0.007547378540039007
leave_drug_out,MCF7,Thiotepa,1.0,2,DART_recommended,2.0845746994018555
leave_drug_out,MCF7,S3I-201,1.0,2,mean_or_no_call,0.007076263427734403
leave_drug_out,MCF7,TMP195,1.0,2,DART_recommended,-0.005506515502929604
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,2,DART_recommended,0.8306026458740234
leave_drug_out,MCF7,PF-3845,1.0,2,DART_recommended,0.07816791534423831
leave_drug_out,MCF7,PD98059,1.0,2,DART_recommended,0.0570974349975585
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,2,DART_recommended,0.6405735015869142
leave_drug_out,MCF7,TGX-221,1.0,2,DART_recommended,-0.2488317489624024
leave_drug_out,MCF7,GSK J1,1.0,2,mean_or_no_call,0.3514623641967773
leave_drug_out,MCF7,UNC0631,1.0,2,DART_recommended,0.22718715667724618
leave_drug_out,MCF7,Obatoclax Mesylate (GX15-070),1.0,2,DART_recommended,0.021385192871093698
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,2,DART_recommended,0.20310020446777344
leave_drug_out,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,2,DART_recommended,0.5930862426757812
leave_drug_out,MCF7,"Cerdulatinib (PRT062070, PRT2070)",1.0,2,DART_recommended,0.1108865737915039
leave_drug_out,MCF7,Busulfan,1.0,2,DART_recommended,0.09800910949707026
leave_drug_out,MCF7,Barasertib (AZD1152-HQPA),1.0,2,DART_recommended,0.0509424209594727
leave_MoA_out,MCF7,MK-0752,0.9893617021276596,2,mean_or_no_call,0.2259988784790039
leave_MoA_out,MCF7,Navitoclax (ABT-263),0.9680851063829788,2,DART_recommended,-0.0890893936157226
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,2,DART_recommended,0.1262292861938477
leave_MoA_out,MCF7,Fulvestrant,0.973404255319149,2,DART_recommended,0.2130661010742188
leave_MoA_out,MCF7,Ramelteon,0.9893617021276596,2,DART_recommended,0.13646411895751948
leave_MoA_out,MCF7,Sorafenib Tosylate,0.9787234042553192,2,DART_recommended,1.793156623840332
leave_MoA_out,MCF7,SRT2104 (GSK2245840),0.8723404255319149,2,DART_recommended,-0.048867225646972615
leave_MoA_out,MCF7,UNC0631,0.7978723404255319,2,DART_recommended,0.2495279312133789
partial_library,MCF7,batch,0.2,2,DART_recommended,0.0
partial_library,MCF7,batch,0.4,2,DART_recommended,-0.0162296295166015
partial_library,MCF7,batch,0.6,2,DART_recommended,0.10447120666503909
leave_drug_out,MCF7,Selisistat (EX 527),1.0,3,DART_recommended,0.0
leave_drug_out,MCF7,PHA-680632,1.0,3,mean_or_no_call,0.1769886016845704
leave_drug_out,MCF7,AG-490 (Tyrphostin B42),1.0,3,DART_recommended,-0.1423616409301757
leave_drug_out,MCF7,GSK1070916,1.0,3,DART_recommended,0.11329460144042969
leave_drug_out,MCF7,Busulfan,1.0,3,DART_recommended,-0.0007858276367186945
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,3,DART_recommended,1.785586357116699
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,3,DART_recommended,0.1915845870971679
leave_drug_out,MCF7,Barasertib (AZD1152-HQPA),1.0,3,DART_recommended,0.041664123535156306
leave_drug_out,MCF7,Epothilone A,1.0,3,DART_recommended,0.8851308822631835
leave_drug_out,MCF7,Resminostat,1.0,3,DART_recommended,0.6556081771850586
leave_drug_out,MCF7,Decitabine,1.0,3,DART_recommended,0.4367856979370117
leave_drug_out,MCF7,JNJ-7706621,1.0,3,DART_recommended,0.0196733474731446
leave_drug_out,MCF7,PD173074,1.0,3,DART_recommended,0.065333366394043
leave_drug_out,MCF7,AG-14361,1.0,3,mean_or_no_call,-0.060132980346679604
leave_drug_out,MCF7,BMS-536924,1.0,3,DART_recommended,0.28005409240722656
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,3,DART_recommended,0.18442344665527338
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,3,DART_recommended,0.4200773239135742
leave_drug_out,MCF7,G007-LK,1.0,3,DART_recommended,0.21683025360107422
leave_drug_out,MCF7,Ki16425,1.0,3,DART_recommended,0.33194923400878906
leave_drug_out,MCF7,S-Ruxolitinib (INCB018424),1.0,3,mean_or_no_call,-0.009790420532226597
leave_drug_out,MCF7,Celecoxib,1.0,3,DART_recommended,0.0
leave_drug_out,MCF7,Panobinostat (LBH589),1.0,3,mean_sufficient,1.8804588317871092
leave_drug_out,MCF7,Tazemetostat (EPZ-6438),1.0,3,DART_recommended,0.0627641677856445
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,3,DART_recommended,0.0
leave_drug_out,MCF7,RG108,1.0,3,DART_recommended,0.0494594573974609
leave_drug_out,MCF7,PF-573228,1.0,3,DART_recommended,-0.04791259765625
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,3,DART_recommended,0.07952785491943361
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,3,DART_recommended,1.664396286010742
leave_drug_out,MCF7,Ofloxacin,1.0,3,DART_recommended,0.1124610900878906
leave_drug_out,MCF7,Amisulpride,1.0,3,DART_recommended,0.1377458572387696
leave_drug_out,MCF7,Meprednisone,1.0,3,DART_recommended,0.023366928100585903
leave_drug_out,MCF7,AZD1480,1.0,3,DART_recommended,-0.1388654708862305
leave_drug_out,MCF7,Droxinostat,1.0,3,DART_recommended,0.13793754577636722
leave_drug_out,MCF7,Sirtinol,1.0,3,DART_recommended,0.06497573852539071
leave_drug_out,MCF7,Danusertib (PHA-739358),1.0,3,DART_recommended,0.2636356353759765
leave_drug_out,MCF7,Dacinostat (LAQ824),1.0,3,mean_sufficient,0.0
leave_drug_out,MCF7,XAV-939,1.0,3,DART_recommended,0.010566711425781194
leave_drug_out,MCF7,BMS-754807,1.0,3,DART_recommended,0.1156063079833984
leave_drug_out,MCF7,PFI-1 (PF-6405761),1.0,3,DART_recommended,1.0391731262207031
leave_drug_out,MCF7,Quercetin,1.0,3,DART_recommended,2.275715827941894
leave_MoA_out,MCF7,PD173074,0.9414893617021276,3,DART_recommended,0.1387252807617188
leave_MoA_out,MCF7,Sodium Phenylbutyrate,0.8723404255319149,3,DART_recommended,-0.0006904602050782083
leave_MoA_out,MCF7,Danusertib (PHA-739358),0.8882978723404256,3,DART_recommended,-0.006194114685058594
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,3,DART_recommended,0.1238632202148437
leave_MoA_out,MCF7,Trametinib (GSK1120212),0.9787234042553192,3,DART_recommended,0.0
leave_MoA_out,MCF7,PF-3845,0.973404255319149,3,DART_recommended,-0.0049791336059570035
leave_MoA_out,MCF7,Divalproex Sodium,0.9893617021276596,3,DART_recommended,0.13920879364013677
leave_MoA_out,MCF7,SB431542,0.9840425531914894,3,DART_recommended,-0.0282678604125976
partial_library,MCF7,batch,0.2,3,DART_recommended,-0.0202913284301757
partial_library,MCF7,batch,0.4,3,DART_recommended,0.0
partial_library,MCF7,batch,0.6,3,DART_recommended,0.2519111633300781
leave_drug_out,MCF7,SRT3025 HCl,1.0,4,DART_recommended,0.0
leave_drug_out,MCF7,Divalproex Sodium,1.0,4,DART_recommended,0.0704421997070312
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,4,DART_recommended,0.10662364959716802
leave_drug_out,MCF7,Ofloxacin,1.0,4,DART_recommended,0.12478446960449219
leave_drug_out,MCF7,Sorafenib Tosylate,1.0,4,DART_recommended,0.0
leave_drug_out,MCF7,Epothilone A,1.0,4,DART_recommended,0.21535873413085943
leave_drug_out,MCF7,Ki8751,1.0,4,DART_recommended,0.150681495666504
leave_drug_out,MCF7,ENMD-2076,1.0,4,mean_or_no_call,0.37379074096679693
leave_drug_out,MCF7,AT9283,1.0,4,mean_or_no_call,0.29260444641113276
leave_drug_out,MCF7,CEP-33779,1.0,4,DART_recommended,0.09986209869384768
leave_drug_out,MCF7,Ramelteon,1.0,4,DART_recommended,0.0
leave_drug_out,MCF7,Motesanib Diphosphate (AMG-706),1.0,4,DART_recommended,0.1518278121948242
leave_drug_out,MCF7,Azacitidine,1.0,4,DART_recommended,1.125636100769043
leave_drug_out,MCF7,WP1066,1.0,4,DART_recommended,1.569692611694336
leave_drug_out,MCF7,Tie2 kinase inhibitor,1.0,4,DART_recommended,0.1182632446289063
leave_drug_out,MCF7,Trametinib (GSK1120212),1.0,4,DART_recommended,0.0
leave_drug_out,MCF7,SB431542,1.0,4,mean_or_no_call,0.1292858123779297
leave_drug_out,MCF7,Cimetidine,1.0,4,DART_recommended,0.0
leave_drug_out,MCF7,G007-LK,1.0,4,DART_recommended,0.08080005645751953
leave_drug_out,MCF7,UNC0379,1.0,4,DART_recommended,-0.02011680603027341
leave_drug_out,MCF7,Streptozotocin (STZ),1.0,4,DART_recommended,0.08149337768554688
leave_drug_out,MCF7,Raltitrexed,1.0,4,DART_recommended,0.20312976837158203
leave_drug_out,MCF7,Flavopiridol HCl,1.0,4,DART_recommended,0.41554164886474615
leave_drug_out,MCF7,Sodium Phenylbutyrate,1.0,4,DART_recommended,0.016955375671386698
leave_drug_out,MCF7,Ivosidenib (AG-120),1.0,4,DART_recommended,-0.021156311035156306
leave_drug_out,MCF7,Lomustine,1.0,4,mean_or_no_call,0.050421714782714816
leave_drug_out,MCF7,Quercetin,1.0,4,DART_recommended,-0.052985191345214885
leave_drug_out,MCF7,NVP-BSK805 2HCl,1.0,4,DART_recommended,0.015902519226074205
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,4,DART_recommended,0.2078084945678711
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,4,DART_recommended,0.8115444183349612
leave_drug_out,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,4,DART_recommended,0.0
leave_drug_out,MCF7,Nilotinib (AMN-107),1.0,4,DART_recommended,0.2060108184814453
leave_drug_out,MCF7,S3I-201,1.0,4,mean_or_no_call,0.0921096801757813
leave_drug_out,MCF7,GSK1070916,1.0,4,DART_recommended,-0.11322021484375001
leave_drug_out,MCF7,INO-1001 (3-Aminobenzamide),1.0,4,DART_recommended,0.0683784484863282
leave_drug_out,MCF7,AZD1480,1.0,4,DART_recommended,-0.08911037445068361
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,4,DART_recommended,0.13932323455810539
leave_drug_out,MCF7,BMS-911543,1.0,4,DART_recommended,0.2459917068481446
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,4,DART_recommended,0.9275474548339844
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,4,DART_recommended,0.1285429000854493
leave_MoA_out,MCF7,Sorafenib Tosylate,0.9787234042553192,4,DART_recommended,0.2659168243408203
leave_MoA_out,MCF7,Pracinostat (SB939),0.9361702127659576,4,DART_recommended,1.4992313385009766
leave_MoA_out,MCF7,AZD1480,0.8936170212765957,4,DART_recommended,-0.0470838546752929
leave_MoA_out,MCF7,ZM 447439,0.8882978723404256,4,DART_recommended,0.3264665603637696
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,4,mean_or_no_call,0.023000717163085993
leave_MoA_out,MCF7,Mesna,0.9787234042553192,4,DART_recommended,0.08298015594482419
leave_MoA_out,MCF7,Thalidomide,0.9893617021276596,4,DART_recommended,0.07232475280761719
leave_MoA_out,MCF7,"Temsirolimus (CCI-779, NSC 683864)",0.9840425531914894,4,DART_recommended,0.07900619506835939
partial_library,MCF7,batch,0.2,4,DART_recommended,0.1074962615966796
partial_library,MCF7,batch,0.4,4,DART_recommended,0.0
partial_library,MCF7,batch,0.6,4,DART_recommended,0.8605356216430665
