cell_line,drug,n_per_arm,A_sup,A_unsup
A-427,Elimusertib hydrochloride,272,0.9558823529411764,0.5477941176470589
A-427,Encorafenib,300,0.94,0.7983333333333333
A-427,Erdafitinib ,300,0.7266666666666667,0.5766666666666667
A-427,Everolimus,300,0.6283333333333333,0.5016666666666667
A-427,Futibatinib,300,0.7133333333333334,0.5716666666666667
A-427,GSK1059615,171,0.9239766081871345,0.5614035087719298
A-427,Gemcitabine,300,0.6816666666666666,0.515
A-427,HI-TOPK-032,300,0.9216666666666666,0.605
A-427,Hydroxyfasudil,300,0.7216666666666667,0.5616666666666666
A-427,IQ 1,300,0.7733333333333333,0.5216666666666666
A-427,Infigratinib,300,0.8433333333333334,0.6016666666666667
A-427,Ipatasertib,300,0.83,0.6216666666666667
A-427,Irinotecan,300,0.77,0.5683333333333334
A-427,Ixazomib,251,0.8844621513944223,0.5876494023904382
A-427,LB-100,300,0.6683333333333333,0.5166666666666666
A-427,LJI308,300,0.73,0.6066666666666667
A-427,LY-2584702 (tosylate salt),268,0.8097014925373134,0.6100746268656716
A-427,LY2090314,300,0.61,0.5866666666666667
A-427,Lapatinib ditosylate,300,0.6783333333333333,0.5533333333333333
A-427,Lonafarnib,171,0.9766081871345028,0.6578947368421053
A-427,MK-3903,300,0.7816666666666666,0.5133333333333333
A-427,MK-8353,300,0.6633333333333333,0.5383333333333333
A-427,ML264,300,0.77,0.56
A-427,Methylprednisolone succinate,300,0.755,0.5033333333333334
A-427,Minodronic acid,300,0.7166666666666667,0.53
A-427,NG25,300,0.95,0.7183333333333334
A-427,NVP-BHG712,300,0.7583333333333333,0.56
A-427,OTS514,300,0.7516666666666667,0.5183333333333333
A-427,Oleic acid,300,0.5933333333333334,0.5366666666666666
A-427,Oxaliplatin,300,0.6516666666666666,0.515
A-427,PF-06260933,300,0.8683333333333333,0.665
A-427,PH-797804,171,0.9736842105263158,0.956140350877193
A-427,Paclitaxel,300,0.875,0.57
A-427,Pemigatinib,300,0.6533333333333333,0.5816666666666667
A-427,Pimitespib,300,0.6666666666666666,0.5133333333333333
A-427,Pralsetinib,300,0.8216666666666667,0.5316666666666667
A-427,RMC-6236,300,0.9533333333333334,0.8033333333333333
A-427,Ralimetinib dimesylate,300,0.7833333333333333,0.5716666666666667
A-427,Regorafenib,300,0.8633333333333333,0.55
A-427,SBI-0640756,300,0.6666666666666666,0.535
A-427,Sapanisertib,300,0.8766666666666667,0.7616666666666667
A-427,Sonidegib,282,0.7145390070921985,0.5886524822695036
A-427,TAK-733,300,0.87,0.575
A-427,TAK-901,154,0.9967532467532468,0.974025974025974
A-427,Temuterkib,300,0.8233333333333334,0.5533333333333333
A-427,Tomivosertib,300,0.7333333333333333,0.5966666666666667
A-427,Torkinib,194,0.7654639175257731,0.5489690721649485
A-427,Trametinib,300,0.9616666666666668,0.8166666666666667
A-427,Tubulin inhibitor 6,300,0.715,0.5466666666666666
A-427,Tucatinib,300,0.7416666666666667,0.535
A-427,ULK-101,300,0.735,0.5016666666666667
A-427,Vemurafenib,300,0.7583333333333333,0.5666666666666667
A-427,Volasertib,300,0.66,0.51
A-427,XRK3F2,300,0.8466666666666667,0.6633333333333333
A-427,c-Kit-IN-1,263,0.8555133079847909,0.6045627376425855
A-427,olaparib,300,0.8133333333333334,0.5433333333333333
A-427,palbociclib,300,0.8266666666666667,0.56
A-427,venetoclax,199,0.949748743718593,0.6432160804020101
A-427,vincristine,300,0.8533333333333334,0.56
A498,4EGI-1,300,0.825,0.5483333333333333
A498,9-ING-41,300,0.7883333333333333,0.5566666666666666
A498,APTO-253,300,0.7583333333333333,0.5316666666666666
A498,AT7519,300,0.69,0.5133333333333333
A498,AZD-7648,300,0.8866666666666667,0.61
A498,AZD-8055,300,0.855,0.6516666666666666
A498,AZD1390,300,0.7983333333333333,0.5016666666666667
A498,AZD2858,253,0.717391304347826,0.5177865612648221
A498,Abemaciclib,300,0.9316666666666666,0.7383333333333333
A498,Adagrasib,300,0.6283333333333333,0.5916666666666667
A498,Afatinib,300,0.8966666666666666,0.5966666666666667
A498,Alpelisib,300,0.85,0.5883333333333334
A498,Anastrozole,300,0.815,0.5416666666666666
A498,BAY1125976,300,0.925,0.6133333333333333
A498,BI-3406,300,0.8533333333333334,0.5416666666666667
A498,BI-78D3,300,0.7583333333333333,0.5033333333333333
A498,Belumosudil (mesylate),300,0.8466666666666667,0.5349999999999999
A498,Belzutifan,300,0.8916666666666667,0.5433333333333333
A498,Bentamapimod,300,0.8616666666666667,0.6116666666666667
A498,Bimiralisib,300,0.9083333333333332,0.7183333333333334
A498,Binimetinib,300,0.885,0.6983333333333333
A498,Bortezomib,182,0.9835164835164836,0.9862637362637364
A498,Brivudine,300,0.9766666666666668,0.955
A498,CP21R7,300,0.6966666666666667,0.5116666666666667
A498,Capivasertib,300,0.705,0.515
A498,Capmatinib,300,0.81,0.5666666666666667
A498,Celecoxib,300,0.6616666666666666,0.52
A498,DT-061,300,0.8166666666666667,0.5716666666666667
A498,DTP3,300,0.8283333333333334,0.5633333333333334
A498,Dabrafenib,300,0.8883333333333333,0.595
A498,ERK5-IN-2,300,0.8983333333333333,0.6216666666666667
A498,ETC-206,300,0.7266666666666667,0.5283333333333333
A498,EX229,300,0.9616666666666668,0.56
A498,Elimusertib hydrochloride,300,0.895,0.5216666666666666
A498,Encorafenib,300,0.9033333333333332,0.6366666666666667
A498,Erdafitinib ,300,0.7933333333333333,0.5033333333333334
A498,Everolimus,300,0.7133333333333334,0.5333333333333333
A498,Futibatinib,300,0.7583333333333333,0.5916666666666667
A498,GSK1059615,300,0.945,0.6066666666666667
A498,Gemcitabine,300,0.7116666666666667,0.5016666666666667
A498,HI-TOPK-032,300,0.94,0.5133333333333333
A498,Hydroxyfasudil,300,0.665,0.5033333333333334
A498,IQ 1,300,0.8,0.505
A498,Infigratinib,300,0.8416666666666667,0.5066666666666666
A498,Ipatasertib,300,0.875,0.5583333333333333
A498,Irinotecan,300,0.8166666666666667,0.53
A498,Ixazomib,300,0.93,0.605
A498,LB-100,300,0.6666666666666666,0.51
A498,LJI308,300,0.765,0.5633333333333334
A498,LY-2584702 (tosylate salt),300,0.79,0.5633333333333334
A498,LY2090314,300,0.7216666666666667,0.6033333333333334
A498,Lapatinib ditosylate,300,0.71,0.5866666666666667
A498,Lonafarnib,300,0.975,0.5616666666666666
A498,MK-3903,300,0.8316666666666667,0.5666666666666667
A498,MK-8353,300,0.7083333333333334,0.5066666666666667
A498,ML264,300,0.8066666666666666,0.52
A498,Methylprednisolone succinate,300,0.6816666666666666,0.5033333333333333
A498,Minodronic acid,300,0.7466666666666667,0.5433333333333333
A498,NG25,300,0.925,0.5383333333333333
A498,NVP-BHG712,300,0.83,0.58
A498,OTS514,300,0.8166666666666667,0.535
A498,Oleic acid,300,0.7366666666666667,0.5216666666666666
A498,Oxaliplatin,300,0.7133333333333334,0.5166666666666666
A498,PF-06260933,300,0.9183333333333332,0.7033333333333334
A498,PH-797804,300,0.9166666666666666,0.6066666666666667
A498,Paclitaxel,300,0.8733333333333333,0.5383333333333333
A498,Pemigatinib,300,0.75,0.5266666666666666
A498,Pimitespib,300,0.8866666666666667,0.5283333333333333
A498,Pralsetinib,300,0.91,0.5066666666666666
A498,RMC-6236,300,0.9166666666666666,0.6733333333333333
A498,Ralimetinib dimesylate,300,0.8233333333333334,0.6016666666666667
A498,Regorafenib,300,0.7983333333333333,0.5583333333333333
A498,SBI-0640756,300,0.8033333333333333,0.5383333333333333
A498,Sapanisertib,300,0.9333333333333332,0.56
A498,Sonidegib,300,0.7766666666666666,0.6066666666666667
A498,TAK-733,300,0.9716666666666668,0.865
A498,TAK-901,300,0.9883333333333332,0.96
A498,Temuterkib,300,0.8483333333333334,0.6283333333333334
A498,Tomivosertib,300,0.7283333333333334,0.5916666666666667
A498,Torkinib,272,0.7334558823529411,0.5036764705882353
A498,Trametinib,300,0.8966666666666666,0.6066666666666667
A498,Tubulin inhibitor 6,300,0.63,0.515
A498,Tucatinib,300,0.835,0.6066666666666667
A498,ULK-101,300,0.73,0.5433333333333333
A498,Vemurafenib,300,0.785,0.6
A498,Volasertib,300,0.7433333333333333,0.515
A498,XRK3F2,300,0.8,0.6
A498,c-Kit-IN-1,300,0.9633333333333334,0.5033333333333333
A498,olaparib,300,0.7916666666666666,0.5233333333333333
A498,palbociclib,300,0.84,0.6383333333333333
A498,venetoclax,300,0.9566666666666668,0.5833333333333334
A498,vincristine,300,0.8666666666666667,0.52
A549,4EGI-1,300,0.77,0.5433333333333333
A549,9-ING-41,300,0.7516666666666667,0.5449999999999999
A549,APTO-253,300,0.715,0.5483333333333333
A549,AT7519,300,0.5983333333333334,0.5333333333333333
A549,AZD-7648,300,0.875,0.6133333333333333
A549,AZD-8055,300,0.8416666666666667,0.6
A549,AZD1390,300,0.7816666666666666,0.5033333333333334
A549,AZD2858,300,0.695,0.5383333333333333
A549,Abemaciclib,300,0.9333333333333332,0.6916666666666667
A549,Adagrasib,300,0.59,0.5283333333333333
A549,Afatinib,300,0.9216666666666666,0.66
A549,Alpelisib,300,0.8583333333333333,0.5766666666666667
A549,Anastrozole,300,0.7533333333333333,0.5066666666666666
A549,BAY1125976,300,0.8766666666666667,0.62
A549,BI-3406,300,0.9233333333333332,0.5883333333333334
A549,BI-78D3,300,0.7016666666666667,0.535
A549,Belumosudil (mesylate),300,0.765,0.5566666666666666
A549,Belzutifan,300,0.9116666666666666,0.57
A549,Bentamapimod,300,0.79,0.5366666666666666
A549,Bimiralisib,300,0.9566666666666668,0.7233333333333334
A549,Binimetinib,300,0.9166666666666666,0.665
A549,Bortezomib,300,0.9966666666666668,0.9283333333333332
A549,Brivudine,300,0.9866666666666668,0.8483333333333334
A549,CP21R7,300,0.7183333333333334,0.56
A549,Capivasertib,300,0.71,0.5083333333333333
A549,Capmatinib,300,0.8666666666666667,0.5233333333333333
A549,Celecoxib,300,0.6433333333333333,0.5316666666666667
A549,DT-061,300,0.7916666666666666,0.575
A549,DTP3,300,0.725,0.5516666666666667
A549,Dabrafenib,300,0.82,0.6166666666666667
A549,ERK5-IN-2,300,0.825,0.5466666666666666
A549,ETC-206,300,0.6916666666666667,0.505
A549,EX229,300,0.945,0.63
A549,Elimusertib hydrochloride,300,0.9433333333333334,0.5466666666666666
A549,Encorafenib,300,0.875,0.615
A549,Erdafitinib ,300,0.74,0.57
A549,Everolimus,300,0.7083333333333334,0.5033333333333334
A549,Futibatinib,300,0.7616666666666667,0.6583333333333333
A549,GSK1059615,300,0.9066666666666666,0.5549999999999999
A549,Gemcitabine,300,0.7233333333333334,0.5416666666666667
A549,HI-TOPK-032,300,0.89,0.69
A549,Hydroxyfasudil,300,0.6633333333333333,0.5033333333333334
A549,IQ 1,300,0.77,0.5383333333333333
A549,Infigratinib,300,0.78,0.5116666666666667
A549,Ipatasertib,300,0.8283333333333334,0.5116666666666667
A549,Irinotecan,300,0.7566666666666667,0.5133333333333333
A549,Ixazomib,300,0.9166666666666666,0.61
A549,LB-100,300,0.6666666666666666,0.5083333333333333
A549,LJI308,300,0.7266666666666667,0.5233333333333333
A549,LY-2584702 (tosylate salt),222,0.7319819819819819,0.5337837837837838
A549,LY2090314,300,0.6966666666666667,0.6316666666666667
A549,Lapatinib ditosylate,300,0.685,0.5283333333333333
A549,Lonafarnib,300,0.9766666666666668,0.8566666666666667
A549,MK-3903,300,0.8,0.555
A549,MK-8353,300,0.6616666666666666,0.5233333333333333
A549,ML264,300,0.75,0.5333333333333333
A549,Methylprednisolone succinate,300,0.6433333333333333,0.505
A549,Minodronic acid,300,0.71,0.5333333333333333
A549,NG25,300,0.9166666666666666,0.78
A549,NVP-BHG712,300,0.7183333333333334,0.5666666666666667
A549,OTS514,300,0.7733333333333333,0.5883333333333334
A549,Oleic acid,300,0.7166666666666667,0.5766666666666667
A549,Oxaliplatin,300,0.7066666666666667,0.53
A549,PF-06260933,300,0.805,0.5083333333333333
A549,PH-797804,300,0.9283333333333332,0.7933333333333333
A549,Paclitaxel,300,0.835,0.5466666666666666
A549,Pemigatinib,300,0.6533333333333333,0.5833333333333333
A549,Pimitespib,300,0.7866666666666666,0.5016666666666667
A549,Pralsetinib,300,0.8633333333333333,0.555
A549,RMC-6236,300,0.9666666666666668,0.7333333333333334
A549,Ralimetinib dimesylate,300,0.7966666666666666,0.55
A549,Regorafenib,300,0.7883333333333333,0.5083333333333333
A549,SBI-0640756,300,0.7316666666666667,0.5166666666666666
A549,Sapanisertib,300,0.84,0.6133333333333333
A549,Sonidegib,300,0.6466666666666666,0.565
A549,TAK-733,300,0.93,0.7783333333333333
A549,TAK-901,300,0.9966666666666668,0.9883333333333332
A549,Temuterkib,300,0.8066666666666666,0.6066666666666667
A549,Tomivosertib,300,0.69,0.595
A549,Torkinib,300,0.7566666666666667,0.5033333333333334
A549,Trametinib,300,0.965,0.7033333333333334
A549,Tubulin inhibitor 6,300,0.685,0.5016666666666667
A549,Tucatinib,300,0.7383333333333333,0.5016666666666667
A549,ULK-101,300,0.7033333333333334,0.5083333333333333
A549,Vemurafenib,300,0.73,0.5466666666666666
A549,Volasertib,300,0.6433333333333333,0.5366666666666666
A549,XRK3F2,300,0.785,0.595
A549,c-Kit-IN-1,300,0.9283333333333332,0.6733333333333333
A549,olaparib,300,0.7466666666666667,0.5116666666666667
A549,palbociclib,300,0.8433333333333334,0.6233333333333333
A549,venetoclax,300,0.945,0.8283333333333334
A549,vincristine,300,0.82,0.6733333333333333
AN3 CA,4EGI-1,150,0.6866666666666666,0.56
AN3 CA,9-ING-41,300,0.7333333333333333,0.5933333333333333
AN3 CA,APTO-253,300,0.6016666666666667,0.5916666666666667
AN3 CA,AZD-7648,280,0.6607142857142857,0.5964285714285714
AN3 CA,AZD-8055,233,0.7274678111587983,0.5708154506437768
AN3 CA,AZD1390,205,0.6853658536585366,0.5195121951219512
AN3 CA,AZD2858,139,0.5035971223021583,0.60431654676259
AN3 CA,Abemaciclib,297,0.7794612794612794,0.5942760942760943
AN3 CA,Adagrasib,155,0.5870967741935483,0.567741935483871
AN3 CA,Afatinib,300,0.8233333333333334,0.605
AN3 CA,Alpelisib,102,0.6372549019607843,0.5343137254901961
AN3 CA,Anastrozole,287,0.5679442508710801,0.5487804878048781
AN3 CA,BAY1125976,259,0.8243243243243243,0.581081081081081
AN3 CA,BI-3406,300,0.7183333333333334,0.525
AN3 CA,BI-78D3,300,0.6666666666666666,0.5816666666666667
AN3 CA,Belumosudil (mesylate),195,0.6897435897435897,0.5897435897435898
AN3 CA,Belzutifan,205,0.7439024390243902,0.5975609756097561
AN3 CA,Bentamapimod,264,0.7140151515151515,0.5871212121212122
AN3 CA,Bimiralisib,156,0.7724358974358975,0.5352564102564102
AN3 CA,Binimetinib,119,0.7563025210084033,0.5504201680672269
AN3 CA,Brivudine,195,0.8461538461538461,0.5102564102564102
AN3 CA,CP21R7,160,0.659375,0.559375
AN3 CA,Capivasertib,122,0.5614754098360656,0.5532786885245902
AN3 CA,Capmatinib,164,0.725609756097561,0.5152439024390244
AN3 CA,Celecoxib,271,0.5811808118081181,0.5682656826568265
AN3 CA,DT-061,176,0.6306818181818182,0.5710227272727273
AN3 CA,DTP3,115,0.5739130434782609,0.508695652173913
AN3 CA,Dabrafenib,300,0.7616666666666667,0.605
AN3 CA,ERK5-IN-2,300,0.8316666666666667,0.5783333333333334
AN3 CA,ETC-206,276,0.5978260869565217,0.5887681159420289
AN3 CA,EX229,117,0.7948717948717948,0.5
AN3 CA,Elimusertib hydrochloride,147,0.7993197278911565,0.5238095238095238
AN3 CA,Encorafenib,300,0.815,0.6566666666666667
AN3 CA,Erdafitinib ,300,0.575,0.5549999999999999
AN3 CA,Everolimus,300,0.6033333333333334,0.5083333333333333
AN3 CA,Futibatinib,145,0.6344827586206897,0.5482758620689655
AN3 CA,Gemcitabine,294,0.608843537414966,0.5068027210884354
AN3 CA,HI-TOPK-032,300,0.7283333333333334,0.5466666666666666
AN3 CA,Hydroxyfasudil,113,0.6327433628318584,0.5486725663716814
AN3 CA,Infigratinib,148,0.6486486486486487,0.5371621621621622
AN3 CA,Ipatasertib,253,0.8221343873517787,0.5711462450592886
AN3 CA,Irinotecan,300,0.62,0.5033333333333333
AN3 CA,Ixazomib,257,0.6964980544747081,0.6089494163424125
AN3 CA,LB-100,289,0.596885813148789,0.5553633217993079
AN3 CA,LY2090314,300,0.67,0.635
AN3 CA,Lapatinib ditosylate,300,0.5783333333333334,0.5616666666666666
AN3 CA,MK-3903,164,0.7103658536585366,0.5396341463414634
AN3 CA,MK-8353,137,0.5218978102189781,0.5109489051094891
AN3 CA,ML264,300,0.7183333333333334,0.6116666666666667
AN3 CA,Methylprednisolone succinate,300,0.5316666666666666,0.51
AN3 CA,Minodronic acid,246,0.6239837398373984,0.5691056910569106
AN3 CA,NG25,183,0.8387978142076503,0.5546448087431695
AN3 CA,NVP-BHG712,209,0.6435406698564593,0.569377990430622
AN3 CA,Oleic acid,252,0.5138888888888888,0.5694444444444444
AN3 CA,Oxaliplatin,198,0.5732323232323232,0.5328282828282829
AN3 CA,PF-06260933,197,0.8375634517766497,0.5812182741116751
AN3 CA,Paclitaxel,300,0.7783333333333333,0.6
AN3 CA,Pemigatinib,119,0.6260504201680672,0.6008403361344538
AN3 CA,Pimitespib,158,0.5949367088607594,0.5411392405063291
AN3 CA,Pralsetinib,218,0.7018348623853211,0.5412844036697247
AN3 CA,RMC-6236,300,0.855,0.6183333333333334
AN3 CA,Ralimetinib dimesylate,234,0.6346153846153846,0.5769230769230769
AN3 CA,Regorafenib,237,0.6603375527426161,0.5527426160337553
AN3 CA,SBI-0640756,156,0.5993589743589743,0.5384615384615384
AN3 CA,Sapanisertib,300,0.82,0.5433333333333333
AN3 CA,TAK-733,300,0.8133333333333334,0.6033333333333334
AN3 CA,TAK-901,200,0.965,0.5025
AN3 CA,Temuterkib,300,0.7316666666666667,0.585
AN3 CA,Tomivosertib,282,0.6648936170212766,0.5390070921985816
AN3 CA,Trametinib,244,0.8401639344262295,0.5307377049180327
AN3 CA,Tubulin inhibitor 6,188,0.6276595744680851,0.5452127659574468
AN3 CA,Tucatinib,274,0.6094890510948905,0.5255474452554745
AN3 CA,Vemurafenib,300,0.6433333333333333,0.5633333333333334
AN3 CA,Volasertib,170,0.5705882352941176,0.5852941176470587
AN3 CA,XRK3F2,300,0.7166666666666667,0.6116666666666667
AN3 CA,c-Kit-IN-1,230,0.7891304347826087,0.5173913043478261
AN3 CA,olaparib,300,0.6683333333333333,0.55
AN3 CA,palbociclib,220,0.6840909090909091,0.5704545454545454
AN3 CA,venetoclax,202,0.8193069306930693,0.5717821782178217
AN3 CA,vincristine,168,0.8273809523809523,0.5565476190476191
AsPC-1,4EGI-1,300,0.8683333333333333,0.6716666666666666
AsPC-1,9-ING-41,300,0.7416666666666667,0.5166666666666666
AsPC-1,APTO-253,300,0.7616666666666667,0.54
AsPC-1,AT7519,300,0.7366666666666667,0.5016666666666667
AsPC-1,AZD-7648,300,0.9216666666666666,0.8633333333333333
AsPC-1,AZD-8055,300,0.9266666666666666,0.8833333333333333
AsPC-1,AZD1390,300,0.81,0.5083333333333333
AsPC-1,AZD2858,300,0.6866666666666666,0.5033333333333333
AsPC-1,Abemaciclib,300,0.9433333333333334,0.7483333333333333
AsPC-1,Adagrasib,300,0.68,0.5483333333333333
AsPC-1,Afatinib,300,0.9583333333333334,0.9316666666666666
AsPC-1,Alpelisib,300,0.9616666666666668,0.8966666666666666
AsPC-1,Anastrozole,300,0.755,0.55
AsPC-1,BAY1125976,300,0.935,0.8516666666666667
AsPC-1,BI-3406,300,0.9533333333333334,0.9016666666666666
AsPC-1,BI-78D3,300,0.7433333333333333,0.525
AsPC-1,Belumosudil (mesylate),300,0.795,0.645
AsPC-1,Belzutifan,300,0.91,0.5016666666666667
AsPC-1,Bentamapimod,300,0.8216666666666667,0.6183333333333334
AsPC-1,Bimiralisib,300,0.9683333333333334,0.9133333333333332
AsPC-1,Binimetinib,300,0.9533333333333334,0.9233333333333332
AsPC-1,Bortezomib,300,0.9833333333333332,0.9483333333333334
AsPC-1,Brivudine,300,0.975,0.9016666666666666
AsPC-1,CP21R7,300,0.7233333333333334,0.52
AsPC-1,Capivasertib,300,0.73,0.52
AsPC-1,Capmatinib,300,0.9333333333333332,0.88
AsPC-1,Celecoxib,300,0.72,0.5700000000000001
AsPC-1,DT-061,300,0.7983333333333333,0.5833333333333334
AsPC-1,DTP3,300,0.8583333333333333,0.68
AsPC-1,Dabrafenib,300,0.825,0.5433333333333333
AsPC-1,ERK5-IN-2,300,0.8283333333333334,0.5966666666666667
AsPC-1,ETC-206,300,0.735,0.56
