cell_line,query_drug,gdsc_drug,n_cand,query_magnitude,query_auc,energy_rho,energy_rho_uncentered,mean_cosine_ctrl_rho,mean_cosine_ctrl_rho_uncentered,mean_cosine_raw_rho,mean_cosine_raw_rho_uncentered,magnitude_only_rho,magnitude_only_rho_uncentered,magnitude_match_rho,magnitude_match_rho_uncentered,potency_match_rho,potency_match_rho_uncentered,energy_rho_partial_magmatch,oracle_vs_potencymatch_rho
MCF7,Cediranib (AZD2171),Cediranib,34,2.631456462078997,0.920564,0.1944996180290298,0.42704354469060346,0.17708174178762415,0.5446906035141329,0.18013750954927424,0.4297937356760886,-0.15966386554621848,0.08388082505729565,0.03712757830404889,0.33475935828877,-0.10404889228418639,0.13155080213903741,0.21436210847975554,-0.10404889228418639
MCF7,Crizotinib (PF-02341066),Crizotinib,34,2.1728643487376758,0.946725,0.1969442322383499,0.20733384262796029,0.37754010695187157,0.37173414820473644,0.21925133689839568,0.22994652406417113,0.3051184110007639,0.26264323911382736,0.2308632543926661,0.1229946524064171,0.15844155844155844,0.14866310160427806,0.017265087853323147,0.15844155844155844
MCF7,Dasatinib,Dasatinib,34,2.5840544535717056,0.983128,0.25500381970970204,0.38395721925133686,0.17799847211611916,0.4563789152024446,0.27731092436974786,0.41818181818181815,-0.3194805194805195,-0.17280366692131396,-0.04660045836516424,0.12360580595874712,0.4621848739495798,0.3757066462948816,0.28770053475935825,0.4621848739495798
MCF7,Entinostat (MS-275),Entinostat,34,6.441041835020935,0.93085,0.1361344537815126,0.07471352177234529,0.12452253628724218,0.08663101604278074,0.16944232238349885,0.09243697478991594,0.17738731856378911,0.1868601986249045,0.17738731856378911,0.1868601986249045,0.14530175706646295,0.1636363636363636,0.17983193277310922,0.14530175706646295
MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",5-Fluorouracil,34,1.186530604807448,0.860799,-0.29106187929717336,-0.2064171122994652,0.37540106951871655,0.5300229182582123,-0.2987012987012987,-0.21283422459893048,0.4661573720397249,0.4041252864782276,-0.492436974789916,-0.41359816653934295,-0.22658517952635596,-0.08204736440030558,0.2831168831168831,-0.22658517952635596
MCF7,Fulvestrant,Fulvestrant,34,3.907260397369497,0.815628,0.16394194041252863,0.18197097020626432,-0.3420932009167303,-0.20550038197097018,0.017265087853323147,0.062184873949579826,-0.5165775401069518,-0.3619556913674561,-0.4716577540106952,-0.2711993888464476,-0.4502673796791444,-0.4349885408708938,-0.2504201680672269,-0.4502673796791444
MCF7,GSK-LSD1 2HCl,GSK-LSD1-2HCl ,33,1.1016138603762868,0.971199,0.365975935828877,0.30514705882352944,-0.36864973262032086,-0.1574197860962567,0.35394385026737973,0.30280748663101603,-0.42914438502673796,-0.35795454545454547,0.42446524064171126,0.35795454545454547,0.4649064171122995,0.5147058823529412,-0.18282085561497327,0.4649064171122995
MCF7,Lenalidomide (CC-5013),Lenalidomide,34,0.985627245045498,0.98008,0.38059587471352174,0.10802139037433155,0.3152024446142093,0.1367456073338426,0.3747899159663865,0.10557677616501145,-0.35951107715813596,-0.12513368983957218,0.35951107715813596,0.12513368983957218,0.43376623376623374,0.37417876241405656,0.22536287242169592,0.43376623376623374
MCF7,"Luminespib (AUY-922, NVP-AUY922)",Luminespib,34,3.236525253766631,0.717916,0.2782276546982429,0.26325439266615736,0.5370511841100076,0.5312452253628723,0.31642475171886936,0.25317035905271196,0.5061879297173414,0.46462948815889993,0.42582123758594337,0.4047364400305577,0.4783804430863254,0.43743315508021385,0.26906035141329254,0.4783804430863254
MCF7,Navitoclax (ABT-263),Navitoclax,34,1.7937388820465372,0.859172,0.307868601986249,-0.11566080977845683,0.2378915202444614,0.2360580595874713,0.27975553857906793,-0.12085561497326203,-0.2400305576776165,0.1902215431627196,0.11352177234530175,0.06921313980137508,0.04048892284186402,0.15935828877005345,0.3093964858670741,0.04048892284186402
MCF7,Nilotinib (AMN-107),Nilotinib,34,1.3361057512148262,0.876889,0.43896103896103894,-0.10068754774637127,0.2345301757066463,-0.13980137509549273,0.44354469060351404,-0.09824293353705117,-0.43743315508021385,0.006264323911382734,0.27853323147440795,0.08479755538579069,-0.26142093200916733,-0.09213139801375095,0.3964858670741024,-0.26142093200916733
MCF7,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate,33,3.638578854469226,0.693005,-0.2269385026737968,-0.07052139037433156,0.13770053475935828,0.2613636363636364,-0.12433155080213903,-0.04344919786096257,0.5497994652406417,0.456885026737968,0.4391711229946524,0.33689839572192515,0.4679144385026739,0.411764705882353,-0.17413101604278075,0.4679144385026739
MCF7,PCI-34051,PCI-34051,34,1.3562622571640226,0.97438,0.31886936592818943,0.09396485867074102,-0.2935064935064935,0.3485103132161956,0.24125286478227656,0.13857906799083267,-0.43682200152788386,0.03773873185637892,0.23177998472116115,0.07104660045836517,0.4954927425515661,0.02032085561497326,0.1816653934300993,0.4954927425515661
MCF7,PD173074,PD173074,34,1.0565769214016891,0.983312,0.3659281894576012,-0.03162719633307868,-0.21405653170359049,0.4111535523300229,0.35126050420168065,-0.038349885408708935,-0.43223834988540866,0.07746371275783039,0.43682200152788386,-0.07471352177234529,0.5199388846447669,0.3414820473644003,-0.17616501145912908,0.5199388846447669
MCF7,PFI-1 (PF-6405761),PFI-1,34,5.534206523915738,0.902744,0.22750190985485103,0.06585179526355996,0.027349121466768524,-0.015431627196333078,0.13705118411000763,-0.1547746371275783,-0.4056531703590527,0.057601222307104655,-0.4035141329258976,0.06646294881588999,-0.33475935828877,-0.15599694423223834,0.2323911382734912,-0.33475935828877
MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate",Rucaparib,34,1.2975955238154364,0.972229,0.40748663101604277,0.4722689075630252,-0.011153552330022918,0.07349121466768525,0.39220779220779217,0.4649350649350649,-0.42826585179526355,-0.4765469824293353,0.29931245225362874,0.32650878533231475,0.466768525592055,0.5856378915202445,0.23391902215431626,0.466768525592055
MCF7,Ruxolitinib (INCB018424),Ruxolitinib,34,1.4584862192186998,0.970127,0.34087089381207025,0.22505729564553092,-0.07379679144385026,-0.2400305576776165,0.3179526355996944,0.2449197860962567,-0.40259740259740256,-0.33414820473644,0.018792971734148203,0.09763177998472114,0.4212375859434683,0.6183346065699006,0.5199388846447669,0.4212375859434683
MCF7,Sorafenib Tosylate,Sorafenib,34,3.2959463447376547,0.805326,0.40718105423987777,0.03957219251336898,0.21038961038961038,0.28678380443086327,0.4050420168067226,0.04782276546982429,-0.44904507257448434,0.2727272727272727,-0.43621084797555376,0.04751718869365927,-0.15660809778456838,0.39312452253628716,0.4105423987776929,-0.15660809778456838
MCF7,Tanespimycin (17-AAG),Tanespimycin,34,3.2999623590180067,0.822561,0.19083269671504965,0.2608097784568372,0.23147440794499619,0.43743315508021385,0.1917494270435447,0.2864782276546982,-0.0426279602750191,0.24950343773873185,0.10649350649350649,0.2751718869365928,-0.20916730328495034,-0.026126814362108473,0.18288770053475933,-0.20916730328495034
MCF7,"Temsirolimus (CCI-779, NSC 683864)",Temsirolimus,34,1.6411360839009221,0.835436,0.008403361344537815,-0.04140565317035905,-0.31673032849503435,-0.03682200152788388,-0.02459893048128342,-0.06004583651642475,-0.2519480519480519,-0.003819709702062643,-0.18013750954927424,-0.1944996180290298,-0.4087089381207028,-0.29106187929717336,0.2760886172650878,-0.4087089381207028
MCF7,"Tozasertib (VX-680, MK-0457)",Tozasertib,30,1.40775683020696,0.933808,0.01846496106785317,0.0353726362625139,0.4206896551724138,0.35706340378198,0.0020022246941045607,0.038042269187986644,0.260511679644049,0.2520578420467186,-0.06696329254727475,-0.03314794215795328,0.16929922135706338,0.2413793103448276,0.08876529477196884,0.16929922135706338
MCF7,Trametinib (GSK1120212),Trametinib,34,2.5599135090641947,0.979691,0.04751718869365927,0.11504965622612681,0.04660045836516424,0.17769289533995414,0.05943468296409473,0.13949579831932774,-0.2427807486631016,-0.2372803666921314,-0.2293353705118411,-0.1489686783804431,0.2922841864018334,0.35095492742551565,0.1281894576012223,0.2922841864018334
MCF7,UNC0379,UNC0379,33,3.202973191577904,0.934314,0.2650401069518717,0.22760695187165775,0.12065508021390375,0.37065508021390375,0.30848930481283426,0.35294117647058826,-0.25935828877005346,0.080548128342246,-0.38368983957219255,-0.014371657754010697,0.17179144385026737,0.08856951871657755,0.2560160427807487,0.17179144385026737
MCF7,Veliparib (ABT-888),Veliparib,34,1.0987084670511718,0.973617,0.37448433919022156,0.39251336898395717,-0.09579831932773109,-0.2950343773873186,0.3485103132161956,0.39770817417876236,-0.36806722689075627,-0.42062643239113817,0.360733384262796,0.41787624140565316,0.43712757830404886,0.5587471352177235,0.13552330022918258,0.43712757830404886
MCF7,XAV-939,XAV939,34,1.353452991005488,0.972697,0.1929717341482047,0.307563025210084,-0.4157372039724981,-0.23116883116883116,0.226890756302521,0.3283422459893048,-0.3903743315508021,-0.43590527119938877,0.1764705882352941,0.280061115355233,0.46768525592055005,0.5966386554621849,0.004736440030557678,0.46768525592055005
MCF7,ZM 447439,ZM447439,34,1.4248537107145867,0.931153,-0.018792971734148203,0.044766997708174175,0.38762414056531697,0.2901451489686784,0.028265851795263558,0.07715813598166539,0.3842627960275019,0.2974789915966386,-0.16271963330786857,-0.09977081741787625,0.13766233766233765,0.147135217723453,0.08326967150496561,0.13766233766233765
