dataset,cell_line,perturbation,moa,n_cells,sil_raw_k2,var_ratio_k2,gap_best_k,gap_k2,gap_k3,gap_k4,gap_k5,sil_raw_kmeans_k2,sil_pca10_kmeans_k2,sil_pca50_kmeans_k2,sil_gmm2_raw,sil_gmm2_pca50,sil_raw_kmeans_bestk3,sil_response_kmeans_k2,sil_raw_kmeans_bestk4,sil_raw_kmeans_bestk5
SciPlex3,MCF7,Dasatinib,"Bcr-Abl,c-Kit,Src",120,0.04593818262219429,0.054623042958562816,2,1.0008845064463152,0.9891730963922694,0.9381253684122157,0.9680168956531272,0.04593818262219429,0.15657766163349152,0.06229380890727043,0.0420522503554821,0.06065147742629051,0.03811408951878548,0.04593818262219429,,
SciPlex3,MCF7,M344,HDAC,120,0.04013067111372948,0.049430821099147905,3,0.8144513128762707,0.8568953093191389,0.8121412162698682,0.8537996805260359,0.04013067111372948,0.15299269556999207,0.062110599130392075,0.03950111195445061,0.052083805203437805,0.0218584593385458,0.04013067111372948,,
SciPlex3,MCF7,Nintedanib (BIBF 1120),"FGFR,PDGFR,VEGFR",120,0.040847305208444595,0.044332423242878824,2,0.8216465540896767,0.8056572791740333,0.7989507745768822,0.8056715040505829,0.040847305208444595,0.13737843930721283,0.044082604348659515,0.04598867893218994,-1.0,0.027426986023783684,0.0408473014831543,,
SciPlex3,MCF7,Costunolide,Telomerase,120,0.043588798493146896,0.04657138856286771,2,0.9511893091611014,0.9392820177349162,0.9737095526437329,0.9320926542195664,0.043588798493146896,0.14716972410678864,0.06095047667622566,0.02533094398677349,0.04900529608130455,0.04342758655548096,0.0435887947678566,,
SciPlex3,MCF7,ABT-737,Bcl-2,120,0.0863518938422203,0.02943204218819707,2,0.9270559191698702,0.9180990442998898,0.8871354874309443,0.8847962073387983,0.0863518938422203,0.14570468664169312,0.10581567883491516,0.1359691321849823,0.19451503455638885,,0.0863519012928009,,0.030359681695699692
SciPlex3,MCF7,Clevudine ,DNA/RNA Synthesis,120,0.039054740220308304,0.04443799005490085,3,0.8283737619500311,0.8580120383992984,0.8294906562101456,0.8508603049809143,0.039054740220308304,0.12978650629520416,0.05059462785720825,0.026970673352479935,0.05059462785720825,0.02379186637699604,0.039054736495018005,,
SciPlex3,MCF7,SL-327,MEK,120,0.047222573310136795,0.05026908920834862,2,0.9449953671452107,0.9218098502902308,0.8978356992250962,0.9113000822471502,0.047222573310136795,0.1495591700077057,0.06464715301990509,0.04611726477742195,0.06449823081493378,0.046336736530065536,0.047222573310136795,,
SciPlex3,MCF7,PCI-34051,HDAC,120,0.04063669219613075,0.045342558922517734,2,0.8564800046440091,0.8394598810994243,0.821055232829405,0.8096347183914983,0.04063669219613075,0.1395001858472824,0.05275406315922737,0.029272815212607384,0.046112000942230225,0.019922731444239616,0.04063669219613075,,
SciPlex3,MCF7,Ellagic acid,Topoisomerase,120,0.038733433932065964,0.04651586324277755,3,0.8566995378074829,0.9164466241069871,0.8815147886894046,0.8795310295502539,0.038733433932065964,0.13939939439296722,0.05265398696064949,0.035446152091026306,0.04988972470164299,,0.038733433932065964,0.029581623151898384,
SciPlex3,MCF7,SGI-1776 free base,Pim,120,0.04084581881761551,0.050172023001670674,2,0.8204721750077422,0.8186600992363431,0.8051821222096898,0.8130683227094764,0.04084581881761551,0.14573051035404205,0.0564996600151062,0.04690312221646309,0.06571230292320251,0.030737286433577538,0.04084582254290581,,
SciPlex3,MCF7,Crizotinib (PF-02341066),"ALK,c-Met",120,0.050634242594242096,0.05816890690963865,2,0.9181122364375476,0.8840282396134729,0.8863841435900621,0.8890567522034694,0.050634242594242096,0.16792084276676178,0.07424518465995789,0.02837618812918663,0.050594933331012726,0.039405059069395065,0.050634242594242096,,
SciPlex3,MCF7,(+)-JQ1,Epigenetic Reader Domain,120,0.034890066832304,0.039199267344836926,2,0.9250825234010343,0.8863484478445205,0.8797445122119889,0.8824848844505322,0.034890066832304,0.15233676135540009,0.05178551748394966,-0.042243048548698425,0.03293764218688011,0.020194975659251213,0.0348900631070137,,
SciPlex3,MCF7,BMS-911543,JAK,120,0.042350783944129944,0.05066589541711652,3,0.8474582251732077,0.8696933219034779,0.8408110335115193,0.8277172205912962,0.042350783944129944,0.141033336520195,0.05765696242451668,0.03281717002391815,0.05297314375638962,0.028047211468219757,0.042350783944129944,,
SciPlex3,MCF7,Meprednisone,Glucocorticoid Receptor,120,0.04803288355469704,0.03793770032774389,2,0.9203618848198669,0.920972635046585,0.8481467416372706,0.87897769496713,0.04803288355469704,0.14922426640987396,0.05689680948853493,0.015902966260910034,0.03772573918104172,,0.04803287982940674,0.03962595388293266,
SciPlex3,MCF7,"Fedratinib (SAR302503, TG101348)",JAK,120,0.03142867237329483,0.03644011741694738,2,0.9525039240585933,0.9050486627960836,0.9017915108920942,0.9349770504730941,0.03142867237329483,0.14370791614055634,0.0495726652443409,0.034906789660453796,0.05182382091879845,0.03611037880182266,0.03142867609858513,,
SciPlex3,MCF7,AG-490 (Tyrphostin B42),EGFR,120,0.035833921283483505,0.0457498546028169,2,0.8005693801405549,0.7777207508385384,0.7759637807478992,0.7920499987506684,0.035833921283483505,0.12531433999538422,0.04876353591680527,0.05086372792720795,-1.0,0.02052345685660839,0.035833921283483505,,
SciPlex3,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",DNA/RNA Synthesis,120,0.048762235790491104,0.059156311421337746,3,0.8942829829984085,0.9390150398323076,0.9122132376576069,0.9208572698490283,0.048762235790491104,0.15396885573863983,0.0647476390004158,0.04136879742145538,0.0647476390004158,,0.048762235790491104,0.0354338176548481,
SciPlex3,MCF7,S-Ruxolitinib (INCB018424),JAK,120,0.04140419140458107,0.04859969913367095,2,0.9247143330507548,0.917839849857943,0.9002281851956511,0.9075441719489277,0.04140419140458107,0.14716501533985138,0.05610382556915283,0.03861131891608238,0.06166050583124161,0.02974696084856987,0.04140419140458107,,
SciPlex3,MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate",PARP,120,0.041061416268348694,0.04705156443479015,2,0.9032047887502532,0.8418176559669135,0.869030403942082,0.8701725971460927,0.041061416268348694,0.12580148875713348,0.05002639442682266,0.05164184048771858,0.05028833448886871,0.03163231164216995,0.041061416268348694,,
SciPlex3,MCF7,CYC116,"Aurora Kinase,VEGFR",120,0.04906674847006798,0.055843043533487756,2,1.0099051265100591,1.0159462804493735,0.9909585137156167,0.9830829529057947,0.04906674847006798,0.16014805436134338,0.069804348051548,0.06357351690530777,0.053109534084796906,0.05191679671406746,0.049066755920648575,,
SciPlex3,MCF7,"Baricitinib (LY3009104, INCB028050)",JAK,120,0.047122832387685776,0.05701101183322156,2,0.8691189928939416,0.8439931258787468,0.8145118118446035,0.8247863543826384,0.047122832387685776,0.15492576360702515,0.06326629221439362,0.03794766962528229,0.06258098781108856,0.034410178661346436,0.047122832387685776,,
SciPlex3,MCF7,Zileuton,Lipoxygenase,120,0.0497770719230175,0.04269796587284721,2,0.888339988550154,0.8932836259565899,0.9054356363875051,0.9111917926292072,0.0497770719230175,0.13423113524913788,0.04547705501317978,0.042826518416404724,0.06518414616584778,,0.0497770719230175,0.030759159475564957,
SciPlex3,MCF7,FLLL32,JAK,120,0.04002256318926811,0.04631694364227672,2,1.0458593620366123,1.0355319632078075,0.9979182454037385,1.0083292066677298,0.04002256318926811,0.15829476714134216,0.040633320808410645,0.20229406654834747,0.2706318199634552,,0.04002256318926811,0.03553038090467453,
SciPlex3,MCF7,MK-0752,"Beta Amyloid,Gamma-secretase",120,0.049899742007255554,0.059185959546257556,2,0.9893470797378843,0.977893904780359,0.946760988388915,0.9479360454068164,0.049899742007255554,0.15862448513507843,0.06640921533107758,0.03672666475176811,0.06638301908969879,0.029898902401328087,0.04989974573254585,,
SciPlex3,MCF7,Busulfan ,DNA alkylator,120,0.03786236420273781,0.0471156872205646,2,0.9275399656787098,0.9176285640940467,0.8692295869736579,0.8888895826490408,0.03786236420273781,0.12697242200374603,0.04988650605082512,0.03508593514561653,0.04994266480207443,0.03416931629180908,0.03786236420273781,,
SciPlex3,MCF7,Rigosertib (ON-01910),PLK,120,0.05705496296286583,0.06438826659876595,3,0.8430972980563372,0.9058874490019218,0.9069122887792656,0.8956374089834025,0.05705496296286583,0.1832163780927658,0.07797911763191223,0.05426059663295746,0.07559917122125626,0.033565934747457504,0.05705496296286583,,
SciPlex3,MCF7,Givinostat (ITF2357),HDAC,120,0.04752347990870476,0.049810096872082925,2,0.9457194657147401,0.9191720511135539,0.9113409696423069,0.8793765242828471,0.04752347990870476,0.1468440741300583,0.06904508918523788,0.043221667408943176,0.06904508918523788,0.03528749942779541,0.04752347990870476,,
SciPlex3,MCF7,INO-1001 (3-Aminobenzamide),PARP,120,0.05304865166544914,0.04716479272370859,2,0.8354859538123929,0.8178818891309341,0.8279949857713955,0.7856427346314909,0.05304865166544914,0.12720105051994324,0.04990483820438385,0.05227592960000038,0.07398176193237305,0.029743611812591553,0.05304865166544914,,
SciPlex3,MCF7,Aurora A Inhibitor I,Aurora Kinase,120,0.03936639055609703,0.04642408957238697,2,0.8626806005202088,0.8529379056160256,0.8429722652537723,0.8084871452772084,0.03936639055609703,0.12951987981796265,0.05294578894972801,0.04549326002597809,0.04862461984157562,0.021602261811494827,0.03936639055609703,,
SciPlex3,MCF7,Enzastaurin (LY317615),PKC,120,0.024816714227199554,0.04146226656890003,2,0.8855988207253649,0.8786439425770496,0.8685036799989305,0.8801241286191797,0.024816714227199554,0.11657444387674332,0.035463977605104446,0.02114838920533657,0.035463977605104446,0.037793323397636414,0.024816714227199554,,
SciPlex3,MCF7,Ki8751,"c-Kit,PDGFR,VEGFR",120,0.052678387612104416,0.056152264191398245,2,0.9876912715245396,0.9471741789872858,0.9152227400343165,0.9585055988042868,0.052678387612104416,0.16094250977039337,0.07186625152826309,0.018303269520401955,0.049694593995809555,0.04961942136287689,0.052678387612104416,,
SciPlex3,MCF7,Quercetin,"Src,Sirtuin,PKC,PI3K",120,0.044625334441661835,0.031816093331956334,2,0.9005946346786118,0.8696058449695308,0.8560337772074611,0.8457242015952016,0.044625334441661835,0.11831378936767578,0.05502181127667427,0.009149219840765,0.06285549700260162,0.027840368449687958,0.04462533816695213,,
SciPlex3,MCF7,Tranylcypromine (2-PCPA) HCl,MAO,120,0.046161651611328125,0.05724818376562248,2,0.9201544727427464,0.9390788920418647,0.9340018602742166,0.9231980208082042,0.046161651611328125,0.1511341780424118,0.061411917209625244,0.08890055865049362,0.09663721174001694,,0.046161651611328125,,0.030122896656394005
SciPlex3,MCF7,AMG-900,Aurora Kinase,120,0.033639732748270035,0.04473558482339596,3,0.8556806806865183,0.8860315661280964,0.8474218770573607,0.8684292404809018,0.033639732748270035,0.1320541948080063,0.05798774212598801,0.024267809465527534,0.04567619413137436,0.024990959092974663,0.033639732748270035,,
SciPlex3,MCF7,Thiotepa,Others,120,0.036598823964595795,0.05000738118892756,2,0.9221797959276614,0.9156739178705173,0.8895251091878045,0.8972619162825453,0.036598823964595795,0.13766556978225708,0.050731461495161057,0.0335773266851902,0.06176624074578285,0.036561623215675354,0.03659882768988609,,
SciPlex3,MCF7,Ki16425,LPA Receptor,120,0.03079681284725666,0.038387718101686875,3,0.8421168015010565,0.8634875049260273,0.8482611780775571,0.8473971598199146,0.03079681284725666,0.11519336700439453,0.04336271062493324,0.027354275807738304,0.041065771132707596,0.025606239214539528,0.030796809121966362,,
SciPlex3,MCF7,Tucidinostat (Chidamide),HDAC,120,0.029778482392430305,0.03812581945816388,2,0.8650986287525075,0.8491310552690088,0.8430098184780377,0.8244798132834408,0.029778482392430305,0.13210371136665344,0.043828293681144714,0.023572245612740517,0.04577309265732765,0.02859431505203247,0.029778482392430305,,
SciPlex3,MCF7,S3I-201,STAT,120,0.040383581072092056,0.04728817357325261,2,0.9999040278640656,0.967329926929267,0.9514705155537531,0.9491738273794805,0.040383581072092056,0.13118743896484375,0.05405322089791298,0.02170766517519951,0.07208985835313797,0.03132813423871994,0.04038357734680176,,
SciPlex3,MCF7,Mocetinostat (MGCD0103),HDAC,120,0.029932353645563126,0.03866453214398817,2,0.9413063197416847,0.9127903281781791,0.9396752134824666,0.9415086941118158,0.029932353645563126,0.1412147879600525,0.046891119331121445,0.021510863676667213,0.046891119331121445,0.021204285323619843,0.029932351782917976,,
SciPlex3,MCF7,Roxadustat (FG-4592),HIF,120,0.034366581588983536,0.0475621923083757,2,0.9409613580344516,0.9272883451132188,0.9032629625958251,0.8888566194414675,0.034366581588983536,0.12677758932113647,0.046377308666706085,0.035657841712236404,0.05151502415537834,0.027314631268382072,0.03436657413840294,,
SciPlex3,MCF7,Trichostatin A (TSA),HDAC,120,0.03953370079398155,0.04077023449366619,2,0.9655487578433437,0.9392384582096636,0.9159654483863946,0.9210751346325257,0.03953370079398155,0.14471884071826935,0.043634261935949326,0.013056878931820393,0.02852463163435459,,0.03953370824456215,0.028974752873182297,
SciPlex3,MCF7,"Luminespib (AUY-922, NVP-AUY922)",HSP (e.g. HSP90),120,0.06491866707801819,0.057170117062744566,2,0.9922601650984255,1.007830261608543,1.0120894640994447,1.014388754187987,0.06491866707801819,0.170318141579628,0.08817214518785477,0.05297287926077843,0.09476470947265625,0.06978192925453186,0.06491866707801819,,
SciPlex3,MCF7,Celecoxib,COX,120,0.04161489009857178,0.050639660452292214,2,0.9525748812806469,0.9490095082394188,0.9076450709545689,0.9215986211858578,0.04161489009857178,0.1365458369255066,0.056191906332969666,0.03945141285657883,0.05275658145546913,0.020674312487244606,0.04161489009857178,,
SciPlex3,MCF7,Regorafenib (BAY 73-4506),"c-RET,VEGFR",120,0.04920855537056923,0.05229290415345999,2,0.9560989919484655,0.9344655514972491,0.9072430696430729,0.9146533714573319,0.04920855537056923,0.16513124108314514,0.06654202193021774,0.04642631486058235,0.06653113663196564,0.027287419885396957,0.04920854791998863,,
SciPlex3,MCF7,Mesna ,Others,120,0.03665991872549057,0.04580566429814634,2,0.9646203075430559,0.9345359047203274,0.9303076860750039,0.9275706072391081,0.03665991872549057,0.13135045766830444,0.04861753061413765,0.02801700495183468,0.04861753061413765,0.025621643289923668,0.03665991872549057,,
SciPlex3,MCF7,Anacardic Acid,Histone Acetyltransferase,120,0.04073352739214897,0.049936678416958584,2,0.8713617643874763,0.8716147561080092,0.8382898022288536,0.844207650495008,0.04073352739214897,0.14226606488227844,0.05525650456547737,0.03451843932271004,0.05525650456547737,0.028801238164305687,0.04073352739214897,,
SciPlex3,MCF7,MLN8054,Aurora Kinase,120,0.042775217443704605,0.04188432552202771,2,0.9549844534813925,0.9695483817637189,0.9657687561616779,0.947379478642306,0.042775217443704605,0.133111372590065,0.03547472879290581,0.07494094967842102,0.17071574926376343,0.027691971510648727,0.042775217443704605,,
SciPlex3,MCF7,CEP-33779,JAK,120,0.03431056812405586,0.043059461707774506,2,0.8276089077100597,0.8147669391254269,0.8015710478805929,0.817238180384054,0.03431056812405586,0.12398704886436462,0.047977469861507416,0.037884846329689026,0.046223223209381104,0.022857995703816414,0.03431056812405586,,
SciPlex3,MCF7,GSK J1,Histone Demethylase,120,0.03180202469229698,0.04201770708298257,2,0.9164312070458838,0.8962553675105287,0.8954804307071189,0.8862321394244592,0.03180202469229698,0.13245470821857452,0.08172272145748138,0.01783847063779831,0.035386547446250916,,0.03180202096700668,0.01976637914776802,
SciPlex3,MCF7,PD98059,MEK,120,0.04100613668560982,0.05784711791224972,2,0.9171207347819852,0.9088958469735999,0.8879899807668785,0.8842472702585926,0.04100613668560982,0.15972796082496643,0.06485743820667267,0.006554117426276207,0.017071286216378212,0.029112011194229126,0.04100613668560982,,
SciPlex3,MCF7,UNC0631,Histone Methyltransferase,120,0.04915560036897659,0.05226043977365252,2,0.8716152542003837,0.8711782829671666,0.8572033630582077,0.8554589557576175,0.04915560036897659,0.14873436093330383,0.06225225701928139,0.04009074345231056,0.06739813834428787,0.04076302796602249,0.04915560036897659,,
SciPlex3,MCF7,Lapatinib (GW-572016) Ditosylate,"EGFR,HER2",120,0.03287553787231445,0.04204637365422953,2,0.8415067309020898,0.8314001406062488,0.8065621211998675,0.8286200526170528,0.03287553787231445,0.12933805584907532,0.04509029537439346,0.014227909967303276,0.044253069907426834,,0.032875534147024155,0.02711816318333149,
