condition,query,n_cand,query_magnitude,energy_rho,mean_cosine_ctrl_rho,magnitude_match_rho,magnitude_only_rho,energy_rho_partial_magmatch
Co-culture,ST6GALNAC2,218,0.8223687410354614,0.025529502180209405,0.138073365537923,0.06557423571049228,0.11165834331884107,0.00500674999087839
Co-culture,STAT1,218,5.443589687347412,0.3868263112385756,0.3992189585844189,0.15307913676564527,0.15307913676564527,0.40587686464516354
Co-culture,STAT3,218,1.0015926361083984,0.38770430233009334,0.49750531225150857,0.050236032499569976,-0.2771202818837889,0.3904587387623221
Co-culture,STOM,218,0.8154650926589966,0.3196669425350197,0.5371527490213815,0.07088967254291353,0.05672251022054603,0.33237233077098155
Co-culture,STX7,218,0.834727942943573,0.5078687657764283,0.6911324637206088,0.16723124119330338,0.02992872403454281,0.5049856110233055
Co-culture,TAPBP,218,0.8018844127655029,-0.2978109875141095,-0.36158927970560656,-0.2086335018466191,0.18209454157108282,-0.2609538944638492
Co-culture,TAPBPL,218,0.836852490901947,0.4794782553802509,0.6172005172965983,0.18497291605976596,-0.1153440526238671,0.46013625078112824
Co-culture,TFAP2A,218,0.8344308137893677,0.15745287602893202,0.22370413785155116,0.15581504040438554,-0.06097578632615747,0.11688806598137802
Co-culture,TGFB1,218,0.6304579377174377,0.22668791760320015,0.2961789433875282,-0.07338580816589631,0.07619468467899754,0.4134382443884728
Co-culture,TIMM50,218,1.029456377029419,0.47038951877864255,0.643429053281202,0.2697604462696672,0.2309388771096255,0.4408690953506434
Co-culture,TIMP1,218,1.064944863319397,0.48109915681581117,0.5915557643068822,0.28231988875690706,0.025325641451835874,0.46778566129350785
