separation_scale,cells_per_source,seed,n_total,ari_kmeans_k2,acc_kmeans_k2,k_kmeans_k2,ari_gmm_k2,acc_gmm_k2,k_gmm_k2,ari_leiden,acc_leiden,k_leiden,ari_hdbscan,acc_hdbscan,k_hdbscan,probe_linear_acc,probe_linear_auc,probe_linear_ari,probe_forest_acc,probe_forest_auc,probe_forest_ari,probe_knn_acc,probe_knn_auc,probe_knn_ari,probe_acc,probe_auc,probe_ari
3.0,50,3,100,0.6044831849956539,0.89,2,0.5136127705415728,0.86,2,0.3638954752632161,0.81,3,0.0,0.5,0,0.97,0.9984,0.8824165642894751,0.87,0.9768,0.5430004612075475,0.75,0.9078,0.24370826390048933,0.97,0.9984,0.8824165642894751
3.0,50,4,100,0.3306148898969274,0.79,2,0.3306148898969274,0.79,2,0.22646114532826628,0.78,3,0.0,0.5,0,0.98,1.0,0.9208012930401136,0.93,0.9797999999999999,0.7369439308410987,0.82,0.9112,0.40381884944920443,0.98,1.0,0.9208012930401136
3.0,50,5,100,0.43012226614610743,0.83,2,0.43012226614610743,0.83,2,0.23234414916082682,0.79,4,0.0,0.5,0,0.95,0.9972000000000001,0.8080682750429576,0.93,0.9682,0.7369696969696969,0.77,0.8995999999999998,0.2854243339406018,0.95,0.9972000000000001,0.8080682750429576
3.0,50,6,100,0.37903334270727623,0.81,2,0.3545232273838631,0.8,2,0.33377212947356766,0.87,4,0.0,0.5,0,0.99,1.0,0.9599960816486464,0.96,0.9874,0.8448351863643042,0.76,0.8375999999999999,0.263003232441963,0.99,1.0,0.9599960816486464
3.0,50,7,100,0.6691665204565022,0.91,2,0.6364749082007344,0.9,2,0.33831334774916455,0.84,3,0.0,0.5,0,0.98,1.0,0.9208012930401136,0.97,0.9934,0.8824127248460211,0.81,0.9476,0.37903334270727623,0.98,1.0,0.9208012930401136
3.0,50,8,100,0.6691233181935041,0.91,2,0.6691233181935041,0.91,2,0.3786839810535193,0.84,3,0.0,0.5,0,0.99,1.0,0.9599960816486464,0.9,0.9828,0.6363324680413381,0.77,0.8862,0.2845145256662953,0.99,1.0,0.9599960816486464
3.0,50,9,100,0.6363502791654423,0.9,2,0.5137714975687759,0.86,2,0.3086178261671895,0.87,4,0.028680462504021863,0.61,2,0.99,0.9931999999999999,0.9599960816486464,0.92,0.9745999999999999,0.7025959183673469,0.74,0.8438,0.22335844994617868,0.99,0.9931999999999999,0.9599960816486464
3.0,100,0,200,0.6382285926668068,0.9,2,0.73828696333767,0.93,2,0.3736920731877092,0.91,4,0.0,0.5,0,0.995,1.0,0.9799995050507551,0.955,0.9919,0.8272319054384316,0.88,0.9453500000000001,0.5754700972113357,0.995,1.0,0.9799995050507551
3.0,100,1,200,0.4463853654867511,0.835,2,0.41976648785105714,0.825,2,0.3623060998780592,0.91,5,0.0,0.5,0,0.995,0.9991,0.9799995050507551,0.94,0.98895,0.7732606060606061,0.87,0.9323,0.545318825706459,0.995,0.9991,0.9799995050507551
3.0,100,2,200,0.6222856424402444,0.895,2,0.6064866153215333,0.89,2,0.36959668440875215,0.93,4,0.0,0.5,0,0.985,0.9994,0.9406015451507348,0.94,0.9906499999999999,0.773262438283327,0.76,0.9273999999999999,0.2673072264836496,0.985,0.9994,0.9406015451507348
3.0,100,3,200,0.48762712138224057,0.85,2,0.5755215487290533,0.88,2,0.43850742807728665,0.95,4,0.0,0.5,0,1.0,1.0,1.0,0.945,0.9941,0.7910509497684102,0.83,0.9195500000000001,0.4327907465315654,1.0,1.0,1.0
3.0,100,4,200,0.3816956174140563,0.81,2,0.34531049633084887,0.795,2,0.295132748289968,0.86,4,0.0,0.5,0,0.985,1.0,0.9406017851434009,0.925,0.985,0.7210997525768822,0.87,0.93275,0.5453298479241075,0.985,1.0,0.9406017851434009
3.0,100,5,200,0.5017285785767338,0.855,2,0.4196680383519779,0.825,2,0.4228531269683425,0.96,4,0.0,0.5,0,0.99,0.9997,0.9602000804038779,0.935,0.9843,0.7556733327979822,0.825,0.9219999999999999,0.41964928227852893,0.99,0.9997,0.9602000804038779
3.0,100,6,200,0.5604291574629221,0.875,2,0.4875495081000402,0.85,2,0.4530102206396469,0.965,4,0.0,0.5,0,0.99,0.9998,0.9602,0.955,0.9946,0.8272360936522278,0.85,0.9386,0.48747497722447675,0.99,0.9998,0.9602
3.0,100,7,200,0.501778890499407,0.855,2,0.501778890499407,0.855,2,0.44830805370486626,0.96,4,0.0,0.5,0,0.985,1.0,0.9406017851434009,0.945,0.98875,0.7910501055302497,0.77,0.9071,0.28839024666031304,0.985,1.0,0.9406017851434009
3.0,100,8,200,0.6222856424402444,0.895,2,0.5454703343706896,0.87,2,0.3501166626926934,0.825,4,0.0,0.5,0,0.99,0.9999,0.9602000804038779,0.92,0.9899999999999999,0.7041131313131314,0.795,0.9098,0.3449825778870191,0.99,0.9999,0.9602000804038779
3.0,100,9,200,0.5754743853142064,0.88,2,0.4597383289330955,0.84,2,0.3377231128116289,0.9,4,0.013142502886619051,0.575,2,0.99,0.9978,0.9602000804038779,0.93,0.987,0.7382853772012582,0.815,0.9444499999999999,0.3941113900610902,0.99,0.9978,0.9602000804038779
3.0,200,0,400,0.6231897056573512,0.895,2,0.48876021148027143,0.85,2,0.3988217790100309,0.965,5,0.0,0.5,0,0.995,1.0,0.9800500050125616,0.9575,0.99635,0.8368161098401389,0.87,0.9617249999999999,0.5464924869154145,0.995,1.0,0.9800500050125616
3.0,200,1,400,0.5996638169047602,0.8875,2,0.421155019595657,0.825,2,0.2542073904515716,0.895,6,0.0,0.5,0,0.9925,0.9996999999999999,0.9701501903171991,0.955,0.9917625,0.8276682636499862,0.8075,0.921925,0.3766834632190928,0.9925,0.9996999999999999,0.9701501903171991
3.0,200,2,400,0.5465289445547579,0.87,2,0.34661982370588407,0.795,2,0.3555182814298962,0.9525,6,0.0,0.5,0,0.995,0.99995,0.98005,0.955,0.9947375,0.8276682636499862,0.89,0.9528875,0.6074169681525846,0.995,0.99995,0.98005
3.0,200,3,400,0.5539798428661247,0.8725,2,0.4476664550830187,0.835,2,0.4896455461764738,0.97,4,0.0,0.5,0,0.9975,0.9979,0.9899999378140742,0.9525,0.9948,0.8185703915117133,0.8875,0.9553125,0.5996217715706065,0.9975,0.9979,0.9899999378140742
3.0,200,4,400,0.4888266072420375,0.85,2,0.3586008174222665,0.8,2,0.47900990438977664,0.9575,4,0.0,0.5,0,0.9975,1.0,0.9899999378140742,0.9475,0.9918375,0.8005250753439023,0.8125,0.92185,0.3891218800345135,0.9975,1.0,0.9899999378140742
3.0,200,5,400,0.6152870573112178,0.8925,2,0.30647042477734393,0.7775,2,0.44777609937117513,0.9825,5,0.0,0.5,0,0.9925,0.9999,0.9701501903171991,0.965,0.9938250000000001,0.8645605867938224,0.89,0.9604875,0.6074164749583166,0.9925,0.9999,0.9701501903171991
3.0,200,6,400,0.5539688619839119,0.8725,2,0.29537385255084897,0.7725,2,0.4608729673028281,0.965,4,0.0,0.5,0,0.9975,1.0,0.9899999378140742,0.965,0.9956375,0.864560552763819,0.89,0.9645,0.6074240700126454,0.9975,1.0,0.9899999378140742
3.0,200,7,400,0.5245107881557793,0.8625,2,0.4211887531678909,0.825,2,0.45038615993728615,0.9675,4,0.0,0.5,0,0.9975,0.99995,0.9899999378140742,0.9725,0.9959875000000001,0.8927562792206964,0.805,0.9554375,0.3707051419236021,0.9975,0.99995,0.9899999378140742
3.0,200,8,400,0.5842357363463504,0.8825,2,0.34663016349562326,0.795,2,0.46849106630909976,0.975,4,0.0,0.5,0,0.9925,0.9975500000000002,0.9701501903171991,0.9625,0.9951125,0.8552623305677779,0.88,0.9577374999999999,0.5765595463137996,0.9925,0.9975500000000002,0.9701501903171991
3.0,200,9,400,0.5918836983525894,0.885,2,0.2739429222776451,0.7625,2,0.3955919432464077,0.98,5,0.005577423355127802,0.5475,2,0.9925,0.997925,0.9701501903171991,0.965,0.9951375,0.8645605867938224,0.87,0.9507875,0.5464797253566706,0.9925,0.997925,0.9701501903171991
3.0,400,0,800,0.5582332381009059,0.87375,2,0.28545984285550335,0.7675,2,0.3512175295065095,0.995,6,0.0,0.5,0,0.99875,0.9999875,0.9949999922070802,0.975,0.9972156249999999,0.9023778470739153,0.83875,0.9441125,0.45833690372626845,0.99875,0.9999875,0.9949999922070802
3.0,400,1,800,0.5962737775842494,0.88625,2,0.28019812560658336,0.765,2,0.3401747017644115,0.98125,6,0.0,0.5,0,0.99375,0.99978125,0.975125122351754,0.96375,0.9965062499999999,0.8600811599151864,0.845,0.948903125,0.47546598017146446,0.99375,0.99978125,0.975125122351754
3.0,400,2,800,0.5396793558422004,0.8675,2,0.19720172987160645,0.7225,2,0.36846309369628605,0.9725,6,0.0,0.5,0,0.995,0.9999,0.9800750626566416,0.98,0.998503125,0.9215017642228366,0.88,0.960090625,0.5770796332759369,0.995,0.9999,0.9800750626566416
3.0,400,3,800,0.5809076960380615,0.88125,2,0.293511168220299,0.77125,2,0.4745378989177499,0.9925,5,0.0,0.5,0,0.995,0.9989937499999999,0.9800750651535006,0.96875,0.9972562500000002,0.8787545043957198,0.86,0.940125,0.517800857003519,0.995,0.9989937499999999,0.9800750651535006
3.0,400,4,800,0.514243438860455,0.85875,2,0.30452683552550397,0.77625,2,0.3959686392871795,0.99,6,0.0,0.5,0,0.99625,0.9999687500000001,0.9850375236134279,0.97625,0.9973531250000001,0.907140036307485,0.8775,0.9549531250000001,0.5694872766770235,0.99625,0.9999687500000001,0.9850375236134279
3.0,400,5,800,0.5809001600610876,0.88125,2,0.2368372170630776,0.74375,2,0.43757551421929375,0.98625,5,0.0,0.5,0,0.99625,0.99995,0.9850375236134279,0.965,0.996553125,0.8647308076983022,0.85375,0.937640625,0.49993762230056676,0.99625,0.99995,0.9850375236134279
3.0,400,6,800,0.63157644778347,0.8975,2,0.32701862893670197,0.78625,2,0.4691244091413597,0.9825,5,0.0,0.5,0,0.9975,0.99998125,0.9900125,0.9775,0.99815,0.9119147804751558,0.895,0.9607249999999999,0.623629701995585,0.9975,0.99998125,0.9900125
3.0,400,7,800,0.5470631082225251,0.87,2,0.15318559575657578,0.69625,2,0.3380544659632859,0.9875,7,0.0,0.5,0,0.99625,0.99993125,0.9850375236134279,0.98125,0.997640625,0.9263140278327535,0.86125,0.9490281250000001,0.5214240862098762,0.99625,0.99993125,0.9850375236134279
3.0,400,8,800,0.5847240181239921,0.8825,2,0.16727832569709586,0.705,2,0.39440007461592785,0.97625,6,0.0,0.5,0,0.99375,0.99875625,0.975125117676025,0.97375,0.997809375,0.8976281322160621,0.88125,0.953721875,0.5808909169596982,0.99375,0.99875625,0.975125117676025
3.0,400,9,800,0.5035174563395725,0.855,2,0.11647415027549295,0.67125,2,0.36285582581578213,0.98375,7,0.0,0.5,0,0.99625,0.99754375,0.9850375245509264,0.97375,0.9965781250000001,0.8976281450446144,0.86375,0.9405625,0.5286663492429013,0.99625,0.99754375,0.9850375245509264
5.0,50,0,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.12116656521792415,0.69,2,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.9898,0.2646838453269049,1.0,1.0,1.0
5.0,50,1,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.0,0.5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,0.9369999999999999,0.5430004612075475,1.0,1.0,1.0
5.0,50,2,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.14968531368568944,0.73,2,1.0,1.0,1.0,1.0,1.0,1.0,0.59,0.979,0.02918749315918129,1.0,1.0,1.0
5.0,50,3,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.11131929901906756,0.69,2,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.9573999999999999,0.37885106955468856,1.0,1.0,1.0
5.0,50,4,100,1.0,1.0,2,1.0,1.0,2,0.7484276472200967,1.0,3,0.055045647311880525,0.63,2,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.9682,0.6690584936388014,1.0,1.0,1.0
5.0,50,5,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.0,0.5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9766,0.3545232273838631,1.0,1.0,1.0
5.0,50,6,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.07835813287771222,0.66,2,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.9328000000000001,0.45694975022039375,1.0,1.0,1.0
5.0,50,7,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.0,0.5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.9784,0.4852686308492201,1.0,1.0,1.0
5.0,50,8,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.0755212689139738,0.65,2,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.944,0.484898938579631,1.0,1.0,1.0
5.0,50,9,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.02369406021155411,0.6,2,1.0,1.0,1.0,0.98,0.9996,0.9208,0.74,0.9102,0.22335844994617868,1.0,1.0,1.0
5.0,100,0,200,1.0,1.0,2,1.0,1.0,2,0.4964045606029766,1.0,4,0.13601930862628137,0.69,2,1.0,1.0,1.0,1.0,1.0,1.0,0.945,0.98085,0.7910509497684102,1.0,1.0,1.0
5.0,100,1,200,1.0,1.0,2,1.0,1.0,2,0.5252904892856131,1.0,4,0.1346247996083363,0.705,2,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.9786999999999999,0.7732610641190624,1.0,1.0,1.0
5.0,100,2,200,1.0,1.0,2,0.9799995050507551,0.995,2,0.7500318581493146,1.0,3,0.27329840866714306,0.79,2,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9717,0.357188426161462,1.0,1.0,1.0
5.0,100,3,200,1.0,1.0,2,1.0,1.0,2,0.5047884015118337,1.0,4,0.4234440284293296,0.845,2,1.0,1.0,1.0,1.0,1.0,1.0,0.905,0.9708000000000001,0.6543926301239945,1.0,1.0,1.0
5.0,100,4,200,1.0,1.0,2,1.0,1.0,2,0.5111515694013816,1.0,4,0.36328455983711255,0.825,2,1.0,1.0,1.0,1.0,1.0,1.0,0.935,0.9833,0.7556753071299604,1.0,1.0,1.0
5.0,100,5,200,1.0,1.0,2,1.0,1.0,2,0.4980207775321541,1.0,4,0.23955889811503175,0.77,2,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.9883,0.7382980657542548,1.0,1.0,1.0
5.0,100,6,200,1.0,1.0,2,1.0,1.0,2,0.51488847880072,1.0,4,0.15740049653823004,0.72,2,1.0,1.0,1.0,1.0,1.0,1.0,0.925,0.98695,0.7211155277884533,1.0,1.0,1.0
5.0,100,7,200,1.0,1.0,2,1.0,1.0,2,0.510747570810027,1.0,4,0.34155858805723566,0.81,2,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.96485,0.4735946810170414,1.0,1.0,1.0
5.0,100,8,200,0.9799995050507551,0.995,2,1.0,1.0,2,0.5111515694013816,1.0,4,0.09658676929400116,0.675,2,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.97395,0.5755215487290533,1.0,1.0,1.0
5.0,100,9,200,1.0,1.0,2,1.0,1.0,2,0.5133735324048057,1.0,4,0.24267269209203368,0.78,2,1.0,1.0,1.0,1.0,1.0,1.0,0.925,0.9881500000000001,0.7211155277884533,1.0,1.0,1.0
5.0,200,0,400,1.0,1.0,2,1.0,1.0,2,0.42465668374129406,1.0,5,0.2761115049833764,0.7675,2,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.9906375000000001,0.7048748353096179,1.0,1.0,1.0
5.0,200,1,400,0.970150205317095,0.9925,2,1.0,1.0,2,0.4437584811065807,1.0,5,0.2677000393919819,0.7775,2,1.0,1.0,1.0,0.9975,0.9999750000000001,0.9899999378140742,0.9025,0.9756499999999999,0.6471456276528755,1.0,1.0,1.0
5.0,200,2,400,1.0,1.0,2,0.9899999378140742,0.9975,2,0.502384565699612,1.0,4,0.3434622511185814,0.8,2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.9932,0.8460144185603601,1.0,1.0,1.0
5.0,200,3,400,0.9800500050125616,0.995,2,0.9899999378140742,0.9975,2,0.49816345935050826,1.0,4,0.2533520823501874,0.76,2,0.9975,1.0,0.9899999378140742,1.0,1.0,1.0,0.9675,0.992375,0.8739089903323498,1.0,1.0,1.0
5.0,200,4,400,1.0,1.0,2,1.0,1.0,2,0.5118063563230065,1.0,4,0.46669628508467054,0.8625,2,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.8825,0.9734125,0.5841991755976916,1.0,1.0,1.0
5.0,200,5,400,1.0,1.0,2,1.0,1.0,2,0.5226597082682404,1.0,4,0.07821791274424887,0.6475,2,1.0,1.0,1.0,1.0,1.0,1.0,0.965,0.9954500000000001,0.8645608590332333,1.0,1.0,1.0
5.0,200,6,400,1.0,1.0,2,1.0,1.0,2,0.5166552646801676,1.0,4,0.1194695510473915,0.6875,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9575,0.99105,0.8368161098401389,1.0,1.0,1.0
5.0,200,7,400,1.0,1.0,2,1.0,1.0,2,0.512409335791694,1.0,4,0.1167961538198213,0.695,2,1.0,1.0,1.0,1.0,1.0,1.0,0.8675,0.987825,0.5391450806309849,1.0,1.0,1.0
5.0,200,8,400,0.9800500050125616,0.995,2,0.9899999378140742,0.9975,2,0.5124157140245411,0.9975,4,0.1345807197082306,0.685,2,0.9975,1.0,0.9899999378140742,1.0,1.0,1.0,0.94,0.9907625,0.7738352115408001,1.0,1.0,1.0
5.0,200,9,400,0.9899999378140742,0.9975,2,0.9899999378140742,0.9975,2,0.49482854965869677,0.9975,4,0.3281341532416765,0.81,2,0.9975,1.0,0.9899999378140742,1.0,1.0,1.0,0.9575,0.9925375000000001,0.8368172578587814,1.0,1.0,1.0
5.0,400,0,800,0.9949999922070802,0.99875,2,1.0,1.0,2,0.3553052535047817,1.0,6,0.185247864586548,0.73125,2,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.9814687500000001,0.6719924434268123,1.0,1.0,1.0
5.0,400,1,800,0.9850375245509264,0.99625,2,0.9850375245509264,0.99625,2,0.37046710019510976,1.0,6,0.4276777631231832,0.845,2,1.0,1.0,1.0,1.0,1.0,1.0,0.915,0.984165625,0.6885157711439793,1.0,1.0,1.0
5.0,400,2,800,1.0,1.0,2,0.9949999922070802,0.99875,2,0.4530981463550432,1.0,5,0.4450306223748015,0.84625,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9575,0.9928625,0.8370215318874314,1.0,1.0,1.0
5.0,400,3,800,0.9900125003128916,0.9975,2,0.9900125003128916,0.9975,2,0.4986036043036359,0.99875,4,0.08522922947135744,0.66375,2,1.0,1.0,1.0,1.0,1.0,1.0,0.92125,0.982140625,0.7094442576373448,1.0,1.0,1.0
5.0,400,4,800,1.0,1.0,2,0.9949999922070802,0.99875,2,0.43652317007239283,1.0,5,0.343847213616183,0.8075,2,1.0,1.0,1.0,1.0,1.0,1.0,0.94625,0.9884593750000001,0.7963017690224683,1.0,1.0,1.0
5.0,400,5,800,0.9949999922070802,0.99875,2,1.0,1.0,2,0.42885896949087154,1.0,5,0.08993677048149329,0.6675,2,1.0,1.0,1.0,1.0,1.0,1.0,0.915,0.9817750000000001,0.6885123460125986,1.0,1.0,1.0
5.0,400,6,800,1.0,1.0,2,1.0,1.0,2,0.5057825806840982,1.0,4,0.2893541094652989,0.78375,2,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.9908125000000001,0.8097620001192982,1.0,1.0,1.0
5.0,400,7,800,1.0,1.0,2,0.9949999922070802,0.99875,2,0.38013177226311917,1.0,6,0.22776444167853926,0.75625,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9275,0.9884,0.7306920220883869,1.0,1.0,1.0
5.0,400,8,800,0.9949999922070802,0.99875,2,0.9900125003128916,0.9975,2,0.430552684040596,0.99875,5,0.15212921672692717,0.705,2,0.99875,1.0,0.9949999922070802,1.0,1.0,1.0,0.95,0.991309375,0.8097626258998204,1.0,1.0,1.0
5.0,400,9,800,0.9850375236134279,0.99625,2,0.9850375245509264,0.99625,2,0.4215852188332817,0.9975,5,0.20299967718375064,0.7325,2,0.9975,1.0,0.9900125003128916,0.99875,0.999925,0.9949999922070802,0.94,0.98295625,0.7741174064574404,0.99875,1.0,0.9949999922070802
8.0,50,0,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9611929572403881,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.999,0.2646838453269049,1.0,1.0,1.0
8.0,50,1,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9599800737434822,0.99,2,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.9548,0.6044186131938011,1.0,1.0,1.0
8.0,50,2,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.58,0.9922,0.02269374787246114,1.0,1.0,1.0
8.0,50,3,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9801960392078416,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.87,0.9700000000000001,0.5432092721553845,1.0,1.0,1.0
8.0,50,4,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9611929572403881,1.0,2,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.96,0.9908,0.8448326530612245,1.0,1.0,1.0
8.0,50,5,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9219526740818502,0.99,2,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.9884000000000001,0.4305125790394188,1.0,1.0,1.0
8.0,50,6,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9801960392078416,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.9610000000000001,0.5733176608874523,1.0,1.0,1.0
8.0,50,7,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9405653095480219,0.99,2,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.9892,0.513874614594039,1.0,1.0,1.0
8.0,50,8,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9801960392078416,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.9778,0.6691233181935041,1.0,1.0,1.0
8.0,50,9,100,1.0,1.0,2,1.0,1.0,2,1.0,1.0,2,0.9599800737434822,0.99,2,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.9366,0.30731969860064584,1.0,1.0,1.0
8.0,100,0,200,1.0,1.0,2,1.0,1.0,2,0.7485204811527276,1.0,3,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.9952,0.8456254898950312,1.0,1.0,1.0
8.0,100,1,200,1.0,1.0,2,1.0,1.0,2,0.5252904892856131,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.965,0.9923500000000001,0.8642193911693035,1.0,1.0,1.0
8.0,100,2,200,1.0,1.0,2,1.0,1.0,2,0.49781875184808627,1.0,4,0.9900495024751238,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.9867,0.433042709225128,1.0,1.0,1.0
8.0,100,3,200,1.0,1.0,2,1.0,1.0,2,0.5236747141659478,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.94,0.98805,0.7732770949991515,1.0,1.0,1.0
8.0,100,4,200,1.0,1.0,2,1.0,1.0,2,0.4964045606029766,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.9944000000000001,0.8456254898950312,1.0,1.0,1.0
8.0,100,5,200,1.0,1.0,2,1.0,1.0,2,0.49913191148079344,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.99715,0.8456292321864344,1.0,1.0,1.0
8.0,100,6,200,1.0,1.0,2,1.0,1.0,2,0.5047884015118337,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.9916,0.7382980657542548,1.0,1.0,1.0
8.0,100,7,200,1.0,1.0,2,1.0,1.0,2,0.510747570810027,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.87,0.9813,0.5454262695381533,1.0,1.0,1.0
8.0,100,8,200,1.0,1.0,2,1.0,1.0,2,0.51488847880072,1.0,4,0.9900495024751238,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.9925,0.7041424182252666,1.0,1.0,1.0
8.0,100,9,200,1.0,1.0,2,1.0,1.0,2,0.5015561607713819,1.0,4,0.9900495024751238,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.955,0.9946499999999999,0.8272360936522278,1.0,1.0,1.0
8.0,200,0,400,1.0,1.0,2,1.0,1.0,2,0.43199601141547384,1.0,5,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9425,0.9968875,0.7826875601935086,1.0,1.0,1.0
8.0,200,1,400,1.0,1.0,2,1.0,1.0,2,0.4369473918208611,1.0,5,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9425,0.9927625,0.7826834105673758,1.0,1.0,1.0
8.0,200,2,400,1.0,1.0,2,1.0,1.0,2,0.502384565699612,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9725,0.99845,0.8927565486764519,1.0,1.0,1.0
8.0,200,3,400,1.0,1.0,2,1.0,1.0,2,0.5180370563908353,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.975,0.9967250000000001,0.9022551233616851,1.0,1.0,1.0
8.0,200,4,400,1.0,1.0,2,1.0,1.0,2,0.5329095547337543,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.925,0.9883875,0.721808425506918,1.0,1.0,1.0
8.0,200,5,400,1.0,1.0,2,1.0,1.0,2,0.5263778506237766,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.99885,0.9214031928068505,1.0,1.0,1.0
8.0,200,6,400,1.0,1.0,2,1.0,1.0,2,0.5160020507257789,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9775,0.99805,0.9118039628263842,1.0,1.0,1.0
8.0,200,7,400,1.0,1.0,2,1.0,1.0,2,0.512409335791694,1.0,4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.99495,0.6716036181979156,1.0,1.0,1.0
8.0,200,8,400,1.0,1.0,2,0.9899999378140742,0.9975,2,0.504168458830278,1.0,4,0.9950124376554706,1.0,2,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9775,0.9977875,0.9118040957850254,1.0,1.0,1.0
8.0,200,9,400,1.0,1.0,2,1.0,1.0,2,0.5036659553348346,1.0,4,0.98518732699185,1.0,2,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9725,0.9970875,0.8927563870031611,1.0,1.0,1.0
8.0,400,0,800,1.0,1.0,2,1.0,1.0,2,0.35257869258903274,1.0,6,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.94125,0.992896875,0.7785307317666571,1.0,1.0,1.0
8.0,400,1,800,1.0,1.0,2,1.0,1.0,2,0.36602954604391397,1.0,6,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.9937312500000001,0.7741201238079723,1.0,1.0,1.0
8.0,400,2,800,1.0,1.0,2,1.0,1.0,2,0.37067393414489674,1.0,6,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9775,0.9971937500000001,0.9119148246281136,1.0,1.0,1.0
