fpr,tpr
0.10166666666666667,0.075
0.1025,0.075
0.11333333333333333,0.075
0.11375,0.075
0.12,0.075
0.12,0.07569444444444444
0.12,0.07592592592592592
0.12,0.07673611111111112
0.12,0.07696759259259259
0.12,0.08136574074074074
0.12,0.08159722222222222
0.12,0.08206018518518518
0.12,0.08252314814814815
0.12,0.0849537037037037
0.12,0.08518518518518518
0.12,0.08680555555555555
0.12,0.08703703703703704
0.12,0.0875
0.120625,0.0875
0.12104166666666667,0.0875
0.1275,0.0875
0.1275,0.08912037037037036
0.1275,0.08935185185185185
0.1275,0.08981481481481482
0.1275,0.09004629629629629
0.1275,0.09212962962962963
0.1275,0.09236111111111112
0.1275,0.1
0.14416666666666667,0.1
0.14458333333333334,0.1
0.148125,0.1
0.14854166666666666,0.1
0.165,0.1
0.165,0.10092592592592593
0.165,0.1011574074074074
0.165,0.10335648148148148
0.165,0.10358796296296297
0.165,0.10717592592592592
0.165,0.10740740740740741
0.165,0.10891203703703704
0.165,0.10914351851851851
0.165,0.11319444444444444
0.165,0.11342592592592593
0.165,0.1136574074074074
0.165,0.11388888888888889
0.165,0.125
0.17333333333333334,0.125
0.17375,0.125
0.18833333333333332,0.125
0.18875,0.125
0.20333333333333334,0.125
0.20375,0.125
0.21,0.125
0.21,0.12569444444444444
0.21,0.1259259259259259
0.21,0.13125
0.21,0.13148148148148148
0.21,0.1318287037037037
0.21,0.1320601851851852
0.21,0.1326388888888889
0.21,0.13287037037037036
0.21,0.13402777777777777
0.21,0.13425925925925927
0.21,0.1355324074074074
0.21,0.13576388888888888
0.21,0.13680555555555557
0.21,0.1371527777777778
0.21,0.13761574074074073
0.21,0.13796296296296295
0.21,0.13958333333333334
0.21,0.1398148148148148
0.21,0.14131944444444444
0.21,0.1415509259259259
0.21,0.14201388888888888
0.21,0.14247685185185185
0.21,0.14282407407407408
0.21,0.14305555555555555
0.21,0.14386574074074074
0.21,0.1440972222222222
0.21,0.14456018518518518
0.21,0.1449074074074074
0.21,0.1466435185185185
0.21,0.146875
0.21,0.14710648148148148
0.21,0.14733796296296298
0.21,0.14965277777777777
0.21,0.14988425925925927
0.21,0.15
0.224375,0.15
0.22479166666666667,0.15
0.22791666666666666,0.15
0.22833333333333333,0.15
0.255,0.15
0.255,0.15127314814814816
0.255,0.15150462962962963
0.255,0.1570601851851852
0.255,0.15729166666666666
0.255,0.15844907407407408
0.255,0.15868055555555555
0.255,0.16018518518518518
0.255,0.16041666666666668
0.255,0.16215277777777778
0.255,0.16238425925925926
0.255,0.16377314814814814
0.255,0.16400462962962964
0.255,0.16770833333333332
0.255,0.16793981481481482
0.255,0.16909722222222223
0.255,0.1693287037037037
0.255,0.17002314814814815
0.255,0.17025462962962962
0.255,0.17418981481481483
0.255,0.17465277777777777
0.255,0.1755787037037037
0.255,0.17581018518518518
0.255,0.1824074074074074
0.255,0.18263888888888888
