setting,alpha,method,reference,hit@1,mrr,population_minus_mean_hit@1,population_minus_mean_mrr
crossline:K562+MCF7,0.9,global_energy,raw_normalized_expression,0.88,0.9046586075242609,0.6,0.3178173376829911
crossline:K562+MCF7,0.9,mmd_rbf,matched_control_referenced,0.88,0.9040108636842507,0.6,0.31716959384298093
crossline:K562+MCF7,0.9,mmd_rbf,raw_normalized_expression,0.88,0.9040108636842507,0.6,0.31716959384298093
crossline:K562+MCF7,0.9,sliced_wasserstein,matched_control_referenced,0.7933333333333333,0.8554666855516825,0.5133333333333333,0.26862541571041265
crossline:K562+MCF7,0.9,sliced_wasserstein,raw_normalized_expression,0.8066666666666666,0.8624851973158083,0.5266666666666666,0.27564392747453853
frangieh:Control+Co-culture,0.7,coverage_mean,matched_control_referenced,0.7,0.8333333333333334,0.7,0.4166666666666667
frangieh:Control+Co-culture,0.7,coverage_mean,raw_normalized_expression,0.7,0.8333333333333334,0.7,0.4166666666666667
frangieh:Control+Co-culture,0.7,coverage_worst,matched_control_referenced,0.6,0.7666666666666666,0.6,0.35
frangieh:Control+Co-culture,0.7,coverage_worst,raw_normalized_expression,0.6,0.7666666666666666,0.6,0.35
frangieh:Control+Co-culture,0.7,global_energy,matched_control_referenced,0.6,0.7833333333333333,0.6,0.3666666666666667
frangieh:Control+Co-culture,0.7,global_energy,raw_normalized_expression,0.6,0.7833333333333333,0.6,0.3666666666666667
frangieh:Control+Co-culture,0.7,mmd_rbf,matched_control_referenced,0.4,0.6416666666666666,0.4,0.225
frangieh:Control+Co-culture,0.7,mmd_rbf,raw_normalized_expression,0.4,0.6416666666666666,0.4,0.225
frangieh:Control+Co-culture,0.7,sliced_wasserstein,matched_control_referenced,0.7,0.8166666666666667,0.7,0.4
frangieh:Control+Co-culture,0.7,sliced_wasserstein,raw_normalized_expression,0.7,0.8166666666666667,0.7,0.4
frangieh:Control+IFNγ,0.7,coverage_mean,matched_control_referenced,0.6,0.7833333333333333,0.4,0.2666666666666667
frangieh:Control+IFNγ,0.7,coverage_mean,raw_normalized_expression,0.6,0.7833333333333333,0.4,0.2666666666666667
frangieh:Control+IFNγ,0.7,coverage_worst,matched_control_referenced,0.3,0.6166666666666666,0.1,0.1
frangieh:Control+IFNγ,0.7,coverage_worst,raw_normalized_expression,0.3,0.6166666666666666,0.1,0.1
frangieh:Control+IFNγ,0.7,global_energy,matched_control_referenced,0.8,0.9,0.6,0.3833333333333334
frangieh:Control+IFNγ,0.7,global_energy,raw_normalized_expression,0.8,0.9,0.6,0.3833333333333334
frangieh:Control+IFNγ,0.7,mmd_rbf,matched_control_referenced,0.5,0.7333333333333333,0.3,0.2166666666666667
frangieh:Control+IFNγ,0.7,mmd_rbf,raw_normalized_expression,0.5,0.7333333333333333,0.3,0.2166666666666667
frangieh:Control+IFNγ,0.7,sliced_wasserstein,matched_control_referenced,0.4,0.7,0.2,0.18333333333333335
frangieh:Control+IFNγ,0.7,sliced_wasserstein,raw_normalized_expression,0.4,0.7,0.2,0.18333333333333335
frangieh:IFNγ+Co-culture,0.7,coverage_mean,matched_control_referenced,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,coverage_mean,raw_normalized_expression,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,coverage_worst,matched_control_referenced,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,coverage_worst,raw_normalized_expression,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,global_energy,matched_control_referenced,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,global_energy,raw_normalized_expression,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,mmd_rbf,matched_control_referenced,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,mmd_rbf,raw_normalized_expression,1.0,1.0,0.0,0.0
frangieh:IFNγ+Co-culture,0.7,sliced_wasserstein,matched_control_referenced,0.9,0.95,-0.1,-0.05
frangieh:IFNγ+Co-culture,0.7,sliced_wasserstein,raw_normalized_expression,0.9,0.95,-0.1,-0.05
